level,item_id,item_name,strategy,selected_model,selected_condition_id,selection_n,selection_frequency,model_entropy,condition_entropy,joint_entropy
summary,10,精神性焦虑,WithinAI_Kimi,Kimi-K2.6,3,50,0.58,0.0,1.519062283874908,1.519062283874908
summary,10,精神性焦虑,WithinAI_Qwen,Qwen3.7-Max,12,50,0.64,0.0,1.231789011092169,1.231789011092169
summary,11,躯体性焦虑,CrossAI,GLM-5.2,7,50,0.36,0.3274449191544763,2.162316674873943,2.3848768810168774
summary,11,躯体性焦虑,WithinAI_GLM,GLM-5.2,7,50,0.36,0.0,2.162316674873943,2.162316674873943
summary,11,躯体性焦虑,WithinAI_Kimi,Kimi-K2.6,15,50,0.7,0.0,0.987298699737119,0.987298699737119
summary,11,躯体性焦虑,WithinAI_Qwen,Qwen3.7-Max,15,50,0.66,0.0,1.2084966928220164,1.2084966928220164
summary,12,胃肠道症状,CrossAI,Qwen3.7-Max,3,50,0.52,1.3445778166048652,1.1539518995301654,2.175241917363884
summary,12,胃肠道症状,WithinAI_GLM,GLM-5.2,3,50,0.5,0.0,1.8109505944546684,1.8109505944546684
summary,12,胃肠道症状,WithinAI_Kimi,Kimi-K2.6,3,50,0.56,0.0,1.3554666828599646,1.3554666828599646
summary,12,胃肠道症状,WithinAI_Qwen,Qwen3.7-Max,3,50,0.82,0.0,0.9653702958580881,0.9653702958580881
summary,13,全身症状,CrossAI,GLM-5.2,15,50,0.98,0.14144054254182067,0.14144054254182067,0.14144054254182067
summary,13,全身症状,WithinAI_GLM,GLM-5.2,15,50,0.98,0.0,0.14144054254182067,0.14144054254182067
summary,13,全身症状,WithinAI_Kimi,Kimi-K2.6,3,50,0.5,0.0,1.2010895951011364,1.2010895951011364
summary,13,全身症状,WithinAI_Qwen,Qwen3.7-Max,3,50,0.54,0.0,1.4547509823331688,1.4547509823331688
summary,14,性症状,CrossAI,Qwen3.7-Max,15,50,0.64,0.24229218908241482,1.3466441130147715,1.3466441130147715
summary,14,性症状,WithinAI_GLM,GLM-5.2,15,50,0.58,0.0,1.4879750249358674,1.4879750249358674
summary,14,性症状,WithinAI_Kimi,Kimi-K2.6,15,50,0.74,0.0,1.2056355100346987,1.2056355100346987
summary,14,性症状,WithinAI_Qwen,Qwen3.7-Max,15,50,0.68,0.0,1.1639904575514164,1.1639904575514164
summary,15,疑病,CrossAI,Qwen3.7-Max,16,50,0.68,0.7219280948873623,0.916118213778296,1.4039904575514164
summary,15,疑病,WithinAI_GLM,GLM-5.2,16,50,0.62,0.0,1.4796706676730484,1.4796706676730484
summary,15,疑病,WithinAI_Kimi,Kimi-K2.6,11,50,0.72,0.0,0.8554508105601307,0.8554508105601307
summary,15,疑病,WithinAI_Qwen,Qwen3.7-Max,16,50,0.86,0.0,0.584238811642856,0.584238811642856
summary,16,体重减轻,CrossAI,Qwen3.7-Max,15,50,0.44,1.0512437511965642,1.7065702270319765,2.382992338183364
summary,16,体重减轻,WithinAI_GLM,GLM-5.2,16,50,0.42,0.0,2.065662182946504,2.065662182946504
summary,16,体重减轻,WithinAI_Kimi,Kimi-K2.6,15,50,0.74,0.0,1.0277857431090964,1.0277857431090964
summary,16,体重减轻,WithinAI_Qwen,Qwen3.7-Max,15,50,0.58,0.0,1.7311294625574638,1.7311294625574638
summary,17,自知力,CrossAI,Qwen3.7-Max,3,50,0.46,0.9709505944546688,1.8218446894692666,2.0374041912386205
summary,17,自知力,WithinAI_GLM,GLM-5.2,4,50,0.5,0.0,1.9607709666679642,1.9607709666679642
summary,17,自知力,WithinAI_Kimi,Kimi-K2.6,12,50,0.52,0.0,1.7662775986332222,1.7662775986332222
summary,17,自知力,WithinAI_Qwen,Qwen3.7-Max,3,50,0.68,0.0,1.0123142790419384,1.0123142790419384
