scale,cohort,model,thinking_mode,item_id,item_name,selected_condition_id,selected_rho,runner_up_condition_id,runner_up_rho,winner_runner_up_delta,selection_reason,n_common,repeat,fold,validation_layer,train_subject_n,test_subject_n 
HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,5,睡眠不深,15,0.4051072469995961,16.0,0.36086638794380316,0.04424085905579295,max_corrected_rho,79,4,0,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,6,早醒,4,0.3955162917649833,3.0,0.37153862215327255,0.023977669611710772,max_corrected_rho,79,4,0,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,7,工作和活动,3,0.6700804651109293,11.0,0.642423390162627,0.027657074948302385,max_corrected_rho,79,4,0,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,8,迟滞,15,0.43139606852819695,16.0,0.4041370710319513,0.027258997496245663,max_corrected_rho,79,4,0,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,9,激越,3,0.3157850133583392,11.0,0.29981125463863284,0.015973758719706355,max_corrected_rho,79,4,0,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,10,精神性焦虑,4,0.4733826974894336,16.0,0.4186279500309515,0.054754747458482134,max_corrected_rho,79,4,0,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,11,躯体性焦虑,11,0.5642258139110206,3.0,0.5269035292582769,0.037322284652743676,max_corrected_rho,79,4,0,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,12,胃肠道症状,3,0.47049133334186033,11.0,0.4688624406492765,0.0016288926925838165,max_corrected_rho,79,4,0,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,13,全身症状,3,0.6302987338601114,4.0,0.5374221672571542,0.09287656660295718,max_corrected_rho,79,4,0,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,14,性症状,7,0.40321110289979467,3.0,0.3977595971699433,0.005451505729851369,max_corrected_rho,38,4,0,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,15,疑病,16,0.180945728943831,15.0,0.16515965690651746,0.015786072037313553,max_corrected_rho,79,4,0,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,16,体重减轻,12,0.35506475818439626,7.0,0.3296820998773194,0.025382658307076866,max_corrected_rho,79,4,0,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,17,自知力,8,0.24275602904115282,3.0,0.17729740596824678,0.06545862307290604,max_corrected_rho,79,4,0,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,GLM-5.2,思考,1,抑郁情绪,16,0.5415701614912449,8.0,0.5063675700494599,0.03520259144178506,max_corrected_rho,79,4,1,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,GLM-5.2,思考,2,有罪感,4,0.42286506528392237,11.0,0.4216424633232058,0.0012226019607165517,max_corrected_rho,79,4,1,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,GLM-5.2,思考,3,自杀,15,0.4626322585019628,16.0,0.43472451329303974,0.027907745208923085,max_corrected_rho,79,4,1,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,GLM-5.2,思考,4,入睡困难,11,0.5099693350283359,3.0,0.4961277543027099,0.013841580725625968,max_corrected_rho,79,4,1,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,GLM-5.2,思考,5,睡眠不深,7,0.1705822010700356,8.0,0.16967417513789299,0.0009080259321426198,max_corrected_rho,79,4,1,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,GLM-5.2,思考,6,早醒,3,0.35230802935667993,12.0,0.30354194995378647,0.04876607940289346,max_corrected_rho,79,4,1,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,GLM-5.2,思考,7,工作和活动,8,0.5805264350153577,7.0,0.5756785581350451,0.004847876880312629,max_corrected_rho,79,4,1,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,GLM-5.2,思考,8,迟滞,7,0.5442653636084515,15.0,0.5225892177639828,0.02167614584446864,max_corrected_rho,79,4,1,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,GLM-5.2,思考,9,激越,15,0.4625572909619351,11.0,0.3566206957627759,0.10593659519915921,max_corrected_rho,79,4,1,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,GLM-5.2,思考,10,精神性焦虑,15,0.5398686538870477,16.0,0.529742498479218,0.010126155407829796,max_corrected_rho,79,4,1,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,GLM-5.2,思考,11,躯体性焦虑,7,0.5893834726130336,3.0,0.5467814857929946,0.04260198682003902,max_corrected_rho,79,4,1,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,GLM-5.2,思考,12,胃肠道症状,11,0.4959749411739609,12.0,0.4845839923133033,0.011390948860657613,max_corrected_rho,79,4,1,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,GLM-5.2,思考,13,全身症状,15,0.5621524286344319,11.0,0.56019957481781,0.0019528538166219134,max_corrected_rho,79,4,1,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,GLM-5.2,思考,14,性症状,7,0.5388178591075231,3.0,0.5153909956680656,0.023426863439457546,max_corrected_rho,34,4,1,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,GLM-5.2,思考,15,疑病,16,0.2307819917923408,15.0,0.19415380548616534,0.03662818630617545,max_corrected_rho,79,4,1,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,GLM-5.2,思考,16,体重减轻,15,0.24880298866095157,8.0,0.24273085736465033,0.006072131296301242,max_corrected_rho,79,4,1,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,GLM-5.2,思考,17,自知力,11,0.07426667427863191,3.0,0.02507773949114147,0.049188934787490445,max_corrected_rho,79,4,1,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Kimi-K2.6,思考,1,抑郁情绪,8,0.5501360805520542,11.0,0.5448562777910385,0.005279802761015695,max_corrected_rho,79,4,1,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Kimi-K2.6,思考,2,有罪感,8,0.4416384385391887,3.0,0.43703606344458606,0.004602375094602651,max_corrected_rho,79,4,1,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Kimi-K2.6,思考,3,自杀,7,0.3742112050891292,16.0,0.37252903756089306,0.0016821675282361337,max_corrected_rho,79,4,1,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Kimi-K2.6,思考,4,入睡困难,3,0.5345584109155228,4.0,0.46965461868693553,0.06490379222858728,max_corrected_rho,79,4,1,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Kimi-K2.6,思考,5,睡眠不深,16,0.21265039274906325,3.0,0.2012413144443934,0.011409078304669862,max_corrected_rho,79,4,1,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Kimi-K2.6,思考,6,早醒,16,0.3339839284218387,8.0,0.33244420550103093,0.0015397229208077845,max_corrected_rho,79,4,1,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Kimi-K2.6,思考,7,工作和活动,4,0.6005088746823468,3.0,0.5910313441031175,0.009477530579229287,max_corrected_rho,79,4,1,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Kimi-K2.6,思考,8,迟滞,12,0.34194739270105334,15.0,0.34175017838411476,0.0001972143169385876,max_corrected_rho,79,4,1,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Kimi-K2.6,思考,9,激越,3,0.26330988179951953,7.0,0.2576263996289683,0.005683482170551257,max_corrected_rho,79,4,1,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Kimi-K2.6,思考,10,精神性焦虑,8,0.5101556669372451,12.0,0.4171087351840254,0.09304693175321971,max_corrected_rho,79,4,1,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Kimi-K2.6,思考,11,躯体性焦虑,7,0.5556281013793873,16.0,0.4647921604589771,0.09083594092041025,max_corrected_rho,79,4,1,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Kimi-K2.6,思考,12,胃肠道症状,7,0.4431416504701824,8.0,0.43876352725999757,0.0043781232101848255,max_corrected_rho,79,4,1,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Kimi-K2.6,思考,13,全身症状,11,0.6035168316518356,12.0,0.5787902480811769,0.02472658357065871,max_corrected_rho,79,4,1,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Kimi-K2.6,思考,14,性症状,3,,,,,all_not_estimable_fallback_c03,27,4,1,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Kimi-K2.6,思考,15,疑病,11,0.21312881588103272,7.0,0.21055708852072905,0.0025717273603036717,max_corrected_rho,79,4,1,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Kimi-K2.6,思考,16,体重减轻,7,0.3191051769041114,16.0,0.2832620742604356,0.035843102643675795,max_corrected_rho,79,4,1,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Kimi-K2.6,思考,17,自知力,8,0.3050322775145159,7.0,0.25398924554376473,0.05104303197075116,max_corrected_rho,79,4,1,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,1,抑郁情绪,7,0.5181618728765945,3.0,0.5123875702166735,0.005774302659921071,max_corrected_rho,79,4,1,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,2,有罪感,4,0.40141781552814,8.0,0.3878097646537754,0.013608050874364563,max_corrected_rho,79,4,1,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,3,自杀,4,0.43612682719696905,8.0,0.4245614287081071,0.011565398488861955,max_corrected_rho,79,4,1,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,4,入睡困难,12,0.5064741944410023,4.0,0.4788219843577438,0.027652210083258466,max_corrected_rho,79,4,1,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,5,睡眠不深,15,0.18737132266084144,7.0,0.16986073493525095,0.0175105877255905,max_corrected_rho,79,4,1,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,6,早醒,4,0.29681619949599214,3.0,0.29354861862495335,0.003267580871038789,max_corrected_rho,79,4,1,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,7,工作和活动,3,0.5691542226694295,8.0,0.563073356277637,0.006080866391792505,max_corrected_rho,79,4,1,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,8,迟滞,15,0.45743916893620173,11.0,0.4008317320429351,0.05660743689326664,max_corrected_rho,79,4,1,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,9,激越,11,0.38699701976478385,3.0,0.3626072878674835,0.02438973189730037,max_corrected_rho,79,4,1,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,10,精神性焦虑,4,0.5048663312570892,3.0,0.4626883306518857,0.04217800060520355,max_corrected_rho,79,4,1,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,11,躯体性焦虑,11,0.5544502700719739,3.0,0.5321654199588045,0.022284850113169385,max_corrected_rho,79,4,1,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,12,胃肠道症状,3,0.46273924125987603,7.0,0.45514584992474183,0.007593391335134203,max_corrected_rho,79,4,1,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,13,全身症状,3,0.570425448364165,4.0,0.5485298103839544,0.021895637980210547,max_corrected_rho,79,4,1,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,14,性症状,7,0.43735052930137963,3.0,0.42858500914181885,0.00876552015956078,max_corrected_rho,37,4,1,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,15,疑病,11,0.20036871606571507,16.0,0.14987427980199453,0.05049443626372055,max_corrected_rho,79,4,1,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,16,体重减轻,12,0.2442173218424807,7.0,0.2307801215885156,0.01343720025396511,max_corrected_rho,79,4,1,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,17,自知力,8,0.23431226199481203,3.0,0.05398057364928686,0.18033168834552518,max_corrected_rho,79,4,1,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,GLM-5.2,思考,1,抑郁情绪,16,0.6077491474754287,7.0,0.6066274617470492,0.0011216857283795623,max_corrected_rho,79,4,2,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,GLM-5.2,思考,2,有罪感,4,0.4289482606766256,16.0,0.3646331974540497,0.06431506322257591,max_corrected_rho,79,4,2,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,GLM-5.2,思考,3,自杀,15,0.47664929972457465,3.0,0.4507856154596,0.02586368426497465,max_corrected_rho,79,4,2,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,GLM-5.2,思考,4,入睡困难,3,0.4801612919588717,16.0,0.44486949948629706,0.035291792472574635,max_corrected_rho,79,4,2,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,GLM-5.2,思考,5,睡眠不深,3,0.3083024630365568,8.0,0.2741574312962954,0.0341450317402614,max_corrected_rho,79,4,2,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,GLM-5.2,思考,6,早醒,3,0.34117170025677224,4.0,0.34086022629999085,0.0003114739567813829,max_corrected_rho,79,4,2,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,GLM-5.2,思考,7,工作和活动,8,0.6412233674901633,3.0,0.6197113349035881,0.02151203258657519,max_corrected_rho,79,4,2,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,GLM-5.2,思考,8,迟滞,11,0.4970082580471309,7.0,0.4792685469314927,0.017739711115638213,max_corrected_rho,79,4,2,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,GLM-5.2,思考,9,激越,3,0.3697079663006484,7.0,0.36658326663404917,0.003124699666599229,max_corrected_rho,79,4,2,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,GLM-5.2,思考,10,精神性焦虑,16,0.5529863004824732,3.0,0.5170952828141578,0.03589101766831537,max_corrected_rho,79,4,2,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,GLM-5.2,思考,11,躯体性焦虑,7,0.6173567706686411,4.0,0.5691556349452274,0.04820113572341378,max_corrected_rho,79,4,2,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,GLM-5.2,思考,12,胃肠道症状,8,0.49030662438361305,11.0,0.4773459673771872,0.012960657006425846,max_corrected_rho,79,4,2,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,GLM-5.2,思考,13,全身症状,15,0.5700177772808361,3.0,0.5673557541674974,0.0026620231133387406,max_corrected_rho,79,4,2,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,GLM-5.2,思考,14,性症状,16,0.4510479666171984,3.0,0.45100603924579585,4.192737140257252e-05,max_corrected_rho,39,4,2,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,GLM-5.2,思考,15,疑病,8,0.026045788599720048,15.0,0.01993668296551574,0.006109105634204307,max_corrected_rho,79,4,2,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,GLM-5.2,思考,16,体重减轻,3,0.21435537503252883,7.0,0.21122017441318186,0.0031352006193469673,max_corrected_rho,79,4,2,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,GLM-5.2,思考,17,自知力,11,0.09463116451080672,3.0,0.048043514290101876,0.046587650220704845,max_corrected_rho,79,4,2,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Kimi-K2.6,思考,1,抑郁情绪,11,0.640092182462084,3.0,0.5869827505574611,0.05310943190462292,max_corrected_rho,79,4,2,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Kimi-K2.6,思考,2,有罪感,3,0.35319999528689516,8.0,0.32166178573317494,0.03153820955372022,max_corrected_rho,79,4,2,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Kimi-K2.6,思考,3,自杀,16,0.38541008325198267,7.0,0.37407307378579957,0.011337009466183101,max_corrected_rho,79,4,2,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Kimi-K2.6,思考,4,入睡困难,3,0.49611603475207644,12.0,0.44639524748084236,0.04972078727123408,max_corrected_rho,79,4,2,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Kimi-K2.6,思考,5,睡眠不深,3,0.22319215360873615,8.0,0.21607605170420108,0.0071161019045350715,max_corrected_rho,79,4,2,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Kimi-K2.6,思考,6,早醒,16,0.3383202666635777,3.0,0.3237037379201597,0.014616528743417956,max_corrected_rho,79,4,2,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Kimi-K2.6,思考,7,工作和活动,7,0.6377422954321125,3.0,0.6341646856790891,0.0035776097530233475,max_corrected_rho,79,4,2,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Kimi-K2.6,思考,8,迟滞,16,0.26524172968064297,3.0,0.24637312594751018,0.01886860373313279,max_corrected_rho,79,4,2,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Kimi-K2.6,思考,9,激越,11,0.2507785060915592,12.0,0.23315074843379968,0.017627757657759535,max_corrected_rho,79,4,2,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Kimi-K2.6,思考,10,精神性焦虑,8,0.4594922755173024,11.0,0.4347689484906098,0.024723327026692554,max_corrected_rho,79,4,2,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Kimi-K2.6,思考,11,躯体性焦虑,15,0.5132576004635229,16.0,0.5109138811426575,0.0023437193208654117,max_corrected_rho,79,4,2,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Kimi-K2.6,思考,12,胃肠道症状,8,0.4955060408851932,3.0,0.4731612679836264,0.02234477290156678,max_corrected_rho,79,4,2,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Kimi-K2.6,思考,13,全身症状,11,0.6071510529168012,12.0,0.5721864701130459,0.03496458280375525,max_corrected_rho,79,4,2,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Kimi-K2.6,思考,14,性症状,4,0.33553505247380216,3.0,0.3247422375746071,0.010792814899195091,max_corrected_rho,34,4,2,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Kimi-K2.6,思考,15,疑病,4,0.07330937217875698,11.0,0.011645001299512152,0.061664370879244826,max_corrected_rho,79,4,2,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Kimi-K2.6,思考,16,体重减轻,7,0.220285378684828,15.0,0.21806671962576032,0.002218659059067679,max_corrected_rho,79,4,2,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Kimi-K2.6,思考,17,自知力,8,0.34236607404929775,7.0,0.21757291190822362,0.12479316214107414,max_corrected_rho,79,4,2,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,1,抑郁情绪,8,0.5672851194185885,4.0,0.5663852101176193,0.0008999093009691705,max_corrected_rho,79,4,2,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,2,有罪感,8,0.33376734139664266,15.0,0.32378313771983835,0.009984203676804304,max_corrected_rho,79,4,2,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,3,自杀,16,0.4082977289904833,12.0,0.3858881145692606,0.02240961442122269,max_corrected_rho,79,4,2,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,4,入睡困难,12,0.45992991533382976,3.0,0.4366953903888584,0.023234524944971358,max_corrected_rho,79,4,2,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,5,睡眠不深,15,0.299846511767254,16.0,0.25841726966740663,0.041429242099847385,max_corrected_rho,79,4,2,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,6,早醒,3,0.32312091901656875,4.0,0.30358341229725627,0.01953750671931248,max_corrected_rho,79,4,2,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,7,工作和活动,3,0.6254910258235716,12.0,0.6053135066733868,0.02017751915018484,max_corrected_rho,79,4,2,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,8,迟滞,15,0.42525968520651075,16.0,0.3262140492805794,0.09904563592593135,max_corrected_rho,79,4,2,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,9,激越,11,0.3471426400201882,4.0,0.3451459971329135,0.001996642887274691,max_corrected_rho,79,4,2,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,10,精神性焦虑,11,0.4530311669864533,4.0,0.44404892362607895,0.008982243360374342,max_corrected_rho,79,4,2,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,11,躯体性焦虑,11,0.5944104384223984,3.0,0.540700532430642,0.0537099059917564,max_corrected_rho,79,4,2,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,12,胃肠道症状,11,0.5041989997641693,3.0,0.49427369323645665,0.009925306527712618,max_corrected_rho,79,4,2,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,13,全身症状,3,0.566890195009445,4.0,0.508735317883788,0.058154877125657034,max_corrected_rho,79,4,2,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,14,性症状,7,0.39234045432431786,3.0,0.38240047399322485,0.009939980331093001,max_corrected_rho,40,4,2,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,15,疑病,15,0.07181420544760839,11.0,0.06717694719559446,0.004637258252013929,max_corrected_rho,79,4,2,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,16,体重减轻,8,0.2448774207172877,3.0,0.2336348708865005,0.011242549830787207,max_corrected_rho,79,4,2,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,17,自知力,8,0.1832850896108328,3.0,0.04179814298357865,0.14148694662725417,max_corrected_rho,79,4,2,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,GLM-5.2,思考,1,抑郁情绪,3,0.5862398637089653,16.0,0.5700712081760744,0.01616865553289093,max_corrected_rho,79,4,3,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,GLM-5.2,思考,2,有罪感,4,0.3648594494597832,12.0,0.3589783891913335,0.0058810602684497,max_corrected_rho,79,4,3,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,GLM-5.2,思考,3,自杀,15,0.4044817553537265,3.0,0.40253601607677975,0.0019457392769467452,max_corrected_rho,79,4,3,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,GLM-5.2,思考,4,入睡困难,16,0.43416992322833764,3.0,0.4239123459070548,0.010257577321282851,max_corrected_rho,79,4,3,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,GLM-5.2,思考,5,睡眠不深,7,0.23387531065430664,3.0,0.22354413887086277,0.010331171783443865,max_corrected_rho,79,4,3,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,GLM-5.2,思考,6,早醒,3,0.35877323253763066,4.0,0.3303800348079425,0.02839319772968818,max_corrected_rho,79,4,3,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,GLM-5.2,思考,7,工作和活动,8,0.652051491277674,15.0,0.6518167089826062,0.00023478229506779247,max_corrected_rho,79,4,3,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,GLM-5.2,思考,8,迟滞,7,0.519992812231538,11.0,0.49888109762469696,0.02111171460684108,max_corrected_rho,79,4,3,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,GLM-5.2,思考,9,激越,7,0.4750725373261536,3.0,0.4560762268170095,0.018996310509144132,max_corrected_rho,79,4,3,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,GLM-5.2,思考,10,精神性焦虑,16,0.5981066607532065,8.0,0.5311990723357032,0.06690758841750333,max_corrected_rho,79,4,3,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,GLM-5.2,思考,11,躯体性焦虑,7,0.6068211565675709,15.0,0.5883358850327289,0.01848527153484192,max_corrected_rho,79,4,3,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,GLM-5.2,思考,12,胃肠道症状,12,0.47890320938912306,11.0,0.47434339313328655,0.004559816255836513,max_corrected_rho,79,4,3,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,GLM-5.2,思考,13,全身症状,15,0.5718036108659912,11.0,0.5494442271195377,0.02235938374645352,max_corrected_rho,79,4,3,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,GLM-5.2,思考,14,性症状,7,0.5998578746866275,8.0,0.5973735788659109,0.002484295820716631,max_corrected_rho,38,4,3,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,GLM-5.2,思考,15,疑病,15,0.21356322237626424,8.0,0.17322866758908584,0.0403345547871784,max_corrected_rho,79,4,3,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,GLM-5.2,思考,16,体重减轻,7,0.18454965856768366,8.0,0.17935266932596963,0.005196989241714023,max_corrected_rho,79,4,3,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,GLM-5.2,思考,17,自知力,3,0.07646570993360674,11.0,0.026750870480527166,0.04971483945307957,max_corrected_rho,79,4,3,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Kimi-K2.6,思考,1,抑郁情绪,11,0.5644353974667587,3.0,0.5314242304990504,0.03301116696770834,max_corrected_rho,79,4,3,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Kimi-K2.6,思考,2,有罪感,3,0.3461995826176567,8.0,0.3347672466739982,0.0114323359436585,max_corrected_rho,79,4,3,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Kimi-K2.6,思考,3,自杀,16,0.3675660228531014,7.0,0.3486647244770832,0.018901298376018227,max_corrected_rho,79,4,3,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Kimi-K2.6,思考,4,入睡困难,3,0.49067958019781727,12.0,0.454602870447699,0.036076709750118285,max_corrected_rho,79,4,3,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Kimi-K2.6,思考,5,睡眠不深,16,0.25470718428262873,3.0,0.253927720861911,0.0007794634207177187,max_corrected_rho,79,4,3,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Kimi-K2.6,思考,6,早醒,16,0.35847280700809975,11.0,0.3145765962236467,0.04389621078445305,max_corrected_rho,79,4,3,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Kimi-K2.6,思考,7,工作和活动,3,0.6765464298038186,4.0,0.6574455447598797,0.01910088504393892,max_corrected_rho,79,4,3,repeated_10x5_oof,79,20
HAMD-17,PDCH标签99人,Kimi-K2.6,思考,8,迟滞,15,0.28970320738023975,8.0,0.2825487537864672,0.007154453593772536,max_corrected_rho,79,4,3,repeated_10x5_oof,79,20
