condition_id,inner_mean_mae,inner_se,inner_valid_fold_n,scale,cohort,model,thinking_mode,item_id,item_name
4,0.3363636363636363,0.11011201409193694,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,14,性症状
7,0.5266378066378066,0.062104099890047434,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,14,性症状
8,0.5171428571428571,0.06872007697603254,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,14,性症状
11,0.34557109557109555,0.0631363933166073,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,14,性症状
12,0.46550116550116555,0.09915692531205571,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,14,性症状
15,0.36630036630036633,0.0861881682960285,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,14,性症状
16,0.4104895104895105,0.09462290451253946,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,14,性症状
3,0.47368421052631576,0.03798053153423828,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,15,疑病
4,0.5042105263157894,0.03946140159784599,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,15,疑病
7,0.5236842105263158,0.05338928274911898,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,15,疑病
8,0.49421052631578954,0.030467275028223797,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,15,疑病
11,0.40421052631578946,0.07757401969639033,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,15,疑病
12,0.4747368421052632,0.06020854799841598,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,15,疑病
15,0.4647368421052631,0.062038322532156506,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,15,疑病
16,0.5152631578947369,0.0640420568185567,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,15,疑病
3,0.25157894736842107,0.043858245591578235,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,16,体重减轻
4,0.29210526315789476,0.04482962514742596,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,16,体重减轻
7,0.3421052631578947,0.04131662754765154,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,16,体重减轻
8,0.31157894736842107,0.041547289746968565,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,16,体重减轻
11,0.21157894736842103,0.017467817658185357,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,16,体重减轻
12,0.24105263157894735,0.05939211919703388,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,16,体重减轻
15,0.22105263157894733,0.042871320699322465,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,16,体重减轻
16,0.30105263157894735,0.06438823553527663,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,16,体重减轻
3,0.21052631578947367,0.06934098171465669,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,17,自知力
4,0.21052631578947367,0.09114917303603118,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,17,自知力
7,0.24105263157894735,0.07923019514499936,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,17,自知力
8,0.3247368421052631,0.05683601331877789,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,17,自知力
11,0.19105263157894736,0.06560289332177632,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,17,自知力
12,0.18105263157894735,0.060074976238722745,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,17,自知力
15,0.3636842105263158,0.10414006123759786,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,17,自知力
16,0.30210526315789477,0.08887726916973344,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,17,自知力
3,0.7673684210526315,0.03439827026508626,5,HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,1,抑郁情绪
4,0.828421052631579,0.060305087688420064,5,HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,1,抑郁情绪
7,0.7884210526315789,0.061685692455703295,5,HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,1,抑郁情绪
8,0.7563157894736842,0.0884093037307137,5,HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,1,抑郁情绪
11,0.7378947368421052,0.0478672564309586,5,HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,1,抑郁情绪
12,0.7368421052631579,0.0701650211565978,5,HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,1,抑郁情绪
15,0.828421052631579,0.04622449135586061,5,HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,1,抑郁情绪
16,0.9189473684210526,0.012713549820190684,5,HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,1,抑郁情绪
3,0.4836842105263158,0.04091576374689454,5,HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,2,有罪感
4,0.48315789473684206,0.07826724584941765,5,HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,2,有罪感
7,0.5457894736842105,0.07008898182996538,5,HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,2,有罪感
8,0.5547368421052632,0.07768909555315365,5,HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,2,有罪感
11,0.4836842105263157,0.058515807462528366,5,HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,2,有罪感
12,0.5842105263157895,0.055125140938004885,5,HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,2,有罪感
15,0.5047368421052632,0.04903077217930198,5,HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,2,有罪感
16,0.5247368421052633,0.06129150185340528,5,HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,2,有罪感
3,0.7089473684210527,0.06520052172522085,5,HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,3,自杀
4,0.7068421052631579,0.10782282584338618,5,HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,3,自杀
7,0.8810526315789474,0.10614564290127602,5,HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,3,自杀
8,0.8384210526315791,0.02438438717602184,5,HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,3,自杀
11,0.7389473684210526,0.08226115430095306,5,HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,3,自杀
12,0.7368421052631579,0.08014443333074242,5,HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,3,自杀
15,0.6957894736842105,0.04447757690843138,5,HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,3,自杀
16,0.6757894736842105,0.07304895334286134,5,HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,3,自杀
3,0.3736842105263158,0.06022234885770448,5,HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,4,入睡困难
4,0.4142105263157895,0.057850461539014596,5,HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,4,入睡困难
7,0.4936842105263158,0.06786515063241302,5,HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,4,入睡困难
8,0.4647368421052631,0.033147450318295656,5,HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,4,入睡困难
11,0.42315789473684207,0.07887013766285975,5,HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,4,入睡困难
12,0.4226315789473684,0.0847540028389805,5,HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,4,入睡困难
15,0.3931578947368421,0.06097431455958387,5,HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,4,入睡困难
16,0.4231578947368422,0.03834708091834956,5,HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,4,入睡困难
3,0.46421052631578946,0.015537462546447908,5,HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,5,睡眠不深
4,0.5257894736842105,0.02281140308712562,5,HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,5,睡眠不深
7,0.5263157894736842,0.04407403743274796,5,HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,5,睡眠不深
8,0.5463157894736842,0.055492007360397624,5,HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,5,睡眠不深
11,0.49526315789473685,0.02010016468834559,5,HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,5,睡眠不深
12,0.5352631578947369,0.05097797036567736,5,HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,5,睡眠不深
15,0.5352631578947369,0.0696329911938578,5,HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,5,睡眠不深
16,0.5563157894736841,0.05871783318139392,5,HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,5,睡眠不深
3,0.35368421052631577,0.07914274071070711,5,HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,6,早醒
4,0.4352631578947368,0.05578450821994149,5,HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,6,早醒
7,0.4147368421052631,0.04435284111796512,5,HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,6,早醒
8,0.46578947368421053,0.060365920197820555,5,HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,6,早醒
11,0.3826315789473684,0.059041278578442775,5,HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,6,早醒
12,0.38315789473684214,0.08386689758000643,5,HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,6,早醒
15,0.38526315789473686,0.0670335013609549,5,HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,6,早醒
16,0.4047368421052632,0.07510565042499646,5,HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,6,早醒
3,0.6268421052631579,0.04527080718718743,5,HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,7,工作和活动
4,0.7273684210526317,0.03362453595638978,5,HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,7,工作和活动
7,0.8184210526315789,0.051271911065084434,5,HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,7,工作和活动
8,0.9089473684210526,0.1065662760498636,5,HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,7,工作和活动
11,0.6352631578947369,0.06391866368962226,5,HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,7,工作和活动
12,0.6868421052631579,0.08996767655933303,5,HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,7,工作和活动
15,0.8173684210526316,0.06323788793843553,5,HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,7,工作和活动
16,0.8984210526315788,0.06922403310269326,5,HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,7,工作和活动
3,0.5047368421052632,0.058343951018924096,5,HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,8,迟滞
4,0.5768421052631578,0.07396281913879736,5,HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,8,迟滞
7,0.8205263157894738,0.08191949294337533,5,HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,8,迟滞
8,0.7778947368421052,0.07164760638978136,5,HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,8,迟滞
11,0.5252631578947369,0.09013916602719131,5,HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,8,迟滞
12,0.5573684210526315,0.09141621960984948,5,HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,8,迟滞
15,0.7068421052631578,0.060214298740857104,5,HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,8,迟滞
16,0.7273684210526316,0.04038080507224377,5,HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,8,迟滞
3,0.4957894736842105,0.06369617112563739,5,HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,9,激越
4,0.5252631578947369,0.06020854799841599,5,HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,9,激越
7,0.6447368421052632,0.06459440899280829,5,HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,9,激越
8,0.6268421052631579,0.036047829107721606,5,HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,9,激越
11,0.5052631578947369,0.05725120811847494,5,HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,9,激越
12,0.5452631578947369,0.03567124434513315,5,HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,9,激越
15,0.6052631578947368,0.050145218478814986,5,HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,9,激越
16,0.6668421052631579,0.07322980184403301,5,HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,9,激越
3,0.6652631578947368,0.05879326661656063,5,HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,10,精神性焦虑
4,0.6636842105263157,0.1097384197791424,5,HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,10,精神性焦虑
7,0.6547368421052632,0.06163402844698598,5,HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,10,精神性焦虑
8,0.7773684210526316,0.04411801097020081,5,HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,10,精神性焦虑
11,0.5736842105263158,0.07251420722387772,5,HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,10,精神性焦虑
12,0.5436842105263157,0.08224094726595879,5,HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,10,精神性焦虑
15,0.6247368421052633,0.050197670206721993,5,HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,10,精神性焦虑
16,0.5842105263157895,0.07272400678892015,5,HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,10,精神性焦虑
3,0.6473684210526316,0.08441176612527314,5,HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,11,躯体性焦虑
4,0.6478947368421053,0.03995669400891274,5,HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,11,躯体性焦虑
7,0.658421052631579,0.05433684822284268,5,HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,11,躯体性焦虑
8,0.6978947368421053,0.05384393164572264,5,HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,11,躯体性焦虑
11,0.6273684210526316,0.0499903037689723,5,HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,11,躯体性焦虑
12,0.6173684210526316,0.041663804149132656,5,HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,11,躯体性焦虑
15,0.5963157894736841,0.04088359260197569,5,HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,11,躯体性焦虑
16,0.6068421052631578,0.04436064738043258,5,HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,11,躯体性焦虑
3,0.15052631578947367,0.04715889331649509,5,HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,12,胃肠道症状
4,0.17,0.06041522986797285,5,HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,12,胃肠道症状
7,0.31105263157894736,0.05908114519414399,5,HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,12,胃肠道症状
8,0.2510526315789473,0.04384245276920469,5,HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,12,胃肠道症状
11,0.17105263157894737,0.05112989270454065,5,HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,12,胃肠道症状
12,0.21105263157894738,0.057386525390538255,5,HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,12,胃肠道症状
15,0.1805263157894737,0.05353565617412809,5,HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,12,胃肠道症状
16,0.1805263157894737,0.043197991643066695,5,HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,12,胃肠道症状
3,0.29157894736842105,0.05693827147888115,5,HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,13,全身症状
4,0.3431578947368421,0.05046597273839208,5,HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,13,全身症状
7,0.45473684210526316,0.04210032865822064,5,HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,13,全身症状
8,0.38421052631578945,0.04135013657793466,5,HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,13,全身症状
11,0.3142105263157895,0.05964228546984497,5,HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,13,全身症状
12,0.31421052631578944,0.06170253006211723,5,HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,13,全身症状
15,0.39368421052631575,0.06356012269242325,5,HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,13,全身症状
16,0.3536842105263158,0.05013555033309414,5,HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,13,全身症状
3,0.3259129759129759,0.03557931864260563,5,HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,14,性症状
4,0.3175213675213675,0.03949004688593756,5,HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,14,性症状
7,0.28440781440781443,0.03503784006007141,5,HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,14,性症状
8,0.4107692307692307,0.05360385043133644,5,HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,14,性症状
11,0.3341880341880342,0.04437350518719145,5,HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,14,性症状
12,0.3277777777777778,0.04843221048378526,5,HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,14,性症状
15,0.32161172161172163,0.04003245741337509,5,HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,14,性症状
16,0.27999999999999997,0.05461989869391313,5,HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,14,性症状
3,0.44526315789473686,0.05509623914449184,5,HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,15,疑病
4,0.41263157894736835,0.06242114138628641,5,HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,15,疑病
7,0.38368421052631574,0.06970157996277761,5,HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,15,疑病
8,0.4947368421052632,0.04216278964946379,5,HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,15,疑病
11,0.42315789473684207,0.0705017632046068,5,HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,15,疑病
12,0.4242105263157894,0.05810011418833926,5,HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,15,疑病
15,0.4436842105263158,0.051940195740081734,5,HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,15,疑病
16,0.38315789473684214,0.05944456669616906,5,HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,15,疑病
3,0.23263157894736844,0.02613887903545056,5,HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,16,体重减轻
4,0.2442105263157895,0.04695285547353976,5,HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,16,体重减轻
7,0.3247368421052631,0.0589943421861139,5,HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,16,体重减轻
8,0.27473684210526317,0.05097797036567734,5,HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,16,体重减轻
11,0.2531578947368421,0.02896410999133285,5,HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,16,体重减轻
12,0.2426315789473684,0.01923754408683901,5,HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,16,体重减轻
15,0.21263157894736842,0.020237509399716188,5,HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,16,体重减轻
16,0.25263157894736843,0.031732084831542856,5,HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,16,体重减轻
3,0.1910526315789474,0.02353167253274543,5,HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,17,自知力
4,0.2305263157894737,0.0640539505983637,5,HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,17,自知力
7,0.261578947368421,0.04201964980255173,5,HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,17,自知力
8,0.3231578947368421,0.037126720186417675,5,HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,17,自知力
11,0.21105263157894738,0.032298812615928964,5,HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,17,自知力
12,0.27157894736842103,0.03252316455523632,5,HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,17,自知力
15,0.3136842105263158,0.051838765588394675,5,HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,17,自知力
16,0.33315789473684215,0.01904216054223742,5,HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,17,自知力
3,0.6120689655172413,0.03132536291127317,5,PHQ-8,DAIC-WOZ全量189人,DeepSeek-V4-Pro,思考,1,兴趣或愉悦感降低
4,0.6677339901477832,0.044496149291854505,5,PHQ-8,DAIC-WOZ全量189人,DeepSeek-V4-Pro,思考,1,兴趣或愉悦感降低
7,0.7044334975369458,0.030483716283147153,5,PHQ-8,DAIC-WOZ全量189人,DeepSeek-V4-Pro,思考,1,兴趣或愉悦感降低
8,0.7733990147783251,0.057590188942290316,5,PHQ-8,DAIC-WOZ全量189人,DeepSeek-V4-Pro,思考,1,兴趣或愉悦感降低
11,0.5630541871921182,0.022491474761415404,5,PHQ-8,DAIC-WOZ全量189人,DeepSeek-V4-Pro,思考,1,兴趣或愉悦感降低
12,0.5980295566502464,0.030257996649344948,5,PHQ-8,DAIC-WOZ全量189人,DeepSeek-V4-Pro,思考,1,兴趣或愉悦感降低
15,0.5997536945812808,0.08393198222850821,5,PHQ-8,DAIC-WOZ全量189人,DeepSeek-V4-Pro,思考,1,兴趣或愉悦感降低
16,0.746551724137931,0.07894501729854035,5,PHQ-8,DAIC-WOZ全量189人,DeepSeek-V4-Pro,思考,1,兴趣或愉悦感降低
3,0.5416256157635468,0.03166821096036793,5,PHQ-8,DAIC-WOZ全量189人,DeepSeek-V4-Pro,思考,2,情绪低落、抑郁或无望
4,0.5982758620689654,0.054608749823459396,5,PHQ-8,DAIC-WOZ全量189人,DeepSeek-V4-Pro,思考,2,情绪低落、抑郁或无望
7,0.6399014778325123,0.07442907988311966,5,PHQ-8,DAIC-WOZ全量189人,DeepSeek-V4-Pro,思考,2,情绪低落、抑郁或无望
8,0.7374384236453201,0.07027629266186639,5,PHQ-8,DAIC-WOZ全量189人,DeepSeek-V4-Pro,思考,2,情绪低落、抑郁或无望
11,0.541871921182266,0.030982147599433546,5,PHQ-8,DAIC-WOZ全量189人,DeepSeek-V4-Pro,思考,2,情绪低落、抑郁或无望
12,0.5492610837438423,0.03439247505291638,5,PHQ-8,DAIC-WOZ全量189人,DeepSeek-V4-Pro,思考,2,情绪低落、抑郁或无望
15,0.7950738916256158,0.038122875499384555,5,PHQ-8,DAIC-WOZ全量189人,DeepSeek-V4-Pro,思考,2,情绪低落、抑郁或无望
16,0.916256157635468,0.04210490095422464,5,PHQ-8,DAIC-WOZ全量189人,DeepSeek-V4-Pro,思考,2,情绪低落、抑郁或无望
3,0.5431034482758619,0.04146791475451471,5,PHQ-8,DAIC-WOZ全量189人,DeepSeek-V4-Pro,思考,3,睡眠问题
4,0.5706896551724138,0.021828274917344362,5,PHQ-8,DAIC-WOZ全量189人,DeepSeek-V4-Pro,思考,3,睡眠问题
7,0.6554187192118227,0.0644600621638077,5,PHQ-8,DAIC-WOZ全量189人,DeepSeek-V4-Pro,思考,3,睡眠问题
8,0.69064039408867,0.02896157943810574,5,PHQ-8,DAIC-WOZ全量189人,DeepSeek-V4-Pro,思考,3,睡眠问题
11,0.5576354679802955,0.05359393106467811,5,PHQ-8,DAIC-WOZ全量189人,DeepSeek-V4-Pro,思考,3,睡眠问题
12,0.6280788177339902,0.05177103199137443,5,PHQ-8,DAIC-WOZ全量189人,DeepSeek-V4-Pro,思考,3,睡眠问题
15,0.7044334975369457,0.05135335079968687,5,PHQ-8,DAIC-WOZ全量189人,DeepSeek-V4-Pro,思考,3,睡眠问题
16,0.6482758620689655,0.030430433914247303,5,PHQ-8,DAIC-WOZ全量189人,DeepSeek-V4-Pro,思考,3,睡眠问题
3,0.8167487684729065,0.06606244688032506,5,PHQ-8,DAIC-WOZ全量189人,DeepSeek-V4-Pro,思考,4,疲劳或精力不足
4,0.7527093596059113,0.04140092972642793,5,PHQ-8,DAIC-WOZ全量189人,DeepSeek-V4-Pro,思考,4,疲劳或精力不足
7,0.767487684729064,0.03244179918177021,5,PHQ-8,DAIC-WOZ全量189人,DeepSeek-V4-Pro,思考,4,疲劳或精力不足
8,0.9288177339901479,0.03681915893531941,5,PHQ-8,DAIC-WOZ全量189人,DeepSeek-V4-Pro,思考,4,疲劳或精力不足
11,0.787192118226601,0.06444358999611047,5,PHQ-8,DAIC-WOZ全量189人,DeepSeek-V4-Pro,思考,4,疲劳或精力不足
12,0.7448275862068965,0.05079269234039003,5,PHQ-8,DAIC-WOZ全量189人,DeepSeek-V4-Pro,思考,4,疲劳或精力不足
15,0.7746305418719212,0.038721687332338446,5,PHQ-8,DAIC-WOZ全量189人,DeepSeek-V4-Pro,思考,4,疲劳或精力不足
16,0.8371921182266009,0.05281571609411358,5,PHQ-8,DAIC-WOZ全量189人,DeepSeek-V4-Pro,思考,4,疲劳或精力不足
3,0.9014778325123153,0.04118348868008456,5,PHQ-8,DAIC-WOZ全量189人,DeepSeek-V4-Pro,思考,5,食欲问题
4,0.9152709359605911,0.03509830610943784,5,PHQ-8,DAIC-WOZ全量189人,DeepSeek-V4-Pro,思考,5,食欲问题
7,0.8795566502463054,0.022004049933979235,5,PHQ-8,DAIC-WOZ全量189人,DeepSeek-V4-Pro,思考,5,食欲问题
8,0.8802955665024632,0.030789162545813317,5,PHQ-8,DAIC-WOZ全量189人,DeepSeek-V4-Pro,思考,5,食欲问题
11,0.9221674876847292,0.041430226122774694,5,PHQ-8,DAIC-WOZ全量189人,DeepSeek-V4-Pro,思考,5,食欲问题
12,0.9224137931034482,0.026318399594174997,5,PHQ-8,DAIC-WOZ全量189人,DeepSeek-V4-Pro,思考,5,食欲问题
15,0.8938423645320197,0.030036135387366776,5,PHQ-8,DAIC-WOZ全量189人,DeepSeek-V4-Pro,思考,5,食欲问题
16,0.9012315270935959,0.023795576572913302,5,PHQ-8,DAIC-WOZ全量189人,DeepSeek-V4-Pro,思考,5,食欲问题
3,0.6832512315270935,0.04561540446081094,5,PHQ-8,DAIC-WOZ全量189人,DeepSeek-V4-Pro,思考,6,自我评价低或让家人失望
4,0.7603448275862068,0.04941110161982546,5,PHQ-8,DAIC-WOZ全量189人,DeepSeek-V4-Pro,思考,6,自我评价低或让家人失望
7,0.8086206896551724,0.07751149737922791,5,PHQ-8,DAIC-WOZ全量189人,DeepSeek-V4-Pro,思考,6,自我评价低或让家人失望
8,0.958128078817734,0.04951902909508462,5,PHQ-8,DAIC-WOZ全量189人,DeepSeek-V4-Pro,思考,6,自我评价低或让家人失望
11,0.6763546798029556,0.05792944269117668,5,PHQ-8,DAIC-WOZ全量189人,DeepSeek-V4-Pro,思考,6,自我评价低或让家人失望
12,0.7746305418719213,0.03647898834995207,5,PHQ-8,DAIC-WOZ全量189人,DeepSeek-V4-Pro,思考,6,自我评价低或让家人失望
15,1.0083743842364532,0.05165870832345497,5,PHQ-8,DAIC-WOZ全量189人,DeepSeek-V4-Pro,思考,6,自我评价低或让家人失望
16,1.0064039408866994,0.051895973072680956,5,PHQ-8,DAIC-WOZ全量189人,DeepSeek-V4-Pro,思考,6,自我评价低或让家人失望
3,0.6517241379310346,0.10760432302949373,5,PHQ-8,DAIC-WOZ全量189人,DeepSeek-V4-Pro,思考,7,注意力困难
4,0.5965517241379311,0.09125324912432209,5,PHQ-8,DAIC-WOZ全量189人,DeepSeek-V4-Pro,思考,7,注意力困难
7,0.6591133004926109,0.08739799939770448,5,PHQ-8,DAIC-WOZ全量189人,DeepSeek-V4-Pro,思考,7,注意力困难
8,0.6876847290640394,0.07530926634755052,5,PHQ-8,DAIC-WOZ全量189人,DeepSeek-V4-Pro,思考,7,注意力困难
11,0.6379310344827587,0.10699979123948335,5,PHQ-8,DAIC-WOZ全量189人,DeepSeek-V4-Pro,思考,7,注意力困难
12,0.6172413793103448,0.09866937893486448,5,PHQ-8,DAIC-WOZ全量189人,DeepSeek-V4-Pro,思考,7,注意力困难
15,0.7576354679802956,0.09565359015032403,5,PHQ-8,DAIC-WOZ全量189人,DeepSeek-V4-Pro,思考,7,注意力困难
16,0.6886699507389162,0.07947253403654261,5,PHQ-8,DAIC-WOZ全量189人,DeepSeek-V4-Pro,思考,7,注意力困难
