condition_id,inner_mean_mae,inner_se,inner_valid_fold_n,scale,cohort,model,thinking_mode,item_id,item_name,repeat,fold,outer_train_subject_n,outer_validation_subject_n 
16,0.76,0.07195918982312127,5,HAMD-17,PDCH标签99人,GLM-5.2,思考,9,激越,1,3,79,20
3,0.6183333333333334,0.07175382297209752,5,HAMD-17,PDCH标签99人,GLM-5.2,思考,10,精神性焦虑,1,3,79,20
4,0.5683333333333334,0.07943594554384334,5,HAMD-17,PDCH标签99人,GLM-5.2,思考,10,精神性焦虑,1,3,79,20
7,0.6183333333333334,0.06897815676800237,5,HAMD-17,PDCH标签99人,GLM-5.2,思考,10,精神性焦虑,1,3,79,20
8,0.6558333333333334,0.07930470421804188,5,HAMD-17,PDCH标签99人,GLM-5.2,思考,10,精神性焦虑,1,3,79,20
11,0.6308333333333334,0.06461155297450896,5,HAMD-17,PDCH标签99人,GLM-5.2,思考,10,精神性焦虑,1,3,79,20
12,0.5683333333333334,0.08420997235746157,5,HAMD-17,PDCH标签99人,GLM-5.2,思考,10,精神性焦虑,1,3,79,20
15,0.5191666666666667,0.04149129761501534,5,HAMD-17,PDCH标签99人,GLM-5.2,思考,10,精神性焦虑,1,3,79,20
16,0.5183333333333333,0.048117333444173495,5,HAMD-17,PDCH标签99人,GLM-5.2,思考,10,精神性焦虑,1,3,79,20
3,0.5041666666666667,0.07665987288739208,5,HAMD-17,PDCH标签99人,GLM-5.2,思考,11,躯体性焦虑,1,3,79,20
4,0.45666666666666667,0.06231361096190069,5,HAMD-17,PDCH标签99人,GLM-5.2,思考,11,躯体性焦虑,1,3,79,20
7,0.5075000000000001,0.04736823830374104,5,HAMD-17,PDCH标签99人,GLM-5.2,思考,11,躯体性焦虑,1,3,79,20
8,0.5566666666666666,0.07149932012108771,5,HAMD-17,PDCH标签99人,GLM-5.2,思考,11,躯体性焦虑,1,3,79,20
11,0.545,0.08145167278822454,5,HAMD-17,PDCH标签99人,GLM-5.2,思考,11,躯体性焦虑,1,3,79,20
12,0.5066666666666666,0.05966631750363385,5,HAMD-17,PDCH标签99人,GLM-5.2,思考,11,躯体性焦虑,1,3,79,20
15,0.4791666666666667,0.07597742720337695,5,HAMD-17,PDCH标签99人,GLM-5.2,思考,11,躯体性焦虑,1,3,79,20
16,0.505,0.07464499313416807,5,HAMD-17,PDCH标签99人,GLM-5.2,思考,11,躯体性焦虑,1,3,79,20
3,0.13833333333333334,0.036021791244251644,5,HAMD-17,PDCH标签99人,GLM-5.2,思考,12,胃肠道症状,1,3,79,20
4,0.22749999999999998,0.06986594306241059,5,HAMD-17,PDCH标签99人,GLM-5.2,思考,12,胃肠道症状,1,3,79,20
7,0.3025,0.0714142842854285,5,HAMD-17,PDCH标签99人,GLM-5.2,思考,12,胃肠道症状,1,3,79,20
8,0.24,0.060130067354028476,5,HAMD-17,PDCH标签99人,GLM-5.2,思考,12,胃肠道症状,1,3,79,20
11,0.15083333333333332,0.06406919003008474,5,HAMD-17,PDCH标签99人,GLM-5.2,思考,12,胃肠道症状,1,3,79,20
12,0.17666666666666667,0.05340164895498182,5,HAMD-17,PDCH标签99人,GLM-5.2,思考,12,胃肠道症状,1,3,79,20
15,0.23833333333333334,0.05999710641170771,5,HAMD-17,PDCH标签99人,GLM-5.2,思考,12,胃肠道症状,1,3,79,20
16,0.2533333333333333,0.06563525052219356,5,HAMD-17,PDCH标签99人,GLM-5.2,思考,12,胃肠道症状,1,3,79,20
3,0.33916666666666667,0.08185776960340688,5,HAMD-17,PDCH标签99人,GLM-5.2,思考,13,全身症状,1,3,79,20
4,0.3775,0.09357483636106449,5,HAMD-17,PDCH标签99人,GLM-5.2,思考,13,全身症状,1,3,79,20
7,0.40166666666666667,0.09274554496638159,5,HAMD-17,PDCH标签99人,GLM-5.2,思考,13,全身症状,1,3,79,20
8,0.4033333333333333,0.09054618220063787,5,HAMD-17,PDCH标签99人,GLM-5.2,思考,13,全身症状,1,3,79,20
11,0.33916666666666667,0.09713428562791021,5,HAMD-17,PDCH标签99人,GLM-5.2,思考,13,全身症状,1,3,79,20
12,0.3516666666666667,0.09907208374601685,5,HAMD-17,PDCH标签99人,GLM-5.2,思考,13,全身症状,1,3,79,20
15,0.2758333333333333,0.07493515715455448,5,HAMD-17,PDCH标签99人,GLM-5.2,思考,13,全身症状,1,3,79,20
16,0.30083333333333334,0.1048593634880124,5,HAMD-17,PDCH标签99人,GLM-5.2,思考,13,全身症状,1,3,79,20
3,0.32666666666666666,0.03576328208762462,5,HAMD-17,PDCH标签99人,GLM-5.2,思考,14,性症状,1,3,79,20
4,0.2801437451437451,0.027604102496407348,5,HAMD-17,PDCH标签99人,GLM-5.2,思考,14,性症状,1,3,79,20
7,0.41474747474747475,0.062212382798048145,5,HAMD-17,PDCH标签99人,GLM-5.2,思考,14,性症状,1,3,79,20
8,0.4270202020202021,0.08513921751187782,5,HAMD-17,PDCH标签99人,GLM-5.2,思考,14,性症状,1,3,79,20
11,0.2594871794871795,0.04405035669605082,5,HAMD-17,PDCH标签99人,GLM-5.2,思考,14,性症状,1,3,79,20
12,0.26736596736596735,0.0433433453614809,5,HAMD-17,PDCH标签99人,GLM-5.2,思考,14,性症状,1,3,79,20
15,0.3390909090909091,0.030470747989045793,5,HAMD-17,PDCH标签99人,GLM-5.2,思考,14,性症状,1,3,79,20
16,0.36835664335664337,0.07775476174004088,5,HAMD-17,PDCH标签99人,GLM-5.2,思考,14,性症状,1,3,79,20
3,0.4133333333333334,0.10866455775049706,5,HAMD-17,PDCH标签99人,GLM-5.2,思考,15,疑病,1,3,79,20
4,0.3383333333333333,0.0912338265727746,5,HAMD-17,PDCH标签99人,GLM-5.2,思考,15,疑病,1,3,79,20
7,0.48,0.10082472415037891,5,HAMD-17,PDCH标签99人,GLM-5.2,思考,15,疑病,1,3,79,20
8,0.42833333333333334,0.11470372463195973,5,HAMD-17,PDCH标签99人,GLM-5.2,思考,15,疑病,1,3,79,20
11,0.41500000000000004,0.07879958756237243,5,HAMD-17,PDCH标签99人,GLM-5.2,思考,15,疑病,1,3,79,20
12,0.42666666666666664,0.09006749012700298,5,HAMD-17,PDCH标签99人,GLM-5.2,思考,15,疑病,1,3,79,20
15,0.4166666666666667,0.06878155841341324,5,HAMD-17,PDCH标签99人,GLM-5.2,思考,15,疑病,1,3,79,20
16,0.4041666666666667,0.05295110427974514,5,HAMD-17,PDCH标签99人,GLM-5.2,思考,15,疑病,1,3,79,20
3,0.24083333333333332,0.054060793967943575,5,HAMD-17,PDCH标签99人,GLM-5.2,思考,16,体重减轻,1,3,79,20
4,0.1775,0.06390911515582108,5,HAMD-17,PDCH标签99人,GLM-5.2,思考,16,体重减轻,1,3,79,20
7,0.24083333333333332,0.09371202934759466,5,HAMD-17,PDCH标签99人,GLM-5.2,思考,16,体重减轻,1,3,79,20
8,0.3158333333333333,0.08091705286553906,5,HAMD-17,PDCH标签99人,GLM-5.2,思考,16,体重减轻,1,3,79,20
11,0.24166666666666664,0.06802011548881044,5,HAMD-17,PDCH标签99人,GLM-5.2,思考,16,体重减轻,1,3,79,20
12,0.24166666666666664,0.06802011548881044,5,HAMD-17,PDCH标签99人,GLM-5.2,思考,16,体重减轻,1,3,79,20
15,0.2925,0.1012114123999858,5,HAMD-17,PDCH标签99人,GLM-5.2,思考,16,体重减轻,1,3,79,20
16,0.215,0.08276472678623424,5,HAMD-17,PDCH标签99人,GLM-5.2,思考,16,体重减轻,1,3,79,20
3,0.32999999999999996,0.05514186250028194,5,HAMD-17,PDCH标签99人,GLM-5.2,思考,17,自知力,1,3,79,20
4,0.33999999999999997,0.10295630140987,5,HAMD-17,PDCH标签99人,GLM-5.2,思考,17,自知力,1,3,79,20
7,0.3158333333333333,0.06483686794135296,5,HAMD-17,PDCH标签99人,GLM-5.2,思考,17,自知力,1,3,79,20
8,0.30416666666666664,0.04197800349918726,5,HAMD-17,PDCH标签99人,GLM-5.2,思考,17,自知力,1,3,79,20
11,0.315,0.050836748519156885,5,HAMD-17,PDCH标签99人,GLM-5.2,思考,17,自知力,1,3,79,20
12,0.3416666666666667,0.07528879583163604,5,HAMD-17,PDCH标签99人,GLM-5.2,思考,17,自知力,1,3,79,20
15,0.38083333333333336,0.03158432276374538,5,HAMD-17,PDCH标签99人,GLM-5.2,思考,17,自知力,1,3,79,20
16,0.43166666666666664,0.04902876140026836,5,HAMD-17,PDCH标签99人,GLM-5.2,思考,17,自知力,1,3,79,20
3,0.5691666666666666,0.0422993630107016,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,1,抑郁情绪,1,3,79,20
4,0.6958333333333333,0.06990817389817715,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,1,抑郁情绪,1,3,79,20
7,0.6583333333333333,0.014129854131510975,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,1,抑郁情绪,1,3,79,20
8,0.6966666666666667,0.06316864552749075,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,1,抑郁情绪,1,3,79,20
11,0.6441666666666667,0.06040373424806707,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,1,抑郁情绪,1,3,79,20
12,0.7608333333333334,0.08188957673463564,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,1,抑郁情绪,1,3,79,20
15,0.6691666666666667,0.09127377924561784,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,1,抑郁情绪,1,3,79,20
16,0.7983333333333333,0.053206228749816294,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,1,抑郁情绪,1,3,79,20
3,0.5691666666666666,0.09181427509440518,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,2,有罪感,1,3,79,20
4,0.5825,0.060673305497557985,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,2,有罪感,1,3,79,20
7,0.5558333333333334,0.13057431898263064,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,2,有罪感,1,3,79,20
8,0.62,0.08629527797046603,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,2,有罪感,1,3,79,20
11,0.5566666666666666,0.08634756961129697,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,2,有罪感,1,3,79,20
12,0.5716666666666667,0.07038337477305591,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,2,有罪感,1,3,79,20
15,0.5700000000000001,0.059765165439409594,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,2,有罪感,1,3,79,20
16,0.6591666666666667,0.09323841900084844,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,2,有罪感,1,3,79,20
3,0.5549999999999999,0.05709093623334618,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,3,自杀,1,3,79,20
4,0.78,0.12516239451208977,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,3,自杀,1,3,79,20
7,0.9475,0.07870038119348596,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,3,自杀,1,3,79,20
8,0.8341666666666667,0.08385668992062853,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,3,自杀,1,3,79,20
11,0.6058333333333333,0.08721779889703961,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,3,自杀,1,3,79,20
12,0.5558333333333334,0.07818025823555316,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,3,自杀,1,3,79,20
15,0.7691666666666667,0.0867687699834707,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,3,自杀,1,3,79,20
16,0.7933333333333333,0.10472019597214495,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,3,自杀,1,3,79,20
3,0.39416666666666667,0.041803940537280024,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,4,入睡困难,1,3,79,20
4,0.44333333333333336,0.1028635152898139,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,4,入睡困难,1,3,79,20
7,0.595,0.08268917704270613,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,4,入睡困难,1,3,79,20
8,0.5433333333333333,0.07890967058042449,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,4,入睡困难,1,3,79,20
11,0.43166666666666664,0.06890260840087584,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,4,入睡困难,1,3,79,20
12,0.43083333333333335,0.07283447748910614,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,4,入睡困难,1,3,79,20
15,0.4958333333333333,0.07916666666666666,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,4,入睡困难,1,3,79,20
16,0.48166666666666663,0.07636034820361794,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,4,入睡困难,1,3,79,20
3,0.6458333333333333,0.06073908223797188,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,5,睡眠不深,1,3,79,20
4,0.6333333333333333,0.0352323635943495,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,5,睡眠不深,1,3,79,20
7,0.6825,0.08492643875731515,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,5,睡眠不深,1,3,79,20
8,0.6174999999999999,0.05570569988789298,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,5,睡眠不深,1,3,79,20
11,0.5575,0.07305819598101228,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,5,睡眠不深,1,3,79,20
12,0.5458333333333333,0.05120085719768545,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,5,睡眠不深,1,3,79,20
15,0.6208333333333333,0.038074306005202216,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,5,睡眠不深,1,3,79,20
16,0.5425,0.054572199882357675,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,5,睡眠不深,1,3,79,20
3,0.44333333333333336,0.07676850120835874,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,6,早醒,1,3,79,20
4,0.39333333333333337,0.07358149299321882,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,6,早醒,1,3,79,20
7,0.4716666666666667,0.08717598739204377,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,6,早醒,1,3,79,20
8,0.41916666666666663,0.06690841584667143,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,6,早醒,1,3,79,20
11,0.36833333333333335,0.06569077391672119,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,6,早醒,1,3,79,20
12,0.43083333333333335,0.06428830462153369,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,6,早醒,1,3,79,20
15,0.41,0.11063735806679406,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,6,早醒,1,3,79,20
16,0.40750000000000003,0.06645016930001005,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,6,早醒,1,3,79,20
3,0.6075,0.09139543205215454,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,7,工作和活动,1,3,79,20
4,0.6075,0.10894379284750463,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,7,工作和活动,1,3,79,20
7,0.6491666666666667,0.1069738415584753,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,7,工作和活动,1,3,79,20
8,0.7883333333333333,0.0762784555282668,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,7,工作和活动,1,3,79,20
11,0.5958333333333333,0.07174656399051069,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,7,工作和活动,1,3,79,20
12,0.67,0.04753288335457886,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,7,工作和活动,1,3,79,20
15,0.6466666666666667,0.0972307535939347,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,7,工作和活动,1,3,79,20
16,0.7358333333333333,0.11543697173975262,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,7,工作和活动,1,3,79,20
3,0.4791666666666667,0.08333333333333333,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,8,迟滞,1,3,79,20
4,0.5808333333333333,0.08491826135237997,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,8,迟滞,1,3,79,20
7,0.7683333333333333,0.08628723028995143,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,8,迟滞,1,3,79,20
8,0.7758333333333333,0.07883042630298982,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,8,迟滞,1,3,79,20
11,0.5183333333333333,0.04387086479404957,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,8,迟滞,1,3,79,20
12,0.49416666666666664,0.042483656988436286,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,8,迟滞,1,3,79,20
15,0.7575000000000001,0.04978076937934969,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,8,迟滞,1,3,79,20
16,0.7941666666666667,0.08445700747191504,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,8,迟滞,1,3,79,20
3,0.495,0.04946589734352344,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,9,激越,1,3,79,20
4,0.5583333333333333,0.04991311896129558,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,9,激越,1,3,79,20
7,0.6458333333333333,0.12412890924805192,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,9,激越,1,3,79,20
8,0.645,0.07348469228349533,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,9,激越,1,3,79,20
11,0.5325,0.0348209706929603,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,9,激越,1,3,79,20
12,0.5708333333333333,0.047780603921582135,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,9,激越,1,3,79,20
15,0.6849999999999999,0.0673609679265374,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,9,激越,1,3,79,20
16,0.6991666666666667,0.0841976015757641,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,9,激越,1,3,79,20
3,0.6691666666666667,0.0456169132863873,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,10,精神性焦虑,1,3,79,20
4,0.7433333333333334,0.08442616761275959,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,10,精神性焦虑,1,3,79,20
7,0.6691666666666667,0.05349909137338482,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,10,精神性焦虑,1,3,79,20
8,0.6291666666666667,0.09758365357191974,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,10,精神性焦虑,1,3,79,20
11,0.7333333333333333,0.05488308280133121,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,10,精神性焦虑,1,3,79,20
12,0.6933333333333334,0.09523909969708402,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,10,精神性焦虑,1,3,79,20
15,0.6541666666666667,0.11326897682556822,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,10,精神性焦虑,1,3,79,20
16,0.7316666666666667,0.05860946548506003,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,10,精神性焦虑,1,3,79,20
3,0.6116666666666667,0.10280273720955964,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,11,躯体性焦虑,1,3,79,20
4,0.6233333333333333,0.09158708666861527,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,11,躯体性焦虑,1,3,79,20
7,0.6741666666666667,0.09083333333333332,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,11,躯体性焦虑,1,3,79,20
8,0.635,0.08114416183558741,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,11,躯体性焦虑,1,3,79,20
11,0.6108333333333333,0.11153599319402585,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,11,躯体性焦虑,1,3,79,20
12,0.6991666666666667,0.09911413174270918,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,11,躯体性焦虑,1,3,79,20
15,0.5575,0.054715171570598214,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,11,躯体性焦虑,1,3,79,20
16,0.5691666666666666,0.06725779591327023,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,11,躯体性焦虑,1,3,79,20
3,0.12583333333333332,0.04814979519974906,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,12,胃肠道症状,1,3,79,20
4,0.16416666666666666,0.0699528611121645,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,12,胃肠道症状,1,3,79,20
7,0.20249999999999999,0.06952966992586689,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,12,胃肠道症状,1,3,79,20
8,0.21583333333333332,0.08098139361057644,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,12,胃肠道症状,1,3,79,20
11,0.16416666666666666,0.054224328283324796,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,12,胃肠道症状,1,3,79,20
12,0.18916666666666665,0.06210430294628903,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,12,胃肠道症状,1,3,79,20
15,0.12583333333333332,0.027493686143872702,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,12,胃肠道症状,1,3,79,20
16,0.16416666666666666,0.054224328283324796,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,12,胃肠道症状,1,3,79,20
3,0.34249999999999997,0.03905124837953327,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,13,全身症状,1,3,79,20
4,0.44416666666666665,0.09195598282753427,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,13,全身症状,1,3,79,20
7,0.43083333333333335,0.12434271635729657,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,13,全身症状,1,3,79,20
8,0.4425,0.07822243923581008,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,13,全身症状,1,3,79,20
11,0.36916666666666664,0.06756683933541495,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,13,全身症状,1,3,79,20
12,0.42000000000000004,0.11212437290794539,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,13,全身症状,1,3,79,20
15,0.45583333333333337,0.08002386796727864,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,13,全身症状,1,3,79,20
16,0.48166666666666663,0.09254878593357006,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,13,全身症状,1,3,79,20
3,0.3106060606060606,0.08597733914612793,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,14,性症状,1,3,79,20
4,0.2735353535353535,0.10788777248554472,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,14,性症状,1,3,79,20
7,0.4454545454545455,0.13793601043674783,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,14,性症状,1,3,79,20
8,0.47261904761904755,0.0800279854678967,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,14,性症状,1,3,79,20
11,0.28383838383838383,0.08363733957367454,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,14,性症状,1,3,79,20
12,0.44666666666666666,0.05511154062452965,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,14,性症状,1,3,79,20
15,0.3164502164502164,0.06332287983372567,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,14,性症状,1,3,79,20
16,0.38989510489510487,0.100888825873199,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,14,性症状,1,3,79,20
3,0.5041666666666667,0.059438927573696274,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,15,疑病,1,3,79,20
4,0.5291666666666667,0.05416666666666667,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,15,疑病,1,3,79,20
7,0.5425,0.054572199882357675,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,15,疑病,1,3,79,20
8,0.53,0.05485777064372922,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,15,疑病,1,3,79,20
11,0.42833333333333334,0.051088838746290215,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,15,疑病,1,3,79,20
12,0.5041666666666667,0.07665987288739208,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,15,疑病,1,3,79,20
15,0.4666666666666667,0.04778060392158214,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,15,疑病,1,3,79,20
16,0.5316666666666666,0.050390833602066074,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,15,疑病,1,3,79,20
3,0.20249999999999999,0.03046514401738485,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,16,体重减轻,1,3,79,20
4,0.2791666666666667,0.05877806658194118,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,16,体重减轻,1,3,79,20
7,0.33083333333333337,0.05349909137338482,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,16,体重减轻,1,3,79,20
8,0.2783333333333333,0.04202760336308084,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,16,体重减轻,1,3,79,20
11,0.16416666666666666,0.05771397385189984,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,16,体重减轻,1,3,79,20
12,0.20166666666666666,0.045273091100318935,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,16,体重减轻,1,3,79,20
15,0.1925,0.066332495807108,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,16,体重减轻,1,3,79,20
16,0.2925,0.040620192023179805,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,16,体重减轻,1,3,79,20
3,0.24166666666666664,0.04778060392158214,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,17,自知力,1,3,79,20
4,0.24083333333333332,0.057560354797763745,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,17,自知力,1,3,79,20
7,0.26749999999999996,0.045,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,17,自知力,1,3,79,20
8,0.34249999999999997,0.05193144519460247,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,17,自知力,1,3,79,20
11,0.22916666666666666,0.05270462766947299,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,17,自知力,1,3,79,20
12,0.21666666666666665,0.04039733214513607,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,17,自知力,1,3,79,20
15,0.37916666666666665,0.0982485510212633,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,17,自知力,1,3,79,20
16,0.30416666666666664,0.05416666666666666,5,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,17,自知力,1,3,79,20
3,0.7158333333333333,0.16136031971267834,5,HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,1,抑郁情绪,1,3,79,20
4,0.7691666666666667,0.1269746803281837,5,HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,1,抑郁情绪,1,3,79,20
7,0.7591666666666667,0.09371202934759468,5,HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,1,抑郁情绪,1,3,79,20
8,0.6941666666666666,0.06408544643243459,5,HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,1,抑郁情绪,1,3,79,20
11,0.6541666666666667,0.13086915645449507,5,HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,1,抑郁情绪,1,3,79,20
12,0.655,0.10987208471672866,5,HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,1,抑郁情绪,1,3,79,20
15,0.77,0.05457219988235768,5,HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,1,抑郁情绪,1,3,79,20
16,0.8724999999999999,0.03544361719689455,5,HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,1,抑郁情绪,1,3,79,20
3,0.46749999999999997,0.04465142774872938,5,HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,2,有罪感,1,3,79,20
4,0.4658333333333333,0.058369036692791525,5,HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,2,有罪感,1,3,79,20
7,0.5333333333333333,0.06508541396588878,5,HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,2,有罪感,1,3,79,20
