scale,cohort,model,thinking_mode,item_id,item_name,method,comparison,condition_id,condition_full_name,baseline_condition_id,baseline_condition_full_name,n_common,rho_condition,rho_baseline,delta_rho,delta_ci_low,delta_ci_high,paired_p_value,estimability,fdr_family,q_value_fdr,significant_fdr_05 
PHQ-8,DAIC-WOZ全量189人,GLM-5.2,思考,4,疲劳或精力不足,Spearman,相对C03,12,12_事件序列_不规整_评分_清洗,3,03_全文_不规整_评分_不清洗,182,0.498980847548198,0.5336257799268809,-0.03464493237868288,-0.10048312981078733,0.02680602644374116,0.28487151284871515,正式,PHQ-8|DAIC-WOZ全量189人|GLM-5.2|思考|Spearman,0.3988201179882012,False
PHQ-8,DAIC-WOZ全量189人,GLM-5.2,思考,4,疲劳或精力不足,Spearman,相对C03,15,15_事件序列_规整_评分_不清洗,3,03_全文_不规整_评分_不清洗,183,0.449110149693119,0.5079509050120246,-0.058840755318905535,-0.14539775616922332,0.025803204389735754,0.1785821417858214,正式,PHQ-8|DAIC-WOZ全量189人|GLM-5.2|思考|Spearman,0.27134583838913406,False
PHQ-8,DAIC-WOZ全量189人,GLM-5.2,思考,4,疲劳或精力不足,Spearman,相对C03,16,16_事件序列_规整_评分_清洗,3,03_全文_不规整_评分_不清洗,185,0.3766020149280412,0.5119442986248296,-0.1353422836967884,-0.22632348245588924,-0.051482344083388754,0.0020997900209979003,正式,PHQ-8|DAIC-WOZ全量189人|GLM-5.2|思考|Spearman,0.014698530146985302,True
PHQ-8,DAIC-WOZ全量189人,GLM-5.2,思考,5,食欲问题,Spearman,相对C03,4,04_全文_不规整_评分_清洗,3,03_全文_不规整_评分_不清洗,182,0.1710464238537292,0.24477614029603442,-0.07372971644230522,-0.16723104872777464,-0.002887522244901713,0.06999300069993,正式,PHQ-8|DAIC-WOZ全量189人|GLM-5.2|思考|Spearman,0.140985901409859,False
PHQ-8,DAIC-WOZ全量189人,GLM-5.2,思考,5,食欲问题,Spearman,相对C03,7,07_全文_规整_评分_不清洗,3,03_全文_不规整_评分_不清洗,185,0.20741773432381538,0.24003902476320776,-0.03262129043939238,-0.09381761429388445,0.022868834954659165,0.2736726327367263,正式,PHQ-8|DAIC-WOZ全量189人|GLM-5.2|思考|Spearman,0.392965831621966,False
PHQ-8,DAIC-WOZ全量189人,GLM-5.2,思考,5,食欲问题,Spearman,相对C03,8,08_全文_规整_评分_清洗,3,03_全文_不规整_评分_不清洗,182,0.1098264850997519,0.2227054791895855,-0.1128789940898336,-0.22000468020778913,-0.0233646287366508,0.0225977402259774,正式,PHQ-8|DAIC-WOZ全量189人|GLM-5.2|思考|Spearman,0.0703040807030408,False
PHQ-8,DAIC-WOZ全量189人,GLM-5.2,思考,5,食欲问题,Spearman,相对C03,11,11_事件序列_不规整_评分_不清洗,3,03_全文_不规整_评分_不清洗,180,0.1268239374173021,0.213189626172023,-0.08636568875472089,-0.177892364330022,-0.01696965652658022,0.0486951304869513,正式,PHQ-8|DAIC-WOZ全量189人|GLM-5.2|思考|Spearman,0.11856205683779449,False
PHQ-8,DAIC-WOZ全量189人,GLM-5.2,思考,5,食欲问题,Spearman,相对C03,12,12_事件序列_不规整_评分_清洗,3,03_全文_不规整_评分_不清洗,182,0.09334153229675406,0.2063979365439791,-0.11305640424722503,-0.23533051921438639,-0.0037984201109016024,0.06969303069693031,正式,PHQ-8|DAIC-WOZ全量189人|GLM-5.2|思考|Spearman,0.140985901409859,False
PHQ-8,DAIC-WOZ全量189人,GLM-5.2,思考,5,食欲问题,Spearman,相对C03,15,15_事件序列_规整_评分_不清洗,3,03_全文_不规整_评分_不清洗,183,0.08712713575031539,0.24002957827103666,-0.15290244252072127,-0.2681146019433416,-0.04209306270592095,0.016798320167983202,正式,PHQ-8|DAIC-WOZ全量189人|GLM-5.2|思考|Spearman,0.05879412058794121,False
PHQ-8,DAIC-WOZ全量189人,GLM-5.2,思考,5,食欲问题,Spearman,相对C03,16,16_事件序列_规整_评分_清洗,3,03_全文_不规整_评分_不清洗,185,0.08652484375217243,0.2385136505278926,-0.1519888067757202,-0.2705412612978115,-0.0455065541468564,0.0108989101089891,正式,PHQ-8|DAIC-WOZ全量189人|GLM-5.2|思考|Spearman,0.043595640435956394,True
PHQ-8,DAIC-WOZ全量189人,GLM-5.2,思考,6,自我评价低或让家人失望,Spearman,相对C03,4,04_全文_不规整_评分_清洗,3,03_全文_不规整_评分_不清洗,182,0.3337008748633426,0.5459234164763918,-0.21222254161304915,-0.3329738235761954,-0.09536693422316027,0.00029997000299970003,正式,PHQ-8|DAIC-WOZ全量189人|GLM-5.2|思考|Spearman,0.005599440055994401,True
PHQ-8,DAIC-WOZ全量189人,GLM-5.2,思考,6,自我评价低或让家人失望,Spearman,相对C03,7,07_全文_规整_评分_不清洗,3,03_全文_不规整_评分_不清洗,185,0.5699685177179807,0.5523469170127874,0.017621600705193363,-0.05833163391158041,0.09394111048238452,0.6442355764423557,正式,PHQ-8|DAIC-WOZ全量189人|GLM-5.2|思考|Spearman,0.7215438456154385,False
PHQ-8,DAIC-WOZ全量189人,GLM-5.2,思考,6,自我评价低或让家人失望,Spearman,相对C03,8,08_全文_规整_评分_清洗,3,03_全文_不规整_评分_不清洗,182,0.2994635081360264,0.5567463630784113,-0.2572828549423849,-0.380507347617981,-0.13223379854614192,0.00019998000199980003,正式,PHQ-8|DAIC-WOZ全量189人|GLM-5.2|思考|Spearman,0.005599440055994401,True
PHQ-8,DAIC-WOZ全量189人,GLM-5.2,思考,6,自我评价低或让家人失望,Spearman,相对C03,11,11_事件序列_不规整_评分_不清洗,3,03_全文_不规整_评分_不清洗,180,0.57958179548892,0.548028791470893,0.031553004018026964,-0.04511689958783255,0.10628963362123509,0.4056594340565943,正式,PHQ-8|DAIC-WOZ全量189人|GLM-5.2|思考|Spearman,0.5048206290482062,False
PHQ-8,DAIC-WOZ全量189人,GLM-5.2,思考,6,自我评价低或让家人失望,Spearman,相对C03,12,12_事件序列_不规整_评分_清洗,3,03_全文_不规整_评分_不清洗,182,0.3853462415471081,0.5637105837128831,-0.17836434216577496,-0.2856777083267279,-0.07509320375238171,0.0007999200079992001,正式,PHQ-8|DAIC-WOZ全量189人|GLM-5.2|思考|Spearman,0.008959104089591042,True
PHQ-8,DAIC-WOZ全量189人,GLM-5.2,思考,6,自我评价低或让家人失望,Spearman,相对C03,15,15_事件序列_规整_评分_不清洗,3,03_全文_不规整_评分_不清洗,183,0.3699950378550614,0.5499395130773106,-0.1799444752222492,-0.2985369307222758,-0.06300891579483718,0.0028997100289971,正式,PHQ-8|DAIC-WOZ全量189人|GLM-5.2|思考|Spearman,0.01623837616238376,True
PHQ-8,DAIC-WOZ全量189人,GLM-5.2,思考,6,自我评价低或让家人失望,Spearman,相对C03,16,16_事件序列_规整_评分_清洗,3,03_全文_不规整_评分_不清洗,185,0.23487303383696523,0.5654385680624062,-0.330565534225441,-0.4598530912051516,-0.2102785610463506,9.999000099990002e-05,正式,PHQ-8|DAIC-WOZ全量189人|GLM-5.2|思考|Spearman,0.005599440055994401,True
PHQ-8,DAIC-WOZ全量189人,GLM-5.2,思考,7,注意力困难,Spearman,相对C03,4,04_全文_不规整_评分_清洗,3,03_全文_不规整_评分_不清洗,182,0.36058317561659414,0.38715486708853036,-0.02657169147193622,-0.11635599450184952,0.05031219269244807,0.5418458154184581,正式,PHQ-8|DAIC-WOZ全量189人|GLM-5.2|思考|Spearman,0.6321534513215344,False
PHQ-8,DAIC-WOZ全量189人,GLM-5.2,思考,7,注意力困难,Spearman,相对C03,7,07_全文_规整_评分_不清洗,3,03_全文_不规整_评分_不清洗,185,0.25905428373054573,0.37919206060959404,-0.12013777687904831,-0.23850689400111477,-0.009902913012012472,0.041195880411958805,正式,PHQ-8|DAIC-WOZ全量189人|GLM-5.2|思考|Spearman,0.1048622410486224,False
PHQ-8,DAIC-WOZ全量189人,GLM-5.2,思考,7,注意力困难,Spearman,相对C03,8,08_全文_规整_评分_清洗,3,03_全文_不规整_评分_不清洗,182,0.20570553731308164,0.3641677215334158,-0.15846218422033417,-0.27772593638611864,-0.0483891883727123,0.008599140085991401,正式,PHQ-8|DAIC-WOZ全量189人|GLM-5.2|思考|Spearman,0.04012932040129321,True
PHQ-8,DAIC-WOZ全量189人,GLM-5.2,思考,7,注意力困难,Spearman,相对C03,11,11_事件序列_不规整_评分_不清洗,3,03_全文_不规整_评分_不清洗,180,0.3531157112897767,0.39008687988645235,-0.03697116859667565,-0.10281618331247243,0.02170129524051169,0.2522747725227477,正式,PHQ-8|DAIC-WOZ全量189人|GLM-5.2|思考|Spearman,0.37177334898089137,False
PHQ-8,DAIC-WOZ全量189人,GLM-5.2,思考,7,注意力困难,Spearman,相对C03,12,12_事件序列_不规整_评分_清洗,3,03_全文_不规整_评分_不清洗,182,0.3162973356549148,0.3552729904309118,-0.038975654775997015,-0.12933458253445854,0.04230903571612873,0.37736226377362264,正式,PHQ-8|DAIC-WOZ全量189人|GLM-5.2|思考|Spearman,0.4914485295656481,False
PHQ-8,DAIC-WOZ全量189人,GLM-5.2,思考,7,注意力困难,Spearman,相对C03,15,15_事件序列_规整_评分_不清洗,3,03_全文_不规整_评分_不清洗,183,0.33127418217781845,0.35933021247175334,-0.028056030293934886,-0.1726504556679142,0.11870250396904304,0.7136286371362863,正式,PHQ-8|DAIC-WOZ全量189人|GLM-5.2|思考|Spearman,0.7685231476852313,False
PHQ-8,DAIC-WOZ全量189人,GLM-5.2,思考,7,注意力困难,Spearman,相对C03,16,16_事件序列_规整_评分_清洗,3,03_全文_不规整_评分_不清洗,185,0.25977835397400567,0.36769071593957275,-0.10791236196556708,-0.22120812449086694,0.004266227833390721,0.0704929507049295,正式,PHQ-8|DAIC-WOZ全量189人|GLM-5.2|思考|Spearman,0.140985901409859,False
PHQ-8,DAIC-WOZ全量189人,GLM-5.2,思考,8,动作或语速改变,Spearman,相对C03,4,04_全文_不规整_评分_清洗,3,03_全文_不规整_评分_不清洗,182,0.21619673179110865,0.3012709594105699,-0.08507422761946126,-0.19551455688797623,0.018494568005323928,0.11998800119988001,正式,PHQ-8|DAIC-WOZ全量189人|GLM-5.2|思考|Spearman,0.19762729609392005,False
PHQ-8,DAIC-WOZ全量189人,GLM-5.2,思考,8,动作或语速改变,Spearman,相对C03,7,07_全文_规整_评分_不清洗,3,03_全文_不规整_评分_不清洗,185,0.20769952648830953,0.3170828116292747,-0.10938328514096518,-0.23621511038361037,0.009476111012538231,0.0927907209279072,正式,PHQ-8|DAIC-WOZ全量189人|GLM-5.2|思考|Spearman,0.1676219474826711,False
PHQ-8,DAIC-WOZ全量189人,GLM-5.2,思考,8,动作或语速改变,Spearman,相对C03,8,08_全文_规整_评分_清洗,3,03_全文_不规整_评分_不清洗,182,0.12521984746972395,0.3317153487898174,-0.20649550132009345,-0.3434156167844437,-0.07732859733456898,0.0023997600239976003,正式,PHQ-8|DAIC-WOZ全量189人|GLM-5.2|思考|Spearman,0.014931840149318401,True
PHQ-8,DAIC-WOZ全量189人,GLM-5.2,思考,8,动作或语速改变,Spearman,相对C03,11,11_事件序列_不规整_评分_不清洗,3,03_全文_不规整_评分_不清洗,180,0.27035390240904383,0.30956997041903417,-0.039216068009990335,-0.14137953781329382,0.054820631166725274,0.45555444455554445,正式,PHQ-8|DAIC-WOZ全量189人|GLM-5.2|思考|Spearman,0.5507704548694067,False
PHQ-8,DAIC-WOZ全量189人,GLM-5.2,思考,8,动作或语速改变,Spearman,相对C03,12,12_事件序列_不规整_评分_清洗,3,03_全文_不规整_评分_不清洗,182,0.30850839322464935,0.32596198092371814,-0.017453587699068795,-0.11424401904865014,0.07965358752817987,0.7314268573142686,正式,PHQ-8|DAIC-WOZ全量189人|GLM-5.2|思考|Spearman,0.7728283775396045,False
PHQ-8,DAIC-WOZ全量189人,GLM-5.2,思考,8,动作或语速改变,Spearman,相对C03,15,15_事件序列_规整_评分_不清洗,3,03_全文_不规整_评分_不清洗,183,0.2763316100416822,0.33428080069406485,-0.05794919065238263,-0.18125469505745367,0.06626207581083492,0.39966003399660033,正式,PHQ-8|DAIC-WOZ全量189人|GLM-5.2|思考|Spearman,0.5048206290482062,False
PHQ-8,DAIC-WOZ全量189人,GLM-5.2,思考,8,动作或语速改变,Spearman,相对C03,16,16_事件序列_规整_评分_清洗,3,03_全文_不规整_评分_不清洗,185,0.24893029262264785,0.3319245517985599,-0.08299425917591205,-0.19483815087978518,0.028045543028587354,0.1511848815118488,正式,PHQ-8|DAIC-WOZ全量189人|GLM-5.2|思考|Spearman,0.24189581041895808,False
HAMD-17,PDCH标签99人,Kimi-K2.6,不思考,1,抑郁情绪,Spearman,相对C03,4,04_全文_不规整_评分_清洗,3,03_全文_不规整_评分_不清洗,5,0.8944271909999159,0.8944271909999159,0.0,0.0,0.0,1.0,不可估计,HAMD-17|PDCH标签99人|Kimi-K2.6|不思考|Spearman,1.0,False
HAMD-17,PDCH标签99人,Kimi-K2.6,不思考,1,抑郁情绪,Spearman,相对C03,7,07_全文_规整_评分_不清洗,3,03_全文_不规整_评分_不清洗,3,-0.5,0.0,-0.5,-0.5,0.0,0.49845015498450157,不可估计,HAMD-17|PDCH标签99人|Kimi-K2.6|不思考|Spearman,1.0,False
HAMD-17,PDCH标签99人,Kimi-K2.6,不思考,1,抑郁情绪,Spearman,相对C03,8,08_全文_规整_评分_清洗,3,03_全文_不规整_评分_不清洗,1,,,,,,,不可估计,HAMD-17|PDCH标签99人|Kimi-K2.6|不思考|Spearman,,False
HAMD-17,PDCH标签99人,Kimi-K2.6,不思考,1,抑郁情绪,Spearman,相对C03,11,11_事件序列_不规整_评分_不清洗,3,03_全文_不规整_评分_不清洗,5,0.22941573387056177,0.5735393346764044,-0.3441236008058426,-0.9354143466934853,0.2546440075000701,0.37416258374162586,不可估计,HAMD-17|PDCH标签99人|Kimi-K2.6|不思考|Spearman,1.0,False
HAMD-17,PDCH标签99人,Kimi-K2.6,不思考,1,抑郁情绪,Spearman,相对C03,12,12_事件序列_不规整_评分_清洗,3,03_全文_不规整_评分_不清洗,5,0.4472135954999579,0.7071067811865475,-0.25989318568658953,-0.46653586377742917,0.1982162742627268,0.36996300369963003,不可估计,HAMD-17|PDCH标签99人|Kimi-K2.6|不思考|Spearman,1.0,False
HAMD-17,PDCH标签99人,Kimi-K2.6,不思考,1,抑郁情绪,Spearman,相对C03,15,15_事件序列_规整_评分_不清洗,3,03_全文_不规整_评分_不清洗,4,0.39999999999999997,0.632455532033676,-0.23245553203367603,-0.6004790886669187,0.04171430578988378,9.999000099990002e-05,不可估计,HAMD-17|PDCH标签99人|Kimi-K2.6|不思考|Spearman,0.006699330066993301,True
HAMD-17,PDCH标签99人,Kimi-K2.6,不思考,1,抑郁情绪,Spearman,相对C03,16,16_事件序列_规整_评分_清洗,3,03_全文_不规整_评分_不清洗,2,,,,,,,不可估计,HAMD-17|PDCH标签99人|Kimi-K2.6|不思考|Spearman,,False
HAMD-17,PDCH标签99人,Kimi-K2.6,不思考,2,有罪感,Spearman,相对C03,4,04_全文_不规整_评分_清洗,3,03_全文_不规整_评分_不清洗,5,0.28867513459481287,0.28867513459481287,0.0,0.0,0.0,1.0,不可估计,HAMD-17|PDCH标签99人|Kimi-K2.6|不思考|Spearman,1.0,False
HAMD-17,PDCH标签99人,Kimi-K2.6,不思考,2,有罪感,Spearman,相对C03,7,07_全文_规整_评分_不清洗,3,03_全文_不规整_评分_不清洗,3,-0.5,-0.8660254037844387,0.3660254037844387,0.0,0.3660254037844387,0.49945005499450057,不可估计,HAMD-17|PDCH标签99人|Kimi-K2.6|不思考|Spearman,1.0,False
HAMD-17,PDCH标签99人,Kimi-K2.6,不思考,2,有罪感,Spearman,相对C03,8,08_全文_规整_评分_清洗,3,03_全文_不规整_评分_不清洗,1,,,,,,,不可估计,HAMD-17|PDCH标签99人|Kimi-K2.6|不思考|Spearman,,False
HAMD-17,PDCH标签99人,Kimi-K2.6,不思考,2,有罪感,Spearman,相对C03,11,11_事件序列_不规整_评分_不清洗,3,03_全文_不规整_评分_不清洗,5,0.40555355282690636,0.45883146774112354,-0.053277914914217184,-0.4030931089239487,0.502256122352599,0.8058194180581941,不可估计,HAMD-17|PDCH标签99人|Kimi-K2.6|不思考|Spearman,1.0,False
HAMD-17,PDCH标签99人,Kimi-K2.6,不思考,2,有罪感,Spearman,相对C03,12,12_事件序列_不规整_评分_清洗,3,03_全文_不规整_评分_不清洗,5,0.05270462766947299,0.05270462766947299,0.0,0.0,0.0,1.0,不可估计,HAMD-17|PDCH标签99人|Kimi-K2.6|不思考|Spearman,1.0,False
HAMD-17,PDCH标签99人,Kimi-K2.6,不思考,2,有罪感,Spearman,相对C03,15,15_事件序列_规整_评分_不清洗,3,03_全文_不规整_评分_不清洗,4,0.632455532033676,0.632455532033676,0.0,0.0,0.0,1.0,不可估计,HAMD-17|PDCH标签99人|Kimi-K2.6|不思考|Spearman,1.0,False
HAMD-17,PDCH标签99人,Kimi-K2.6,不思考,2,有罪感,Spearman,相对C03,16,16_事件序列_规整_评分_清洗,3,03_全文_不规整_评分_不清洗,2,,,,,,,不可估计,HAMD-17|PDCH标签99人|Kimi-K2.6|不思考|Spearman,,False
HAMD-17,PDCH标签99人,Kimi-K2.6,不思考,3,自杀,Spearman,相对C03,4,04_全文_不规整_评分_清洗,3,03_全文_不规整_评分_不清洗,5,0.7378647873726218,0.6155870112510925,0.12227777612152935,-1.1102230246251565e-16,0.48795003647426655,0.5007499250074993,不可估计,HAMD-17|PDCH标签99人|Kimi-K2.6|不思考|Spearman,1.0,False
HAMD-17,PDCH标签99人,Kimi-K2.6,不思考,3,自杀,Spearman,相对C03,7,07_全文_规整_评分_不清洗,3,03_全文_不规整_评分_不清洗,3,-0.8660254037844387,-0.5,-0.3660254037844387,-0.3660254037844387,0.0,0.4904509549045096,不可估计,HAMD-17|PDCH标签99人|Kimi-K2.6|不思考|Spearman,1.0,False
HAMD-17,PDCH标签99人,Kimi-K2.6,不思考,3,自杀,Spearman,相对C03,8,08_全文_规整_评分_清洗,3,03_全文_不规整_评分_不清洗,1,,,,,,,不可估计,HAMD-17|PDCH标签99人|Kimi-K2.6|不思考|Spearman,,False
HAMD-17,PDCH标签99人,Kimi-K2.6,不思考,3,自杀,Spearman,相对C03,11,11_事件序列_不规整_评分_不清洗,3,03_全文_不规整_评分_不清洗,5,0.11470786693528089,-0.36273812505500586,0.47744599199028676,-5.551115123125783e-17,0.7219068910760513,0.37376262373762625,不可估计,HAMD-17|PDCH标签99人|Kimi-K2.6|不思考|Spearman,1.0,False
HAMD-17,PDCH标签99人,Kimi-K2.6,不思考,3,自杀,Spearman,相对C03,12,12_事件序列_不规整_评分_清洗,3,03_全文_不规整_评分_不清洗,5,0.21081851067789195,-0.28867513459481287,0.4994936452727048,0.0,1.028991510855053,0.18688131186881313,不可估计,HAMD-17|PDCH标签99人|Kimi-K2.6|不思考|Spearman,1.0,False
HAMD-17,PDCH标签99人,Kimi-K2.6,不思考,3,自杀,Spearman,相对C03,15,15_事件序列_规整_评分_不清洗,3,03_全文_不规整_评分_不清洗,4,0.21081851067789195,-0.2581988897471611,0.469017400425053,0.0,0.7375593750605549,0.49955004499550043,不可估计,HAMD-17|PDCH标签99人|Kimi-K2.6|不思考|Spearman,1.0,False
HAMD-17,PDCH标签99人,Kimi-K2.6,不思考,3,自杀,Spearman,相对C03,16,16_事件序列_规整_评分_清洗,3,03_全文_不规整_评分_不清洗,2,,,,,,,不可估计,HAMD-17|PDCH标签99人|Kimi-K2.6|不思考|Spearman,,False
HAMD-17,PDCH标签99人,Kimi-K2.6,不思考,4,入睡困难,Spearman,相对C03,4,04_全文_不规整_评分_清洗,3,03_全文_不规整_评分_不清洗,5,0.7826237921249264,0.31622776601683794,0.46639602610808845,-1.1102230246251565e-16,1.665569415042095,0.3701629837016298,不可估计,HAMD-17|PDCH标签99人|Kimi-K2.6|不思考|Spearman,1.0,False
HAMD-17,PDCH标签99人,Kimi-K2.6,不思考,4,入睡困难,Spearman,相对C03,7,07_全文_规整_评分_不清洗,3,03_全文_不规整_评分_不清洗,3,0.8660254037844387,0.0,0.8660254037844387,0.0,0.8660254037844387,0.250974902509749,不可估计,HAMD-17|PDCH标签99人|Kimi-K2.6|不思考|Spearman,1.0,False
HAMD-17,PDCH标签99人,Kimi-K2.6,不思考,4,入睡困难,Spearman,相对C03,8,08_全文_规整_评分_清洗,3,03_全文_不规整_评分_不清洗,1,,,,,,,不可估计,HAMD-17|PDCH标签99人|Kimi-K2.6|不思考|Spearman,,False
HAMD-17,PDCH标签99人,Kimi-K2.6,不思考,4,入睡困难,Spearman,相对C03,11,11_事件序列_不规整_评分_不清洗,3,03_全文_不规整_评分_不清洗,5,-0.36273812505500586,-0.36273812505500586,0.0,0.0,0.0,1.0,不可估计,HAMD-17|PDCH标签99人|Kimi-K2.6|不思考|Spearman,1.0,False
HAMD-17,PDCH标签99人,Kimi-K2.6,不思考,4,入睡困难,Spearman,相对C03,12,12_事件序列_不规整_评分_清洗,3,03_全文_不规整_评分_不清洗,5,0.5773502691896257,0.05270462766947299,0.5246456415201527,-1.1102230246251565e-16,1.6854019432007687,0.4393560643935606,不可估计,HAMD-17|PDCH标签99人|Kimi-K2.6|不思考|Spearman,1.0,False
HAMD-17,PDCH标签99人,Kimi-K2.6,不思考,4,入睡困难,Spearman,相对C03,15,15_事件序列_规整_评分_不清洗,3,03_全文_不规整_评分_不清洗,4,-0.2581988897471611,-0.2581988897471611,0.0,0.0,0.0,1.0,不可估计,HAMD-17|PDCH标签99人|Kimi-K2.6|不思考|Spearman,1.0,False
HAMD-17,PDCH标签99人,Kimi-K2.6,不思考,4,入睡困难,Spearman,相对C03,16,16_事件序列_规整_评分_清洗,3,03_全文_不规整_评分_不清洗,2,,,,,,,不可估计,HAMD-17|PDCH标签99人|Kimi-K2.6|不思考|Spearman,,False
HAMD-17,PDCH标签99人,Kimi-K2.6,不思考,5,睡眠不深,Spearman,相对C03,4,04_全文_不规整_评分_清洗,3,03_全文_不规整_评分_不清洗,5,0.8660254037844386,0.7905694150420949,0.07545598874234372,-0.12315228016802515,0.29773095220705315,0.5016498350164984,不可估计,HAMD-17|PDCH标签99人|Kimi-K2.6|不思考|Spearman,1.0,False
HAMD-17,PDCH标签99人,Kimi-K2.6,不思考,5,睡眠不深,Spearman,相对C03,7,07_全文_规整_评分_不清洗,3,03_全文_不规整_评分_不清洗,3,0.8660254037844387,0.8660254037844387,0.0,0.0,0.0,1.0,不可估计,HAMD-17|PDCH标签99人|Kimi-K2.6|不思考|Spearman,1.0,False
HAMD-17,PDCH标签99人,Kimi-K2.6,不思考,5,睡眠不深,Spearman,相对C03,8,08_全文_规整_评分_清洗,3,03_全文_不规整_评分_不清洗,1,,,,,,,不可估计,HAMD-17|PDCH标签99人|Kimi-K2.6|不思考|Spearman,,False
HAMD-17,PDCH标签99人,Kimi-K2.6,不思考,5,睡眠不深,Spearman,相对C03,11,11_事件序列_不规整_评分_不清洗,3,03_全文_不规整_评分_不清洗,5,0.7404360971988655,0.7404360971988655,0.0,0.0,0.0,1.0,不可估计,HAMD-17|PDCH标签99人|Kimi-K2.6|不思考|Spearman,1.0,False
HAMD-17,PDCH标签99人,Kimi-K2.6,不思考,5,睡眠不深,Spearman,相对C03,12,12_事件序列_不规整_评分_清洗,3,03_全文_不规整_评分_不清洗,5,0.35355339059327373,0.35355339059327373,0.0,0.0,0.0,1.0,不可估计,HAMD-17|PDCH标签99人|Kimi-K2.6|不思考|Spearman,1.0,False
HAMD-17,PDCH标签99人,Kimi-K2.6,不思考,5,睡眠不深,Spearman,相对C03,15,15_事件序列_规整_评分_不清洗,3,03_全文_不规整_评分_不清洗,4,0.4472135954999579,0.7745966692414834,-0.3273830737415255,-1.044465935734187,0.0,0.37366263373662634,不可估计,HAMD-17|PDCH标签99人|Kimi-K2.6|不思考|Spearman,1.0,False
HAMD-17,PDCH标签99人,Kimi-K2.6,不思考,5,睡眠不深,Spearman,相对C03,16,16_事件序列_规整_评分_清洗,3,03_全文_不规整_评分_不清洗,2,,,,,,,不可估计,HAMD-17|PDCH标签99人|Kimi-K2.6|不思考|Spearman,,False
HAMD-17,PDCH标签99人,Kimi-K2.6,不思考,6,早醒,Spearman,相对C03,4,04_全文_不规整_评分_清洗,3,03_全文_不规整_评分_不清洗,5,0.35355339059327373,0.0,0.35355339059327373,0.0,1.0749149571305296,0.31086891310868914,不可估计,HAMD-17|PDCH标签99人|Kimi-K2.6|不思考|Spearman,1.0,False
HAMD-17,PDCH标签99人,Kimi-K2.6,不思考,6,早醒,Spearman,相对C03,7,07_全文_规整_评分_不清洗,3,03_全文_不规整_评分_不清洗,3,0.8660254037844387,0.0,0.8660254037844387,0.0,0.8660254037844387,0.24647535246475352,不可估计,HAMD-17|PDCH标签99人|Kimi-K2.6|不思考|Spearman,1.0,False
HAMD-17,PDCH标签99人,Kimi-K2.6,不思考,6,早醒,Spearman,相对C03,8,08_全文_规整_评分_清洗,3,03_全文_不规整_评分_不清洗,1,,,,,,,不可估计,HAMD-17|PDCH标签99人|Kimi-K2.6|不思考|Spearman,,False
HAMD-17,PDCH标签99人,Kimi-K2.6,不思考,6,早醒,Spearman,相对C03,11,11_事件序列_不规整_评分_不清洗,3,03_全文_不规整_评分_不清洗,5,,,,,,,不可估计,HAMD-17|PDCH标签99人|Kimi-K2.6|不思考|Spearman,,False
HAMD-17,PDCH标签99人,Kimi-K2.6,不思考,6,早醒,Spearman,相对C03,12,12_事件序列_不规整_评分_清洗,3,03_全文_不规整_评分_不清洗,5,,-0.35355339059327373,,,,,不可估计,HAMD-17|PDCH标签99人|Kimi-K2.6|不思考|Spearman,,False
HAMD-17,PDCH标签99人,Kimi-K2.6,不思考,6,早醒,Spearman,相对C03,15,15_事件序列_规整_评分_不清洗,3,03_全文_不规整_评分_不清洗,4,-0.2581988897471611,,,,,,不可估计,HAMD-17|PDCH标签99人|Kimi-K2.6|不思考|Spearman,,False
HAMD-17,PDCH标签99人,Kimi-K2.6,不思考,6,早醒,Spearman,相对C03,16,16_事件序列_规整_评分_清洗,3,03_全文_不规整_评分_不清洗,2,,,,,,,不可估计,HAMD-17|PDCH标签99人|Kimi-K2.6|不思考|Spearman,,False
HAMD-17,PDCH标签99人,Kimi-K2.6,不思考,7,工作和活动,Spearman,相对C03,4,04_全文_不规整_评分_清洗,3,03_全文_不规整_评分_不清洗,5,0.8944271909999159,0.8944271909999159,0.0,0.0,0.0,1.0,不可估计,HAMD-17|PDCH标签99人|Kimi-K2.6|不思考|Spearman,1.0,False
HAMD-17,PDCH标签99人,Kimi-K2.6,不思考,7,工作和活动,Spearman,相对C03,7,07_全文_规整_评分_不清洗,3,03_全文_不规整_评分_不清洗,3,0.0,,,,,,不可估计,HAMD-17|PDCH标签99人|Kimi-K2.6|不思考|Spearman,,False
HAMD-17,PDCH标签99人,Kimi-K2.6,不思考,7,工作和活动,Spearman,相对C03,8,08_全文_规整_评分_清洗,3,03_全文_不规整_评分_不清洗,1,,,,,,,不可估计,HAMD-17|PDCH标签99人|Kimi-K2.6|不思考|Spearman,,False
HAMD-17,PDCH标签99人,Kimi-K2.6,不思考,7,工作和活动,Spearman,相对C03,11,11_事件序列_不规整_评分_不清洗,3,03_全文_不规整_评分_不清洗,5,0.5407380704358752,0.5407380704358752,0.0,0.0,0.0,1.0,不可估计,HAMD-17|PDCH标签99人|Kimi-K2.6|不思考|Spearman,1.0,False
