scale,cohort,model,thinking_mode,condition_id,condition_full_name,scope,structure,task,cleaning,pathway,item_id,item_name,method,n,n_unique_predicted,rho,p_value,ci_low,ci_high,predicted_mean,predicted_zero_rate,predicted_positive_rate,gold_total_mean,estimability 
HAMD-17,PDCH共同24人验证,Kimi-K2.6,思考,7,07_全文_规整_评分_不清洗,全文,规整,逐条评分,不清洗,逐条评分,15,疑病,Point-biserial,8,2,0.3526728079292991,0.3915235247466202,-0.4303480095177032,0.9938180710690682,0.375,0.625,0.375,15.25,不可估计
HAMD-17,PDCH共同24人验证,Kimi-K2.6,思考,7,07_全文_规整_评分_不清洗,全文,规整,逐条评分,不清洗,逐条评分,16,体重减轻,Point-biserial,8,2,0.22080810425677913,0.5992451780447253,-0.3735436838188142,0.9869275424396534,0.5,0.75,0.25,15.25,不可估计
HAMD-17,PDCH共同24人验证,Kimi-K2.6,思考,7,07_全文_规整_评分_不清洗,全文,规整,逐条评分,不清洗,逐条评分,17,自知力,Point-biserial,8,2,-0.3510568873648704,0.39384957358402617,-0.7723510787659206,-0.21380899352993948,0.125,0.875,0.125,15.25,不可估计
HAMD-17,PDCH共同24人验证,Kimi-K2.6,思考,8,08_全文_规整_评分_清洗,全文,规整,逐条评分,清洗,逐条评分,1,抑郁情绪,Point-biserial,9,2,,,,,1.7777777777777777,0.0,1.0,18.22222222222222,不可估计
HAMD-17,PDCH共同24人验证,Kimi-K2.6,思考,8,08_全文_规整_评分_清洗,全文,规整,逐条评分,清洗,逐条评分,2,有罪感,Point-biserial,9,3,0.1545611669337965,0.6913316869082528,-0.3716832074668828,0.6078166448344835,1.1111111111111112,0.2222222222222222,0.7777777777777778,18.22222222222222,不可估计
HAMD-17,PDCH共同24人验证,Kimi-K2.6,思考,8,08_全文_规整_评分_清洗,全文,规整,逐条评分,清洗,逐条评分,3,自杀,Point-biserial,9,3,0.5495893876188637,0.12531693702396335,-0.0007375947132421762,0.9699777891032207,1.5555555555555556,0.4444444444444444,0.5555555555555556,18.22222222222222,不可估计
HAMD-17,PDCH共同24人验证,Kimi-K2.6,思考,8,08_全文_规整_评分_清洗,全文,规整,逐条评分,清洗,逐条评分,4,入睡困难,Point-biserial,9,2,0.7306305976580187,0.025362511607963264,0.37683190190898425,0.9929554833618376,0.4444444444444444,0.5555555555555556,0.4444444444444444,18.22222222222222,不可估计
HAMD-17,PDCH共同24人验证,Kimi-K2.6,思考,8,08_全文_规整_评分_清洗,全文,规整,逐条评分,清洗,逐条评分,5,睡眠不深,Point-biserial,9,3,0.35781410879791975,0.34442716324468625,-0.18832956664891054,0.8158924398306318,0.8888888888888888,0.3333333333333333,0.6666666666666666,18.22222222222222,不可估计
HAMD-17,PDCH共同24人验证,Kimi-K2.6,思考,8,08_全文_规整_评分_清洗,全文,规整,逐条评分,清洗,逐条评分,6,早醒,Point-biserial,9,3,0.5495893876188638,0.12531693702396335,0.016256402219058885,0.8848071641802503,0.8888888888888888,0.4444444444444444,0.5555555555555556,18.22222222222222,不可估计
HAMD-17,PDCH共同24人验证,Kimi-K2.6,思考,8,08_全文_规整_评分_清洗,全文,规整,逐条评分,清洗,逐条评分,7,工作和活动,Point-biserial,9,4,0.3322559581694969,0.38234982443263066,0.21686832738208592,0.7842327237378189,2.3333333333333335,0.1111111111111111,0.8888888888888888,18.22222222222222,不可估计
HAMD-17,PDCH共同24人验证,Kimi-K2.6,思考,8,08_全文_规整_评分_清洗,全文,规整,逐条评分,清洗,逐条评分,8,迟滞,Point-biserial,9,3,0.4978633276076765,0.1725986284297065,-0.18519563007191808,0.8753284919026231,0.7777777777777778,0.5555555555555556,0.4444444444444444,18.22222222222222,不可估计
HAMD-17,PDCH共同24人验证,Kimi-K2.6,思考,8,08_全文_规整_评分_清洗,全文,规整,逐条评分,清洗,逐条评分,9,激越,Point-biserial,9,3,0.02044652050273829,0.958361199065827,-0.7839462891694997,0.5547340851664333,1.0,0.3333333333333333,0.6666666666666666,18.22222222222222,不可估计
HAMD-17,PDCH共同24人验证,Kimi-K2.6,思考,8,08_全文_规整_评分_清洗,全文,规整,逐条评分,清洗,逐条评分,10,精神性焦虑,Point-biserial,9,2,0.25863030005593585,0.5016146111877557,-0.45412121300857555,0.7991018894904667,1.1111111111111112,0.4444444444444444,0.5555555555555556,18.22222222222222,不可估计
HAMD-17,PDCH共同24人验证,Kimi-K2.6,思考,8,08_全文_规整_评分_清洗,全文,规整,逐条评分,清洗,逐条评分,11,躯体性焦虑,Point-biserial,9,3,,,,,1.7777777777777777,0.0,1.0,18.22222222222222,不可估计
HAMD-17,PDCH共同24人验证,Kimi-K2.6,思考,8,08_全文_规整_评分_清洗,全文,规整,逐条评分,清洗,逐条评分,12,胃肠道症状,Point-biserial,9,3,0.439671510095091,0.23634060431399895,-0.3083250210967975,0.8550122037892411,0.6666666666666666,0.5555555555555556,0.4444444444444444,18.22222222222222,不可估计
HAMD-17,PDCH共同24人验证,Kimi-K2.6,思考,8,08_全文_规整_评分_清洗,全文,规整,逐条评分,清洗,逐条评分,13,全身症状,Point-biserial,9,3,0.35781410879791975,0.34442716324468625,-0.2948087558802602,0.8094108102450329,1.1111111111111112,0.3333333333333333,0.6666666666666666,18.22222222222222,不可估计
HAMD-17,PDCH共同24人验证,Kimi-K2.6,思考,8,08_全文_规整_评分_清洗,全文,规整,逐条评分,清洗,逐条评分,14,性症状,Point-biserial,9,2,,,,,1.2222222222222223,0.0,1.0,18.22222222222222,不可估计
HAMD-17,PDCH共同24人验证,Kimi-K2.6,思考,8,08_全文_规整_评分_清洗,全文,规整,逐条评分,清洗,逐条评分,15,疑病,Point-biserial,9,3,0.11961651377587032,0.7592060728355153,-0.7633847249828855,0.7710529689241625,0.5555555555555556,0.5555555555555556,0.4444444444444444,18.22222222222222,不可估计
HAMD-17,PDCH共同24人验证,Kimi-K2.6,思考,8,08_全文_规整_评分_清洗,全文,规整,逐条评分,清洗,逐条评分,16,体重减轻,Point-biserial,9,2,0.08178608201095307,0.8343126934643478,-0.2060600617197711,0.6987707395838828,0.2222222222222222,0.8888888888888888,0.1111111111111111,18.22222222222222,不可估计
HAMD-17,PDCH共同24人验证,Kimi-K2.6,思考,8,08_全文_规整_评分_清洗,全文,规整,逐条评分,清洗,逐条评分,17,自知力,Point-biserial,9,2,0.40893041005476527,0.2744653627070731,-0.4720904818581956,0.8984047639186155,0.3333333333333333,0.6666666666666666,0.3333333333333333,18.22222222222222,不可估计
HAMD-17,PDCH共同24人验证,Kimi-K2.6,思考,11,11_事件序列_不规整_评分_不清洗,事件序列,不规整,逐条评分,不清洗,逐条评分,1,抑郁情绪,Point-biserial,15,3,0.7130054493695299,0.0028463967350841465,0.43023463589509187,0.8778009833082205,1.0666666666666667,0.26666666666666666,0.7333333333333333,11.866666666666667,不可估计
HAMD-17,PDCH共同24人验证,Kimi-K2.6,思考,11,11_事件序列_不规整_评分_不清洗,事件序列,不规整,逐条评分,不清洗,逐条评分,2,有罪感,Point-biserial,15,3,0.14168526073578883,0.6144775691494685,-0.41995279033222244,0.6048626085244476,0.5333333333333333,0.5333333333333333,0.4666666666666667,11.866666666666667,不可估计
HAMD-17,PDCH共同24人验证,Kimi-K2.6,思考,11,11_事件序列_不规整_评分_不清洗,事件序列,不规整,逐条评分,不清洗,逐条评分,3,自杀,Point-biserial,15,3,0.6991844728330349,0.0037231258153532314,0.41897851611044146,0.8955814334845467,0.9333333333333333,0.6666666666666666,0.3333333333333333,11.866666666666667,不可估计
HAMD-17,PDCH共同24人验证,Kimi-K2.6,思考,11,11_事件序列_不规整_评分_不清洗,事件序列,不规整,逐条评分,不清洗,逐条评分,4,入睡困难,Point-biserial,15,2,0.20294613546286375,0.46819424569968154,-0.22190844278045765,0.6392917493125593,0.26666666666666666,0.7333333333333333,0.26666666666666666,11.866666666666667,不可估计
HAMD-17,PDCH共同24人验证,Kimi-K2.6,思考,11,11_事件序列_不规整_评分_不清洗,事件序列,不规整,逐条评分,不清洗,逐条评分,5,睡眠不深,Point-biserial,15,3,0.02547150754800697,0.9282029967100056,-0.5529310954255421,0.5934007322571191,0.9333333333333333,0.4666666666666667,0.5333333333333333,11.866666666666667,不可估计
HAMD-17,PDCH共同24人验证,Kimi-K2.6,思考,11,11_事件序列_不规整_评分_不清洗,事件序列,不规整,逐条评分,不清洗,逐条评分,6,早醒,Point-biserial,15,2,0.4298924616094801,0.10974381745896343,0.07449689937844259,0.7922793019899699,0.26666666666666666,0.8666666666666667,0.13333333333333333,11.866666666666667,不可估计
HAMD-17,PDCH共同24人验证,Kimi-K2.6,思考,11,11_事件序列_不规整_评分_不清洗,事件序列,不规整,逐条评分,不清洗,逐条评分,7,工作和活动,Point-biserial,15,4,0.49121817715589516,0.06295794172019244,0.11009241136720337,0.7816002530987843,1.0666666666666667,0.4,0.6,11.866666666666667,不可估计
HAMD-17,PDCH共同24人验证,Kimi-K2.6,思考,11,11_事件序列_不规整_评分_不清洗,事件序列,不规整,逐条评分,不清洗,逐条评分,8,迟滞,Point-biserial,15,2,0.009345488295858266,0.9736305809990736,-0.2370452327076078,0.283628446297088,0.13333333333333333,0.8666666666666667,0.13333333333333333,11.866666666666667,不可估计
HAMD-17,PDCH共同24人验证,Kimi-K2.6,思考,11,11_事件序列_不规整_评分_不清洗,事件序列,不规整,逐条评分,不清洗,逐条评分,9,激越,Point-biserial,15,3,0.4454039079184974,0.09614749613758385,-0.06400227808353708,0.7822014808499633,0.3333333333333333,0.7333333333333333,0.26666666666666666,11.866666666666667,不可估计
HAMD-17,PDCH共同24人验证,Kimi-K2.6,思考,11,11_事件序列_不规整_评分_不清洗,事件序列,不规整,逐条评分,不清洗,逐条评分,10,精神性焦虑,Point-biserial,15,3,0.43142365909436825,0.10834552011623744,-0.06515052253757424,0.7664293929968383,0.7333333333333333,0.4666666666666667,0.5333333333333333,11.866666666666667,不可估计
HAMD-17,PDCH共同24人验证,Kimi-K2.6,思考,11,11_事件序列_不规整_评分_不清洗,事件序列,不规整,逐条评分,不清洗,逐条评分,11,躯体性焦虑,Point-biserial,15,3,0.43804328418455213,0.10244285634428799,0.009355737584138376,0.7472567562097887,1.0666666666666667,0.3333333333333333,0.6666666666666666,11.866666666666667,不可估计
HAMD-17,PDCH共同24人验证,Kimi-K2.6,思考,11,11_事件序列_不规整_评分_不清洗,事件序列,不规整,逐条评分,不清洗,逐条评分,12,胃肠道症状,Point-biserial,15,3,0.18967830603049415,0.49835694145113113,-0.296159237313895,0.6772142200554385,0.5333333333333333,0.6,0.4,11.866666666666667,不可估计
HAMD-17,PDCH共同24人验证,Kimi-K2.6,思考,11,11_事件序列_不规整_评分_不清洗,事件序列,不规整,逐条评分,不清洗,逐条评分,13,全身症状,Point-biserial,15,3,0.412771556250828,0.12623869720068132,-0.31229788398409003,0.8692121731632039,0.8,0.3333333333333333,0.6666666666666666,11.866666666666667,不可估计
HAMD-17,PDCH共同24人验证,Kimi-K2.6,思考,11,11_事件序列_不规整_评分_不清洗,事件序列,不规整,逐条评分,不清洗,逐条评分,14,性症状,Point-biserial,15,3,0.603079742250802,0.017315288099494324,0.2109514952740258,0.8278039188965693,0.5333333333333333,0.6,0.4,11.866666666666667,不可估计
HAMD-17,PDCH共同24人验证,Kimi-K2.6,思考,11,11_事件序列_不规整_评分_不清洗,事件序列,不规整,逐条评分,不清洗,逐条评分,15,疑病,Point-biserial,15,2,-0.029181277850845247,0.9177767481886939,-0.49414052590615,0.529117918496597,0.4,0.6,0.4,11.866666666666667,不可估计
HAMD-17,PDCH共同24人验证,Kimi-K2.6,思考,11,11_事件序列_不规整_评分_不清洗,事件序列,不规整,逐条评分,不清洗,逐条评分,16,体重减轻,Point-biserial,15,3,0.21961897495266922,0.43159584491897385,-0.21367676657237517,0.653277911658264,0.2,0.8666666666666667,0.13333333333333333,11.866666666666667,不可估计
HAMD-17,PDCH共同24人验证,Kimi-K2.6,思考,11,11_事件序列_不规整_评分_不清洗,事件序列,不规整,逐条评分,不清洗,逐条评分,17,自知力,Point-biserial,15,2,-0.09579125503254718,0.7341619206941922,-0.3858171545274187,0.11887863265784297,0.13333333333333333,0.8666666666666667,0.13333333333333333,11.866666666666667,不可估计
HAMD-17,PDCH共同24人验证,Kimi-K2.6,思考,12,12_事件序列_不规整_评分_清洗,事件序列,不规整,逐条评分,清洗,逐条评分,1,抑郁情绪,Point-biserial,16,3,0.5309547823893358,0.034327323453607644,0.25376048698916553,0.8266374493974623,1.1875,0.25,0.75,12.75,不可估计
HAMD-17,PDCH共同24人验证,Kimi-K2.6,思考,12,12_事件序列_不规整_评分_清洗,事件序列,不规整,逐条评分,清洗,逐条评分,2,有罪感,Point-biserial,16,3,0.3476949317317693,0.18697204603616324,-0.055929764090731846,0.6421851941147535,0.6875,0.375,0.625,12.75,不可估计
HAMD-17,PDCH共同24人验证,Kimi-K2.6,思考,12,12_事件序列_不规整_评分_清洗,事件序列,不规整,逐条评分,清洗,逐条评分,3,自杀,Point-biserial,16,3,0.6360273141434805,0.008085754428000821,0.34892883247532935,0.8288395308873033,1.0,0.625,0.375,12.75,不可估计
HAMD-17,PDCH共同24人验证,Kimi-K2.6,思考,12,12_事件序列_不规整_评分_清洗,事件序列,不规整,逐条评分,清洗,逐条评分,4,入睡困难,Point-biserial,16,3,0.3602907451927637,0.17042879606451353,-0.17576705640651066,0.7806087276028721,0.3125,0.75,0.25,12.75,不可估计
HAMD-17,PDCH共同24人验证,Kimi-K2.6,思考,12,12_事件序列_不规整_评分_清洗,事件序列,不规整,逐条评分,清洗,逐条评分,5,睡眠不深,Point-biserial,16,3,0.3941317112657172,0.13089787540007564,-0.027391929783305537,0.6969167438767229,0.875,0.5,0.5,12.75,不可估计
HAMD-17,PDCH共同24人验证,Kimi-K2.6,思考,12,12_事件序列_不规整_评分_清洗,事件序列,不规整,逐条评分,清洗,逐条评分,6,早醒,Point-biserial,16,3,0.5688801239885741,0.02146619895974185,0.009338506862508408,0.8755115709203815,0.375,0.75,0.25,12.75,不可估计
HAMD-17,PDCH共同24人验证,Kimi-K2.6,思考,12,12_事件序列_不规整_评分_清洗,事件序列,不规整,逐条评分,清洗,逐条评分,7,工作和活动,Point-biserial,16,5,0.4344893715889175,0.09262319888672094,0.062263236762839555,0.6970700652685179,1.1875,0.4375,0.5625,12.75,不可估计
HAMD-17,PDCH共同24人验证,Kimi-K2.6,思考,12,12_事件序列_不规整_评分_清洗,事件序列,不规整,逐条评分,清洗,逐条评分,8,迟滞,Point-biserial,16,2,0.43652178436038114,0.09093565136998476,-0.08757529238990819,0.8432987370376348,0.1875,0.8125,0.1875,12.75,不可估计
HAMD-17,PDCH共同24人验证,Kimi-K2.6,思考,12,12_事件序列_不规整_评分_清洗,事件序列,不规整,逐条评分,清洗,逐条评分,9,激越,Point-biserial,16,3,0.11377602479771479,0.674811275077261,-0.4174219378720026,0.7935353127280633,0.375,0.75,0.25,12.75,不可估计
HAMD-17,PDCH共同24人验证,Kimi-K2.6,思考,12,12_事件序列_不规整_评分_清洗,事件序列,不规整,逐条评分,清洗,逐条评分,10,精神性焦虑,Point-biserial,16,3,0.5342629438805235,0.03301656481147214,0.3039456657721833,0.7788851822504426,0.9375,0.375,0.625,12.75,不可估计
HAMD-17,PDCH共同24人验证,Kimi-K2.6,思考,12,12_事件序列_不规整_评分_清洗,事件序列,不规整,逐条评分,清洗,逐条评分,11,躯体性焦虑,Point-biserial,16,4,0.22896983309165292,0.3936580692336712,-0.293336957279783,0.5740918974530993,0.9375,0.375,0.625,12.75,不可估计
HAMD-17,PDCH共同24人验证,Kimi-K2.6,思考,12,12_事件序列_不规整_评分_清洗,事件序列,不规整,逐条评分,清洗,逐条评分,12,胃肠道症状,Point-biserial,16,3,0.29681274660029083,0.2642777843638022,-0.1918958536276843,0.6431214075798322,0.4375,0.625,0.375,12.75,不可估计
HAMD-17,PDCH共同24人验证,Kimi-K2.6,思考,12,12_事件序列_不规整_评分_清洗,事件序列,不规整,逐条评分,清洗,逐条评分,13,全身症状,Point-biserial,16,3,0.3941317112657172,0.13089787540007564,-0.05996745528192062,0.6962771610508596,0.625,0.5,0.5,12.75,不可估计
HAMD-17,PDCH共同24人验证,Kimi-K2.6,思考,12,12_事件序列_不规整_评分_清洗,事件序列,不规整,逐条评分,清洗,逐条评分,14,性症状,Point-biserial,16,3,0.5420772159823637,0.030071330263164546,0.24328336572050346,0.7785796704453914,0.625,0.5625,0.4375,12.75,不可估计
HAMD-17,PDCH共同24人验证,Kimi-K2.6,思考,12,12_事件序列_不规整_评分_清洗,事件序列,不规整,逐条评分,清洗,逐条评分,15,疑病,Point-biserial,16,3,0.14416619120585555,0.594252777064221,-0.46623466198444913,0.5940487566882766,0.4375,0.625,0.375,12.75,不可估计
HAMD-17,PDCH共同24人验证,Kimi-K2.6,思考,12,12_事件序列_不规整_评分_清洗,事件序列,不规整,逐条评分,清洗,逐条评分,16,体重减轻,Point-biserial,16,2,-0.09328400607437712,0.7311331829667451,-0.28582079243267133,0.029244185509942285,0.0625,0.9375,0.0625,12.75,不可估计
HAMD-17,PDCH共同24人验证,Kimi-K2.6,思考,12,12_事件序列_不规整_评分_清洗,事件序列,不规整,逐条评分,清洗,逐条评分,17,自知力,Point-biserial,16,2,0.3734102010793621,0.1542644205167521,-0.22404767381494123,0.8323363781922196,0.1875,0.8125,0.1875,12.75,不可估计
HAMD-17,PDCH共同24人验证,Kimi-K2.6,思考,15,15_事件序列_规整_评分_不清洗,事件序列,规整,逐条评分,不清洗,逐条评分,1,抑郁情绪,Point-biserial,15,4,0.5210592276647181,0.04640150708184615,0.3483598215476572,0.8013522411438488,1.6,0.13333333333333333,0.8666666666666667,15.266666666666667,不可估计
HAMD-17,PDCH共同24人验证,Kimi-K2.6,思考,15,15_事件序列_规整_评分_不清洗,事件序列,规整,逐条评分,不清洗,逐条评分,2,有罪感,Point-biserial,15,4,0.42680852060863217,0.11259800140234813,-0.05041683355777127,0.7151873576029136,0.9333333333333333,0.4,0.6,15.266666666666667,不可估计
HAMD-17,PDCH共同24人验证,Kimi-K2.6,思考,15,15_事件序列_规整_评分_不清洗,事件序列,规整,逐条评分,不清洗,逐条评分,3,自杀,Point-biserial,15,3,0.569327731092437,0.02674390602018794,0.19676745976414423,0.8360852457254865,1.1333333333333333,0.5333333333333333,0.4666666666666667,15.266666666666667,不可估计
HAMD-17,PDCH共同24人验证,Kimi-K2.6,思考,15,15_事件序列_规整_评分_不清洗,事件序列,规整,逐条评分,不清洗,逐条评分,4,入睡困难,Point-biserial,15,3,0.2027310924369748,0.4686759032133508,-0.42590299898298895,0.5944849820893239,0.8666666666666667,0.4666666666666667,0.5333333333333333,15.266666666666667,不可估计
HAMD-17,PDCH共同24人验证,Kimi-K2.6,思考,15,15_事件序列_规整_评分_不清洗,事件序列,规整,逐条评分,不清洗,逐条评分,5,睡眠不深,Point-biserial,15,3,0.21821789023599236,0.43461387077349883,-0.3275757973985733,0.5946529747232572,0.8,0.4,0.6,15.266666666666667,不可估计
HAMD-17,PDCH共同24人验证,Kimi-K2.6,思考,15,15_事件序列_规整_评分_不清洗,事件序列,规整,逐条评分,不清洗,逐条评分,6,早醒,Point-biserial,15,3,0.4275210084033614,0.11193407985127933,-0.08870203239415755,0.7491598333877355,0.8,0.5333333333333333,0.4666666666666667,15.266666666666667,不可估计
HAMD-17,PDCH共同24人验证,Kimi-K2.6,思考,15,15_事件序列_规整_评分_不清洗,事件序列,规整,逐条评分,不清洗,逐条评分,7,工作和活动,Point-biserial,15,5,0.38655462184873973,0.1546550107286633,0.32893082068556584,0.7095829056214912,2.066666666666667,0.06666666666666667,0.9333333333333333,15.266666666666667,不可估计
HAMD-17,PDCH共同24人验证,Kimi-K2.6,思考,15,15_事件序列_规整_评分_不清洗,事件序列,规整,逐条评分,不清洗,逐条评分,8,迟滞,Point-biserial,15,3,0.08664533877017347,0.7588121790540996,-0.34703062354469383,0.578700167498743,0.4666666666666667,0.6,0.4,15.266666666666667,不可估计
HAMD-17,PDCH共同24人验证,Kimi-K2.6,思考,15,15_事件序列_规整_评分_不清洗,事件序列,规整,逐条评分,不清洗,逐条评分,9,激越,Point-biserial,15,3,0.023581874286390372,0.9335180495966684,-0.31393429880346974,0.47678137168015783,0.3333333333333333,0.8,0.2,15.266666666666667,不可估计
HAMD-17,PDCH共同24人验证,Kimi-K2.6,思考,15,15_事件序列_规整_评分_不清洗,事件序列,规整,逐条评分,不清洗,逐条评分,10,精神性焦虑,Point-biserial,15,3,0.5210592276647181,0.04640150708184615,0.34298830886516346,0.7762725139456492,1.2,0.13333333333333333,0.8666666666666667,15.266666666666667,不可估计
HAMD-17,PDCH共同24人验证,Kimi-K2.6,思考,15,15_事件序列_规整_评分_不清洗,事件序列,规整,逐条评分,不清洗,逐条评分,11,躯体性焦虑,Point-biserial,15,4,0.36944936382011606,0.17533000188714426,0.09708556948202843,0.6517812484292935,1.5333333333333334,0.2,0.8,15.266666666666667,不可估计
HAMD-17,PDCH共同24人验证,Kimi-K2.6,思考,15,15_事件序列_规整_评分_不清洗,事件序列,规整,逐条评分,不清洗,逐条评分,12,胃肠道症状,Point-biserial,15,3,0.23900694616759963,0.3909483505323203,-0.37167459604367614,0.6221649915062683,0.9333333333333333,0.3333333333333333,0.6666666666666666,15.266666666666667,不可估计
HAMD-17,PDCH共同24人验证,Kimi-K2.6,思考,15,15_事件序列_规整_评分_不清洗,事件序列,规整,逐条评分,不清洗,逐条评分,13,全身症状,Point-biserial,15,3,0.27235675260959025,0.32607237486217344,-0.18719286280045316,0.6280594617439068,0.8,0.3333333333333333,0.6666666666666666,15.266666666666667,不可估计
HAMD-17,PDCH共同24人验证,Kimi-K2.6,思考,15,15_事件序列_规整_评分_不清洗,事件序列,规整,逐条评分,不清洗,逐条评分,14,性症状,Point-biserial,15,3,0.6796218487394958,0.005317715700190757,0.44751945265887577,0.8885188780476018,0.8,0.5333333333333333,0.4666666666666667,15.266666666666667,不可估计
HAMD-17,PDCH共同24人验证,Kimi-K2.6,思考,15,15_事件序列_规整_评分_不清洗,事件序列,规整,逐条评分,不清洗,逐条评分,15,疑病,Point-biserial,15,3,0.3960084033613446,0.14395805706396586,-0.10149737455704767,0.7232808190344658,0.8,0.5333333333333333,0.4666666666666667,15.266666666666667,不可估计
HAMD-17,PDCH共同24人验证,Kimi-K2.6,思考,15,15_事件序列_规整_评分_不清洗,事件序列,规整,逐条评分,不清洗,逐条评分,16,体重减轻,Point-biserial,15,2,0.27905217905561963,0.3138401292085203,-0.21962956780928972,0.7820955350397919,0.4,0.8,0.2,15.266666666666667,不可估计
HAMD-17,PDCH共同24人验证,Kimi-K2.6,思考,15,15_事件序列_规整_评分_不清洗,事件序列,规整,逐条评分,不清洗,逐条评分,17,自知力,Point-biserial,15,3,0.2779150536832553,0.3158986434902363,-0.4274835633668355,0.7432682190022506,0.4,0.6666666666666666,0.3333333333333333,15.266666666666667,不可估计
HAMD-17,PDCH共同24人验证,Kimi-K2.6,思考,16,16_事件序列_规整_评分_清洗,事件序列,规整,逐条评分,清洗,逐条评分,1,抑郁情绪,Point-biserial,13,3,0.6311679003030164,0.020699509718452653,0.4027776563408537,0.9726158101615352,1.3076923076923077,0.23076923076923078,0.7692307692307693,13.461538461538462,不可估计
HAMD-17,PDCH共同24人验证,Kimi-K2.6,思考,16,16_事件序列_规整_评分_清洗,事件序列,规整,逐条评分,清洗,逐条评分,2,有罪感,Point-biserial,13,4,0.4314952331001307,0.14095767120906164,-0.05449272913474058,0.7987271888297109,0.8461538461538461,0.46153846153846156,0.5384615384615384,13.461538461538462,不可估计
HAMD-17,PDCH共同24人验证,Kimi-K2.6,思考,16,16_事件序列_规整_评分_清洗,事件序列,规整,逐条评分,清洗,逐条评分,3,自杀,Point-biserial,13,4,0.6311839655704178,0.0206952868480158,0.39455519750161766,0.855788986348229,1.2307692307692308,0.46153846153846156,0.5384615384615384,13.461538461538462,不可估计
HAMD-17,PDCH共同24人验证,Kimi-K2.6,思考,16,16_事件序列_规整_评分_清洗,事件序列,规整,逐条评分,清洗,逐条评分,4,入睡困难,Point-biserial,13,3,0.2661491702699462,0.3794378506062826,-0.3095583892888742,0.6628556980756956,0.9230769230769231,0.38461538461538464,0.6153846153846154,13.461538461538462,不可估计
HAMD-17,PDCH共同24人验证,Kimi-K2.6,思考,16,16_事件序列_规整_评分_清洗,事件序列,规整,逐条评分,清洗,逐条评分,5,睡眠不深,Point-biserial,13,3,0.2847509939984909,0.3457011871286147,-0.31254092815193957,0.7064583221024107,0.6923076923076923,0.38461538461538464,0.6153846153846154,13.461538461538462,不可估计
HAMD-17,PDCH共同24人验证,Kimi-K2.6,思考,16,16_事件序列_规整_评分_清洗,事件序列,规整,逐条评分,清洗,逐条评分,6,早醒,Point-biserial,13,3,0.5716498944140562,0.04124569133358499,0.047514319932047064,0.8785734899611657,0.5384615384615384,0.6923076923076923,0.3076923076923077,13.461538461538462,不可估计
HAMD-17,PDCH共同24人验证,Kimi-K2.6,思考,16,16_事件序列_规整_评分_清洗,事件序列,规整,逐条评分,清洗,逐条评分,7,工作和活动,Point-biserial,13,4,0.48081114918371154,0.09626234620012912,0.0848720742269639,0.7757937181593122,1.8461538461538463,0.23076923076923078,0.7692307692307693,13.461538461538462,不可估计
HAMD-17,PDCH共同24人验证,Kimi-K2.6,思考,16,16_事件序列_规整_评分_清洗,事件序列,规整,逐条评分,清洗,逐条评分,8,迟滞,Point-biserial,13,3,0.3105073653149373,0.30181244731410845,-0.2848566044201754,0.73502697083072,0.6153846153846154,0.6153846153846154,0.38461538461538464,13.461538461538462,不可估计
HAMD-17,PDCH共同24人验证,Kimi-K2.6,思考,16,16_事件序列_规整_评分_清洗,事件序列,规整,逐条评分,清洗,逐条评分,9,激越,Point-biserial,13,2,0.09913631941932197,0.7472862022622863,-0.2584647944129919,0.6377350976233411,0.23076923076923078,0.7692307692307693,0.23076923076923078,13.461538461538462,不可估计
HAMD-17,PDCH共同24人验证,Kimi-K2.6,思考,16,16_事件序列_规整_评分_清洗,事件序列,规整,逐条评分,清洗,逐条评分,10,精神性焦虑,Point-biserial,13,4,0.47464174797541,0.10123680118199631,0.291309631882057,0.8164199686390803,1.4615384615384615,0.15384615384615385,0.8461538461538461,13.461538461538462,不可估计
HAMD-17,PDCH共同24人验证,Kimi-K2.6,思考,16,16_事件序列_规整_评分_清洗,事件序列,规整,逐条评分,清洗,逐条评分,11,躯体性焦虑,Point-biserial,13,4,0.24889750198710525,0.41220807479769556,-0.11573660161699516,0.5654738717496303,1.5384615384615385,0.15384615384615385,0.8461538461538461,13.461538461538462,不可估计
HAMD-17,PDCH共同24人验证,Kimi-K2.6,思考,16,16_事件序列_规整_评分_清洗,事件序列,规整,逐条评分,清洗,逐条评分,12,胃肠道症状,Point-biserial,13,3,0.44964875423379325,0.12317314248615761,-0.018527822497432386,0.7887011848674239,0.6923076923076923,0.46153846153846156,0.5384615384615384,13.461538461538462,不可估计
HAMD-17,PDCH共同24人验证,Kimi-K2.6,思考,16,16_事件序列_规整_评分_清洗,事件序列,规整,逐条评分,清洗,逐条评分,13,全身症状,Point-biserial,13,3,0.286267064030831,0.34302619756973696,-0.3378067045477661,0.6746973438814152,0.8461538461538461,0.46153846153846156,0.5384615384615384,13.461538461538462,不可估计
HAMD-17,PDCH共同24人验证,Kimi-K2.6,思考,16,16_事件序列_规整_评分_清洗,事件序列,规整,逐条评分,清洗,逐条评分,14,性症状,Point-biserial,13,3,0.6639420161572852,0.013333694483543955,0.2906403305982835,0.8985052760396074,0.6923076923076923,0.6153846153846154,0.38461538461538464,13.461538461538462,不可估计
