对比类型,处理因素,量表,队列,模型,思考模式,条目编号,条目名称,参照条件编号,参照刺激条件,目标条件编号,目标刺激条件,共同被试数N,共同被试普通总分一致,共同被试校正总分一致,普通参照相关,普通目标相关,普通相关变化（目标－参照）,普通变化95%CI下限,普通变化95%CI上限,普通置换P值,校正参照相关,校正目标相关,校正相关变化（目标－参照）,校正变化95%CI下限,校正变化95%CI上限,校正置换P值,可估计性代码,可估计性,普通FDR校正q值,校正FDR校正q值,校正差异结论 
各逐题条件相对C03,相对C03,HAMD-17,PDCH共同24人验证,Kimi-K2.6,思考,4,入睡困难,3,C03：全文｜不规整｜逐条评分｜不清洗,12,C12：事件序列｜不规整｜逐条评分｜清洗,24,是,是,0.5758059734092145,0.6322491134932504,0.05644314008403595,-0.002611232282131429,0.16595392209989113,0.0004997501249375312,0.5472411060165375,0.6010262513668495,0.05378514535031198,-0.006436482089620088,0.15659637948236402,0.4917541229385307,exploratory_only,探索性,0.014867566216891554,1.0,差异未达FDR显著
各逐题条件相对C03,相对C03,HAMD-17,PDCH共同24人验证,Kimi-K2.6,思考,4,入睡困难,3,C03：全文｜不规整｜逐条评分｜不清洗,15,C15：事件序列｜规整｜逐条评分｜不清洗,24,是,是,0.5758059734092145,0.19061058027664776,-0.3851953931325667,-0.7568231782678598,-0.006069769579959821,0.07546226886556721,0.5472411060165375,0.15940186494526154,-0.387839241071276,-0.7662676014500268,-0.008431139443604605,0.09245377311344327,exploratory_only,探索性,0.5835519740129935,0.7164750957854407,差异未达FDR显著
各逐题条件相对C03,相对C03,HAMD-17,PDCH共同24人验证,Kimi-K2.6,思考,4,入睡困难,3,C03：全文｜不规整｜逐条评分｜不清洗,16,C16：事件序列｜规整｜逐条评分｜清洗,24,是,是,0.5758059734092145,0.30565373430983783,-0.27015223909937663,-0.6414262237274412,0.0668027907938338,0.10294852573713144,0.5472411060165375,0.2695523462343708,-0.2776887597821667,-0.6086231776334017,0.09199507423686107,0.09645177411294353,exploratory_only,探索性,0.6101208654931793,0.7164750957854407,差异未达FDR显著
各逐题条件相对C03,相对C03,HAMD-17,PDCH共同24人验证,Kimi-K2.6,思考,5,睡眠不深,3,C03：全文｜不规整｜逐条评分｜不清洗,4,C04：全文｜不规整｜逐条评分｜清洗,24,是,是,0.13009224518870682,0.1673296584904284,0.03723741330172159,-0.1987557307282237,0.27797867868655746,0.7106446776611695,-0.04008412861413104,0.014315760219332516,0.054399888833463556,-0.1757163171780184,0.31672159029998204,0.7361319340329835,exploratory_only,探索性,1.0,1.0,差异未达FDR显著
各逐题条件相对C03,相对C03,HAMD-17,PDCH共同24人验证,Kimi-K2.6,思考,5,睡眠不深,3,C03：全文｜不规整｜逐条评分｜不清洗,7,C07：全文｜规整｜逐条评分｜不清洗,24,是,是,0.13009224518870682,-0.03978647383818716,-0.169878719026894,-0.5442771935077865,0.19821847115887054,0.4672663668165917,-0.04008412861413104,-0.19650521194878312,-0.15642108333465207,-0.5590985176330804,0.195557139842509,0.5757121439280359,exploratory_only,探索性,1.0,1.0,差异未达FDR显著
各逐题条件相对C03,相对C03,HAMD-17,PDCH共同24人验证,Kimi-K2.6,思考,5,睡眠不深,3,C03：全文｜不规整｜逐条评分｜不清洗,8,C08：全文｜规整｜逐条评分｜清洗,24,是,是,0.13009224518870682,-0.032231529159599835,-0.16232377434830667,-0.5045886588985237,0.15952628803418756,0.3423288355822089,-0.04008412861413104,-0.19659609130408096,-0.1565119626899499,-0.4919612540899239,0.19938636834607484,0.3523238380809595,exploratory_only,探索性,0.9052695874285079,1.0,差异未达FDR显著
各逐题条件相对C03,相对C03,HAMD-17,PDCH共同24人验证,Kimi-K2.6,思考,5,睡眠不深,3,C03：全文｜不规整｜逐条评分｜不清洗,11,C11：事件序列｜不规整｜逐条评分｜不清洗,24,是,是,0.13009224518870682,0.025515277081083795,-0.10457696810762303,-0.3776956205185022,0.1112407551015115,0.49375312343828087,-0.04008412861413104,-0.11076029173286772,-0.07067616311873667,-0.3617430460074798,0.19960504515197766,0.5647176411794103,exploratory_only,探索性,1.0,1.0,差异未达FDR显著
各逐题条件相对C03,相对C03,HAMD-17,PDCH共同24人验证,Kimi-K2.6,思考,5,睡眠不深,3,C03：全文｜不规整｜逐条评分｜不清洗,12,C12：事件序列｜不规整｜逐条评分｜清洗,24,是,是,0.13009224518870682,0.18015582031808158,0.05006357512937476,-0.1993028681059372,0.38573762171972525,1.0,-0.04008412861413104,0.020279963102622183,0.06036409171675322,-0.1814277253662228,0.40280592635387674,1.0,exploratory_only,探索性,1.0,1.0,差异未达FDR显著
各逐题条件相对C03,相对C03,HAMD-17,PDCH共同24人验证,Kimi-K2.6,思考,5,睡眠不深,3,C03：全文｜不规整｜逐条评分｜不清洗,15,C15：事件序列｜规整｜逐条评分｜不清洗,24,是,是,0.13009224518870682,0.13054686497466197,0.0004546197859551515,-0.4758884644702129,0.44466392236177926,1.0,-0.04008412861413104,-0.01992926591458116,0.020154862699549882,-0.41062356569200903,0.4125328612159182,0.9215392303848076,exploratory_only,探索性,1.0,1.0,差异未达FDR显著
各逐题条件相对C03,相对C03,HAMD-17,PDCH共同24人验证,Kimi-K2.6,思考,5,睡眠不深,3,C03：全文｜不规整｜逐条评分｜不清洗,16,C16：事件序列｜规整｜逐条评分｜清洗,24,是,是,0.13009224518870682,0.31219882623933565,0.18210658105062882,-0.13621856476755065,0.5122586402449172,0.2888555722138931,-0.04008412861413104,0.20600260284973076,0.2460867314638618,-0.1202578028259689,0.558274767518961,0.17891054472763618,exploratory_only,探索性,0.832583708145927,0.8600315227001883,差异未达FDR显著
各逐题条件相对C03,相对C03,HAMD-17,PDCH共同24人验证,Kimi-K2.6,思考,6,早醒,3,C03：全文｜不规整｜逐条评分｜不清洗,4,C04：全文｜不规整｜逐条评分｜清洗,24,是,是,0.4835942190194403,0.42638151111687345,-0.05721270790256683,-0.24266305143274752,0.09786311655897334,0.3053473263368316,0.43972427671686426,0.357071978240548,-0.08265229847631628,-0.3167364054517368,0.0796427086893176,0.35932033983008493,exploratory_only,探索性,0.832583708145927,1.0,差异未达FDR显著
各逐题条件相对C03,相对C03,HAMD-17,PDCH共同24人验证,Kimi-K2.6,思考,6,早醒,3,C03：全文｜不规整｜逐条评分｜不清洗,7,C07：全文｜规整｜逐条评分｜不清洗,24,是,是,0.4835942190194403,0.3472559857946299,-0.13633823322481037,-0.5438531257888863,0.39789024551198315,0.6326836581709145,0.43972427671686426,0.3315417550786901,-0.10818252163817416,-0.544472580114997,0.39119143980086557,0.7001499250374813,exploratory_only,探索性,1.0,1.0,差异未达FDR显著
各逐题条件相对C03,相对C03,HAMD-17,PDCH共同24人验证,Kimi-K2.6,思考,6,早醒,3,C03：全文｜不规整｜逐条评分｜不清洗,8,C08：全文｜规整｜逐条评分｜清洗,24,是,是,0.4835942190194403,0.49244092077853613,0.008846701759095854,-0.30697900176464216,0.32435898448321676,0.9415292353823088,0.43972427671686426,0.5207490712591535,0.08102479454228922,-0.20691628274455495,0.3771649926870652,0.5882058970514743,exploratory_only,探索性,1.0,1.0,差异未达FDR显著
各逐题条件相对C03,相对C03,HAMD-17,PDCH共同24人验证,Kimi-K2.6,思考,6,早醒,3,C03：全文｜不规整｜逐条评分｜不清洗,11,C11：事件序列｜不规整｜逐条评分｜不清洗,24,是,是,0.4835942190194403,0.4883808975175736,0.004786678498133301,-0.2745896085654829,0.29209942969916414,1.0,0.43972427671686426,0.44718895766860295,0.007464680951738689,-0.3453374486895821,0.3627451324624756,1.0,exploratory_only,探索性,1.0,1.0,差异未达FDR显著
各逐题条件相对C03,相对C03,HAMD-17,PDCH共同24人验证,Kimi-K2.6,思考,6,早醒,3,C03：全文｜不规整｜逐条评分｜不清洗,12,C12：事件序列｜不规整｜逐条评分｜清洗,24,是,是,0.4835942190194403,0.48969038131375703,0.006096162294316754,-0.051348212841265894,0.06715430226325626,0.760119940029985,0.43972427671686426,0.44413137478171577,0.004407098064851511,-0.05862913774200482,0.08104265125078294,1.0,exploratory_only,探索性,1.0,1.0,差异未达FDR显著
各逐题条件相对C03,相对C03,HAMD-17,PDCH共同24人验证,Kimi-K2.6,思考,6,早醒,3,C03：全文｜不规整｜逐条评分｜不清洗,15,C15：事件序列｜规整｜逐条评分｜不清洗,24,是,是,0.4835942190194403,0.485399080599526,0.0018048615800857482,-0.257770935817476,0.2956388393150321,1.0,0.43972427671686426,0.5025186470747941,0.06279437035792984,-0.1744071727022062,0.29984028018781284,0.6231884057971014,exploratory_only,探索性,1.0,1.0,差异未达FDR显著
各逐题条件相对C03,相对C03,HAMD-17,PDCH共同24人验证,Kimi-K2.6,思考,6,早醒,3,C03：全文｜不规整｜逐条评分｜不清洗,16,C16：事件序列｜规整｜逐条评分｜清洗,24,是,是,0.4835942190194403,0.360015996522345,-0.12357822249709527,-0.39236596576164395,0.0684386405124487,0.24737631184407796,0.43972427671686426,0.309226622924643,-0.13049765379222128,-0.3911969007340218,0.0468575170509217,0.25337331334332835,exploratory_only,探索性,0.8177161419290355,0.9726265899308411,差异未达FDR显著
各逐题条件相对C03,相对C03,HAMD-17,PDCH共同24人验证,Kimi-K2.6,思考,7,工作和活动,3,C03：全文｜不规整｜逐条评分｜不清洗,4,C04：全文｜不规整｜逐条评分｜清洗,24,是,是,0.7832931370797817,0.7245812402907107,-0.05871189678907096,-0.26086937720652337,0.09789050233243486,0.4687656171914043,0.6490077774227045,0.5468929017843055,-0.10211487563839905,-0.3802078757811572,0.09451991084237311,0.3868065967016492,exploratory_only,探索性,1.0,1.0,差异未达FDR显著
各逐题条件相对C03,相对C03,HAMD-17,PDCH共同24人验证,Kimi-K2.6,思考,7,工作和活动,3,C03：全文｜不规整｜逐条评分｜不清洗,7,C07：全文｜规整｜逐条评分｜不清洗,24,是,是,0.7832931370797817,0.2828274367138684,-0.5004657003659132,-1.0001503537859995,-0.10166979974228546,0.0544727636181909,0.6490077774227045,0.2415817688597626,-0.407426008562942,-0.8606974407773346,0.035068454285642224,0.12293853073463268,exploratory_only,探索性,0.5835519740129935,0.7164750957854407,差异未达FDR显著
各逐题条件相对C03,相对C03,HAMD-17,PDCH共同24人验证,Kimi-K2.6,思考,7,工作和活动,3,C03：全文｜不规整｜逐条评分｜不清洗,8,C08：全文｜规整｜逐条评分｜清洗,24,是,是,0.7832931370797817,0.6555211845063483,-0.12777195257343332,-0.34711629439446723,0.07805965542373965,0.392303848075962,0.6490077774227045,0.5561289249932561,-0.09287885242944849,-0.37873903115630114,0.15371784332520072,0.6111944027986007,exploratory_only,探索性,0.9849762618690655,1.0,差异未达FDR显著
各逐题条件相对C03,相对C03,HAMD-17,PDCH共同24人验证,Kimi-K2.6,思考,7,工作和活动,3,C03：全文｜不规整｜逐条评分｜不清洗,11,C11：事件序列｜不规整｜逐条评分｜不清洗,24,是,是,0.7832931370797817,0.7216757649588027,-0.06161737212097895,-0.34874507737061594,0.12647637133348325,0.7511244377811095,0.6490077774227045,0.6071889580531569,-0.04181881936954768,-0.28648845277311497,0.13752325456817924,0.8840579710144928,exploratory_only,探索性,1.0,1.0,差异未达FDR显著
各逐题条件相对C03,相对C03,HAMD-17,PDCH共同24人验证,Kimi-K2.6,思考,7,工作和活动,3,C03：全文｜不规整｜逐条评分｜不清洗,12,C12：事件序列｜不规整｜逐条评分｜清洗,24,是,是,0.7832931370797817,0.7857871141802266,0.0024939771004449662,-0.1345675573115946,0.12861075949712872,1.0,0.6490077774227045,0.6607341880230726,0.011726410600368053,-0.11098713442917921,0.15630578211154558,0.8775612193903048,exploratory_only,探索性,1.0,1.0,差异未达FDR显著
各逐题条件相对C03,相对C03,HAMD-17,PDCH共同24人验证,Kimi-K2.6,思考,7,工作和活动,3,C03：全文｜不规整｜逐条评分｜不清洗,15,C15：事件序列｜规整｜逐条评分｜不清洗,24,是,是,0.7832931370797817,0.7121163063938034,-0.07117683068597824,-0.3880003188795722,0.21938287668560327,0.8150924537731135,0.6490077774227045,0.6227802049020357,-0.026227572520668874,-0.36911183223517485,0.30445906074444956,0.9305347326336831,exploratory_only,探索性,1.0,1.0,差异未达FDR显著
各逐题条件相对C03,相对C03,HAMD-17,PDCH共同24人验证,Kimi-K2.6,思考,7,工作和活动,3,C03：全文｜不规整｜逐条评分｜不清洗,16,C16：事件序列｜规整｜逐条评分｜清洗,24,是,是,0.7832931370797817,0.7582881526755858,-0.02500498440419585,-0.2560071254146712,0.2362056776794217,0.7886056971514243,0.6490077774227045,0.6570580902664842,0.008050312843779661,-0.247685372911142,0.29316450204916067,0.928535732133933,exploratory_only,探索性,1.0,1.0,差异未达FDR显著
各逐题条件相对C03,相对C03,HAMD-17,PDCH共同24人验证,Kimi-K2.6,思考,8,迟滞,3,C03：全文｜不规整｜逐条评分｜不清洗,4,C04：全文｜不规整｜逐条评分｜清洗,24,是,是,0.6367472389652843,0.46656780039721046,-0.17017943856807383,-0.4552546743854855,0.05437534143756644,0.18040979510244878,0.5581408037235803,0.42224654498107556,-0.13589425874250477,-0.4823922142491689,0.1299148710237933,0.33383308345827084,exploratory_only,探索性,0.7505557566044565,1.0,差异未达FDR显著
各逐题条件相对C03,相对C03,HAMD-17,PDCH共同24人验证,Kimi-K2.6,思考,8,迟滞,3,C03：全文｜不规整｜逐条评分｜不清洗,7,C07：全文｜规整｜逐条评分｜不清洗,24,是,是,0.6367472389652843,0.14216982633809855,-0.49457741262718574,-0.9453124608915021,-0.09707460639219115,0.09195402298850575,0.5581408037235803,0.19112658471217528,-0.3670142190114051,-0.8167795910168497,0.17921656765159824,0.2143928035982009,exploratory_only,探索性,0.6079182630906769,0.944916430673552,差异未达FDR显著
各逐题条件相对C03,相对C03,HAMD-17,PDCH共同24人验证,Kimi-K2.6,思考,8,迟滞,3,C03：全文｜不规整｜逐条评分｜不清洗,8,C08：全文｜规整｜逐条评分｜清洗,24,是,是,0.6367472389652843,0.23329634487454942,-0.40345089409073487,-0.8369211908178593,0.05170837145941701,0.24687656171914044,0.5581408037235803,0.2552378424770719,-0.30290296124650845,-0.7897126339028228,0.24204806244043922,0.3708145927036482,exploratory_only,探索性,0.8177161419290355,1.0,差异未达FDR显著
各逐题条件相对C03,相对C03,HAMD-17,PDCH共同24人验证,Kimi-K2.6,思考,8,迟滞,3,C03：全文｜不规整｜逐条评分｜不清洗,11,C11：事件序列｜不规整｜逐条评分｜不清洗,24,是,是,0.6367472389652843,0.6115539702888781,-0.025193268676406144,-0.12858497391184562,0.03751920054578495,1.0,0.5581408037235803,0.5588333320796888,0.0006925283561084461,-0.10073779283884665,0.08128408335564576,1.0,exploratory_only,探索性,1.0,1.0,差异未达FDR显著
各逐题条件相对C03,相对C03,HAMD-17,PDCH共同24人验证,Kimi-K2.6,思考,8,迟滞,3,C03：全文｜不规整｜逐条评分｜不清洗,12,C12：事件序列｜不规整｜逐条评分｜清洗,24,是,是,0.6367472389652843,0.38362201095397264,-0.25312522801131165,-0.5492308927965064,0.0,0.25537231384307846,0.5581408037235803,0.3208860866081401,-0.23725471711544022,-0.5812843554771765,0.05882593040707413,0.2673663168415792,exploratory_only,探索性,0.8213325769547658,0.9911710811261036,差异未达FDR显著
各逐题条件相对C03,相对C03,HAMD-17,PDCH共同24人验证,Kimi-K2.6,思考,8,迟滞,3,C03：全文｜不规整｜逐条评分｜不清洗,15,C15：事件序列｜规整｜逐条评分｜不清洗,24,是,是,0.6367472389652843,0.16985884456835784,-0.4668883943969264,-0.9521494267744428,-0.060162474206210424,0.043478260869565216,0.5581408037235803,0.12630559583572637,-0.43183520788785396,-0.840380819261158,-0.00048218458634342355,0.041979010494752625,exploratory_only,探索性,0.5835519740129935,0.7164750957854407,差异未达FDR显著
各逐题条件相对C03,相对C03,HAMD-17,PDCH共同24人验证,Kimi-K2.6,思考,8,迟滞,3,C03：全文｜不规整｜逐条评分｜不清洗,16,C16：事件序列｜规整｜逐条评分｜清洗,24,是,是,0.6367472389652843,0.44620016152500985,-0.19054707744027444,-0.5190536038234992,0.069260785296587,0.191904047976012,0.5581408037235803,0.4331472388529386,-0.12499356487064173,-0.45091435920908446,0.1644446269836264,0.3553223388305847,exploratory_only,探索性,0.7612193903048475,1.0,差异未达FDR显著
各逐题条件相对C03,相对C03,HAMD-17,PDCH共同24人验证,Kimi-K2.6,思考,9,激越,3,C03：全文｜不规整｜逐条评分｜不清洗,4,C04：全文｜不规整｜逐条评分｜清洗,24,是,是,0.06423871291158437,0.16981006623810746,0.10557135332652309,-0.2769138698325507,0.5366221697907928,0.7401299350324838,0.03036188425968253,0.13078749488979444,0.1004256106301119,-0.2763330922503203,0.5712212863174643,0.7521239380309845,exploratory_only,探索性,1.0,1.0,差异未达FDR显著
各逐题条件相对C03,相对C03,HAMD-17,PDCH共同24人验证,Kimi-K2.6,思考,9,激越,3,C03：全文｜不规整｜逐条评分｜不清洗,7,C07：全文｜规整｜逐条评分｜不清洗,24,是,是,0.06423871291158437,0.3013812692753366,0.23714255636375223,-0.19849782771527405,0.6935662040841524,0.39730134932533734,0.03036188425968253,0.2774170336384684,0.2470551493787859,-0.19958995534070675,0.7234873597712438,0.3823088455772114,exploratory_only,探索性,0.9849762618690655,1.0,差异未达FDR显著
各逐题条件相对C03,相对C03,HAMD-17,PDCH共同24人验证,Kimi-K2.6,思考,9,激越,3,C03：全文｜不规整｜逐条评分｜不清洗,8,C08：全文｜规整｜逐条评分｜清洗,24,是,是,0.06423871291158437,0.1326064218424864,0.06836770893090202,-0.3399756730972476,0.5921956330500503,0.9020489755122438,0.03036188425968253,0.15047534754623065,0.12011346328654812,-0.40000080302309127,0.6406438613820228,0.7421289355322339,exploratory_only,探索性,1.0,1.0,差异未达FDR显著
各逐题条件相对C03,相对C03,HAMD-17,PDCH共同24人验证,Kimi-K2.6,思考,9,激越,3,C03：全文｜不规整｜逐条评分｜不清洗,11,C11：事件序列｜不规整｜逐条评分｜不清洗,24,是,是,0.06423871291158437,0.1316788361593503,0.06744012324776594,-0.3140639101119356,0.45865456001264604,0.7936031984007996,0.03036188425968253,0.17959249218819212,0.1492306079285096,-0.2512353518038689,0.5548374592994672,0.5787106446776612,exploratory_only,探索性,1.0,1.0,差异未达FDR显著
各逐题条件相对C03,相对C03,HAMD-17,PDCH共同24人验证,Kimi-K2.6,思考,9,激越,3,C03：全文｜不规整｜逐条评分｜不清洗,12,C12：事件序列｜不规整｜逐条评分｜清洗,24,是,是,0.06423871291158437,-0.0445828723708323,-0.10882158528241667,-0.5927788449434069,0.36101314317883804,0.6021989005497251,0.03036188425968253,-0.059312982586059326,-0.08967486684574186,-0.5432399035430778,0.3538581073541099,0.7421289355322339,exploratory_only,探索性,1.0,1.0,差异未达FDR显著
各逐题条件相对C03,相对C03,HAMD-17,PDCH共同24人验证,Kimi-K2.6,思考,9,激越,3,C03：全文｜不规整｜逐条评分｜不清洗,15,C15：事件序列｜规整｜逐条评分｜不清洗,24,是,是,0.06423871291158437,-0.015493619182309074,-0.07973233209389344,-0.4388664444576343,0.24996014681074005,0.9440279860069966,0.03036188425968253,-0.0309190295247741,-0.06128091378445663,-0.46286327616989376,0.361939878174672,0.9340329835082459,exploratory_only,探索性,1.0,1.0,差异未达FDR显著
各逐题条件相对C03,相对C03,HAMD-17,PDCH共同24人验证,Kimi-K2.6,思考,9,激越,3,C03：全文｜不规整｜逐条评分｜不清洗,16,C16：事件序列｜规整｜逐条评分｜清洗,24,是,是,0.06423871291158437,0.16483934509134182,0.10060063217975745,-0.25452071230202816,0.4915401855314829,0.6446776611694153,0.03036188425968253,0.15241489199900046,0.12205300773931793,-0.2185545092632275,0.49046350993493093,0.527736131934033,exploratory_only,探索性,1.0,1.0,差异未达FDR显著
各逐题条件相对C03,相对C03,HAMD-17,PDCH共同24人验证,Kimi-K2.6,思考,10,精神性焦虑,3,C03：全文｜不规整｜逐条评分｜不清洗,4,C04：全文｜不规整｜逐条评分｜清洗,24,是,是,0.708445278122211,0.6928534802225271,-0.015591797899683901,-0.19569601183030677,0.1663928759033144,0.7376311844077961,0.6583605199446291,0.6685027491496844,0.010142229205055364,-0.18929006106166663,0.19375884743750152,0.9375312343828086,exploratory_only,探索性,1.0,1.0,差异未达FDR显著
各逐题条件相对C03,相对C03,HAMD-17,PDCH共同24人验证,Kimi-K2.6,思考,10,精神性焦虑,3,C03：全文｜不规整｜逐条评分｜不清洗,7,C07：全文｜规整｜逐条评分｜不清洗,24,是,是,0.708445278122211,0.5277046040586244,-0.18074067406358663,-0.3676895510343781,-0.025017995191443283,0.07846076961519241,0.6583605199446291,0.4617780246319639,-0.1965824953126652,-0.3905732130016822,-0.033874112889014346,0.08695652173913043,exploratory_only,探索性,0.5835519740129935,0.7164750957854407,差异未达FDR显著
各逐题条件相对C03,相对C03,HAMD-17,PDCH共同24人验证,Kimi-K2.6,思考,10,精神性焦虑,3,C03：全文｜不规整｜逐条评分｜不清洗,8,C08：全文｜规整｜逐条评分｜清洗,24,是,是,0.708445278122211,0.32646152238125253,-0.3819837557409585,-0.7203321002548534,-0.03056656375546172,0.046476761619190406,0.6583605199446291,0.25512778974332523,-0.40323273020130385,-0.7255837779383855,-0.05748251088791106,0.05547226386806597,exploratory_only,探索性,0.5835519740129935,0.7164750957854407,差异未达FDR显著
各逐题条件相对C03,相对C03,HAMD-17,PDCH共同24人验证,Kimi-K2.6,思考,10,精神性焦虑,3,C03：全文｜不规整｜逐条评分｜不清洗,11,C11：事件序列｜不规整｜逐条评分｜不清洗,24,是,是,0.708445278122211,0.6359485369927936,-0.0724967411294174,-0.29280130195745335,0.10585697877618347,0.7511244377811095,0.6583605199446291,0.6324602286897895,-0.025900291254839614,-0.24275266184603939,0.1264738653713282,0.8725637181409296,exploratory_only,探索性,1.0,1.0,差异未达FDR显著
各逐题条件相对C03,相对C03,HAMD-17,PDCH共同24人验证,Kimi-K2.6,思考,10,精神性焦虑,3,C03：全文｜不规整｜逐条评分｜不清洗,12,C12：事件序列｜不规整｜逐条评分｜清洗,24,是,是,0.708445278122211,0.7170926814129733,0.008647403290762301,-0.16239904028070315,0.2291336486578861,0.8655672163918041,0.6583605199446291,0.7004314965333883,0.042070976588759246,-0.14633381943043036,0.2641759613360928,0.6856571714142928,exploratory_only,探索性,1.0,1.0,差异未达FDR显著
各逐题条件相对C03,相对C03,HAMD-17,PDCH共同24人验证,Kimi-K2.6,思考,10,精神性焦虑,3,C03：全文｜不规整｜逐条评分｜不清洗,15,C15：事件序列｜规整｜逐条评分｜不清洗,24,是,是,0.708445278122211,0.5604944966490731,-0.1479507814731379,-0.43732542602204094,0.12853284161744258,0.4847576211894053,0.6583605199446291,0.5275157184506664,-0.13084480149396271,-0.4750853077383808,0.17139342920290568,0.545727136431784,exploratory_only,探索性,1.0,1.0,差异未达FDR显著
各逐题条件相对C03,相对C03,HAMD-17,PDCH共同24人验证,Kimi-K2.6,思考,10,精神性焦虑,3,C03：全文｜不规整｜逐条评分｜不清洗,16,C16：事件序列｜规整｜逐条评分｜清洗,24,是,是,0.708445278122211,0.6672611757146433,-0.04118410240756776,-0.2280232673316049,0.1687457155338254,0.7576211894052973,0.6583605199446291,0.6365369212277662,-0.021823598716862902,-0.21177166364534822,0.17638128355684832,0.8760619690154923,exploratory_only,探索性,1.0,1.0,差异未达FDR显著
各逐题条件相对C03,相对C03,HAMD-17,PDCH共同24人验证,Kimi-K2.6,思考,11,躯体性焦虑,3,C03：全文｜不规整｜逐条评分｜不清洗,4,C04：全文｜不规整｜逐条评分｜清洗,24,是,是,0.6381863969895147,0.647519290415407,0.009332893425892275,-0.20249561141278336,0.2206903955575889,0.8765617191404298,0.508745911815385,0.5273191459847157,0.018573234169330766,-0.22658161150190215,0.26249965317618607,0.9055472263868066,exploratory_only,探索性,1.0,1.0,差异未达FDR显著
各逐题条件相对C03,相对C03,HAMD-17,PDCH共同24人验证,Kimi-K2.6,思考,11,躯体性焦虑,3,C03：全文｜不规整｜逐条评分｜不清洗,7,C07：全文｜规整｜逐条评分｜不清洗,24,是,是,0.6381863969895147,0.4367583043535002,-0.20142809263601452,-0.5213229807530927,0.08387384770323371,0.3078460769615192,0.508745911815385,0.3649035505780656,-0.14384236123731936,-0.44950176185262747,0.1671962173008849,0.463768115942029,exploratory_only,探索性,0.832583708145927,1.0,差异未达FDR显著
各逐题条件相对C03,相对C03,HAMD-17,PDCH共同24人验证,Kimi-K2.6,思考,11,躯体性焦虑,3,C03：全文｜不规整｜逐条评分｜不清洗,8,C08：全文｜规整｜逐条评分｜清洗,24,是,是,0.6381863969895147,0.32655862510127437,-0.31162777188824037,-0.6282180528620982,-0.013162331106922324,0.08545727136431784,0.508745911815385,0.22571056031874448,-0.2830353514966405,-0.5902660827428626,-0.04256659701663196,0.06196901549225387,exploratory_only,探索性,0.5982008995502249,0.7164750957854407,差异未达FDR显著
各逐题条件相对C03,相对C03,HAMD-17,PDCH共同24人验证,Kimi-K2.6,思考,11,躯体性焦虑,3,C03：全文｜不规整｜逐条评分｜不清洗,11,C11：事件序列｜不规整｜逐条评分｜不清洗,24,是,是,0.6381863969895147,0.5484254970196064,-0.08976089996990833,-0.45004059399354956,0.16340316119751855,0.6046976511744128,0.508745911815385,0.4321074555783256,-0.0766384562370594,-0.3490320027377266,0.19328196822122856,0.5847076461769115,exploratory_only,探索性,1.0,1.0,差异未达FDR显著
各逐题条件相对C03,相对C03,HAMD-17,PDCH共同24人验证,Kimi-K2.6,思考,11,躯体性焦虑,3,C03：全文｜不规整｜逐条评分｜不清洗,12,C12：事件序列｜不规整｜逐条评分｜清洗,24,是,是,0.6381863969895147,0.5530885447033784,-0.08509785228613631,-0.3203105807709179,0.11394863108384973,0.43778110944527737,0.508745911815385,0.4673340724669586,-0.04141183934842635,-0.29509509686177554,0.19587940650696847,0.8145927036481759,exploratory_only,探索性,1.0,1.0,差异未达FDR显著
各逐题条件相对C03,相对C03,HAMD-17,PDCH共同24人验证,Kimi-K2.6,思考,11,躯体性焦虑,3,C03：全文｜不规整｜逐条评分｜不清洗,15,C15：事件序列｜规整｜逐条评分｜不清洗,24,是,是,0.6381863969895147,0.3544703305054223,-0.2837160664840924,-0.6279201321948904,0.02497432245010882,0.136431784107946,0.508745911815385,0.23634008289005026,-0.2724058289253347,-0.6188078603536958,0.048465881248352674,0.15142428785607195,exploratory_only,探索性,0.6101208654931793,0.8190677388578437,差异未达FDR显著
各逐题条件相对C03,相对C03,HAMD-17,PDCH共同24人验证,Kimi-K2.6,思考,11,躯体性焦虑,3,C03：全文｜不规整｜逐条评分｜不清洗,16,C16：事件序列｜规整｜逐条评分｜清洗,24,是,是,0.6381863969895147,0.5766349316518911,-0.06155146533762368,-0.2702440070442271,0.13627118809020988,0.5287356321839081,0.508745911815385,0.4580822819893751,-0.05066362982600986,-0.2604076244930454,0.18321700374462221,0.5837081459270365,exploratory_only,探索性,1.0,1.0,差异未达FDR显著
各逐题条件相对C03,相对C03,HAMD-17,PDCH共同24人验证,Kimi-K2.6,思考,12,胃肠道症状,3,C03：全文｜不规整｜逐条评分｜不清洗,4,C04：全文｜不规整｜逐条评分｜清洗,24,是,是,0.44904510437491973,0.4076900385710435,-0.04135506580387621,-0.22033830134453175,0.08394802990429737,0.6286856571714143,0.3066998285051994,0.24875201099886862,-0.05794781750633077,-0.2521076691213577,0.10548978159777399,0.36531734132933535,exploratory_only,探索性,1.0,1.0,差异未达FDR显著
