source_path,relative_path,workspace,size_bytes,modified_at,freeze_status,reason,sha256
PDCH\分患者分析\实验一\2全文未清洗先评总分再转等级\004B_Models_Comparison_Full_Results_Updated.xlsx,分患者分析/实验一/2全文未清洗先评总分再转等级/004B_Models_Comparison_Full_Results_Updated.xlsx,分患者分析,9852,2026-03-18T01:13:11.584236+00:00,selected_in_zip,early event/full-text scoring or similarity result,103f8ecea01483fd82ad8be20a9c75356309582bc1d2e99dc8ce4c6dbdf791ed
PDCH\分患者分析\实验一\2全文未清洗先评总分再转等级\005A_Models_Comparison_Full_Results_Updated.xlsx,分患者分析/实验一/2全文未清洗先评总分再转等级/005A_Models_Comparison_Full_Results_Updated.xlsx,分患者分析,10400,2026-03-18T01:13:11.776509+00:00,selected_in_zip,early event/full-text scoring or similarity result,1eb181e21c26d3ef41dbe62a3d091407f46d6bc5c042243656593871ebaa8bef
PDCH\分患者分析\实验一\2全文未清洗先评总分再转等级\005B_Models_Comparison_Full_Results_Updated.xlsx,分患者分析/实验一/2全文未清洗先评总分再转等级/005B_Models_Comparison_Full_Results_Updated.xlsx,分患者分析,9480,2026-03-18T01:13:11.968688+00:00,selected_in_zip,early event/full-text scoring or similarity result,04355c78b29d47a546593d665d2fe97b7759e5d483e2c08ba12f6602f2d55886
PDCH\分患者分析\实验一\2全文未清洗先评总分再转等级\006A_Models_Comparison_Full_Results_Updated.xlsx,分患者分析/实验一/2全文未清洗先评总分再转等级/006A_Models_Comparison_Full_Results_Updated.xlsx,分患者分析,9189,2026-03-18T01:13:12.158557+00:00,selected_in_zip,early event/full-text scoring or similarity result,1dc077baeb0a1034bc84317449201aa71f9344c978b903d31f6bc7cd180c863d
PDCH\分患者分析\实验一\2全文未清洗先评总分再转等级\006B_Models_Comparison_Full_Results_Updated.xlsx,分患者分析/实验一/2全文未清洗先评总分再转等级/006B_Models_Comparison_Full_Results_Updated.xlsx,分患者分析,8227,2026-03-18T01:13:12.371689+00:00,selected_in_zip,early event/full-text scoring or similarity result,16efec591feb3d90b26a46b817abbd32cbf35a32a3f1b7c3a9c1ff83be7c87e3
PDCH\分患者分析\实验一\2全文未清洗先评总分再转等级\007A_Models_Comparison_Full_Results_Updated.xlsx,分患者分析/实验一/2全文未清洗先评总分再转等级/007A_Models_Comparison_Full_Results_Updated.xlsx,分患者分析,9609,2026-03-18T01:13:12.564252+00:00,selected_in_zip,early event/full-text scoring or similarity result,5694b8999be4b12773c6cfadad342dd690a9fdb71fcf951f8ae6121b96edbdc3
PDCH\分患者分析\实验一\2全文未清洗先评总分再转等级\007B_Models_Comparison_Full_Results_Updated.xlsx,分患者分析/实验一/2全文未清洗先评总分再转等级/007B_Models_Comparison_Full_Results_Updated.xlsx,分患者分析,10347,2026-03-18T01:13:12.750101+00:00,selected_in_zip,early event/full-text scoring or similarity result,7c624c5ab1c54c57a40538b9bd7670365ccd0e86f5865bf25d062d1a1e905012
PDCH\分患者分析\实验一\2全文未清洗先评总分再转等级\008A_Models_Comparison_Full_Results_Updated.xlsx,分患者分析/实验一/2全文未清洗先评总分再转等级/008A_Models_Comparison_Full_Results_Updated.xlsx,分患者分析,9650,2026-03-18T01:13:12.935795+00:00,selected_in_zip,early event/full-text scoring or similarity result,cfc8341687891592506d14cc3204f189ffb20ab0d7fc21b4d61ee017d528328c
PDCH\分患者分析\实验一\2全文未清洗先评总分再转等级\008B_Models_Comparison_Full_Results_Updated.xlsx,分患者分析/实验一/2全文未清洗先评总分再转等级/008B_Models_Comparison_Full_Results_Updated.xlsx,分患者分析,10694,2026-03-18T01:13:13.129947+00:00,selected_in_zip,early event/full-text scoring or similarity result,d54f986d691297599ae23ffa854da4b2cd41e4c67436b537593decaedbdc5663
PDCH\分患者分析\实验一\2全文未清洗先评总分再转等级\009A_Models_Comparison_Full_Results_Updated.xlsx,分患者分析/实验一/2全文未清洗先评总分再转等级/009A_Models_Comparison_Full_Results_Updated.xlsx,分患者分析,9928,2026-03-18T01:13:13.313029+00:00,selected_in_zip,early event/full-text scoring or similarity result,8779350beadbb872cc36a0f9bd93155800265a6accff85a5acf871deeee2b390
PDCH\分患者分析\实验一\2全文未清洗先评总分再转等级\009B_Models_Comparison_Full_Results_Updated.xlsx,分患者分析/实验一/2全文未清洗先评总分再转等级/009B_Models_Comparison_Full_Results_Updated.xlsx,分患者分析,8856,2026-03-18T01:13:13.500721+00:00,selected_in_zip,early event/full-text scoring or similarity result,7b8284d0b75a1be01c024eb03760df51c98ba633396ca2ed6e5e41333c6809d8
PDCH\分患者分析\实验一\2全文未清洗先评总分再转等级\010A_Models_Comparison_Full_Results_Updated.xlsx,分患者分析/实验一/2全文未清洗先评总分再转等级/010A_Models_Comparison_Full_Results_Updated.xlsx,分患者分析,8927,2026-03-18T01:13:13.708016+00:00,selected_in_zip,early event/full-text scoring or similarity result,0a56ae29eed8b3a5d658040938be39a00f52fb348a3674ef01562fbf7cdb755d
PDCH\分患者分析\实验一\2全文未清洗先评总分再转等级\010B_Models_Comparison_Full_Results_Updated.xlsx,分患者分析/实验一/2全文未清洗先评总分再转等级/010B_Models_Comparison_Full_Results_Updated.xlsx,分患者分析,11255,2026-03-18T01:13:13.894040+00:00,selected_in_zip,early event/full-text scoring or similarity result,c456d851af8e492519052c22e9cede3981e0e73e00bcf772574af54104979733
PDCH\分患者分析\实验一\2全文未清洗先评总分再转等级\011A_Models_Comparison_Full_Results_Updated.xlsx,分患者分析/实验一/2全文未清洗先评总分再转等级/011A_Models_Comparison_Full_Results_Updated.xlsx,分患者分析,10009,2026-03-18T01:13:14.078173+00:00,selected_in_zip,early event/full-text scoring or similarity result,b5f45122747a495e8c5e673c216ab12a0c5edbedc3710042eaffc7ee2d2761d7
PDCH\分患者分析\实验一\2全文未清洗先评总分再转等级\011B_Models_Comparison_Full_Results_Updated.xlsx,分患者分析/实验一/2全文未清洗先评总分再转等级/011B_Models_Comparison_Full_Results_Updated.xlsx,分患者分析,8775,2026-03-18T01:13:14.264050+00:00,selected_in_zip,early event/full-text scoring or similarity result,e73844d1184756ed9b6d1c18a6505c56f996552735c7b19dabeb17bd6a4dbcf8
PDCH\分患者分析\实验一\2全文未清洗先评总分再转等级\012A_Models_Comparison_Full_Results_Updated.xlsx,分患者分析/实验一/2全文未清洗先评总分再转等级/012A_Models_Comparison_Full_Results_Updated.xlsx,分患者分析,9746,2026-03-18T01:13:14.447794+00:00,selected_in_zip,early event/full-text scoring or similarity result,b84c8f52ceeb278990455c3d52baedc7bf5c1eca93b8873ba0b0216b9c95b37e
PDCH\分患者分析\实验一\2全文未清洗先评总分再转等级\012B_Models_Comparison_Full_Results_Updated.xlsx,分患者分析/实验一/2全文未清洗先评总分再转等级/012B_Models_Comparison_Full_Results_Updated.xlsx,分患者分析,8414,2026-03-18T01:13:14.631373+00:00,selected_in_zip,early event/full-text scoring or similarity result,28bb8217c8628a8752f67d86e41b03cc336a5f7c11a728f147ba28e24800493b
PDCH\分患者分析\实验一\2全文未清洗先评总分再转等级\013A_Models_Comparison_Full_Results_Updated.xlsx,分患者分析/实验一/2全文未清洗先评总分再转等级/013A_Models_Comparison_Full_Results_Updated.xlsx,分患者分析,10469,2026-03-18T01:13:14.818976+00:00,selected_in_zip,early event/full-text scoring or similarity result,828fb3ee5736f618f102dd58b3e0bef55aa0bce712bce6f1105fcfeb52842939
PDCH\分患者分析\实验一\2全文未清洗先评总分再转等级\013B_Models_Comparison_Full_Results_Updated.xlsx,分患者分析/实验一/2全文未清洗先评总分再转等级/013B_Models_Comparison_Full_Results_Updated.xlsx,分患者分析,8335,2026-03-18T01:13:15.035094+00:00,selected_in_zip,early event/full-text scoring or similarity result,3410c1fa0256a38e620e3ce8aff2f29c5e611b75631feb5ebcec055d92d40702
PDCH\分患者分析\实验一\2全文未清洗先评总分再转等级\014A_Models_Comparison_Full_Results_Updated.xlsx,分患者分析/实验一/2全文未清洗先评总分再转等级/014A_Models_Comparison_Full_Results_Updated.xlsx,分患者分析,10824,2026-03-18T01:13:15.218785+00:00,selected_in_zip,early event/full-text scoring or similarity result,24ad8b20597bce552decc1f35554c4cd6a34082d393774ca7afb3c5a9e89a95c
PDCH\分患者分析\实验一\2全文未清洗先评总分再转等级\014B_Models_Comparison_Full_Results_Updated.xlsx,分患者分析/实验一/2全文未清洗先评总分再转等级/014B_Models_Comparison_Full_Results_Updated.xlsx,分患者分析,8626,2026-03-18T01:13:15.403080+00:00,selected_in_zip,early event/full-text scoring or similarity result,b1bb1bbe8efa72ce4bc08d87957961a6bfd9e098da9fa3e639ee461dd858c412
PDCH\分患者分析\实验一\2全文未清洗先评总分再转等级\015A_Models_Comparison_Full_Results_Updated.xlsx,分患者分析/实验一/2全文未清洗先评总分再转等级/015A_Models_Comparison_Full_Results_Updated.xlsx,分患者分析,11134,2026-03-18T01:13:15.585798+00:00,selected_in_zip,early event/full-text scoring or similarity result,d885e1516b482208f228fcb7ce227a25add1da0a70e9f84282bb552fe6de3d5b
PDCH\分患者分析\实验一\2全文未清洗先评总分再转等级\015B_Models_Comparison_Full_Results_Updated.xlsx,分患者分析/实验一/2全文未清洗先评总分再转等级/015B_Models_Comparison_Full_Results_Updated.xlsx,分患者分析,9823,2026-03-18T01:13:15.769001+00:00,selected_in_zip,early event/full-text scoring or similarity result,d6241d5f6f433eaa394066c4d89173d48cb6cd2545ccae6e4a755af63501a0f8
PDCH\分患者分析\实验一\2全文未清洗先评总分再转等级\016A_Models_Comparison_Full_Results_Updated.xlsx,分患者分析/实验一/2全文未清洗先评总分再转等级/016A_Models_Comparison_Full_Results_Updated.xlsx,分患者分析,9576,2026-03-18T01:13:15.953229+00:00,selected_in_zip,early event/full-text scoring or similarity result,fc8da30097f69da06981a6cbc67f0aa378dcb18e5f1621526be5006ee7617080
PDCH\分患者分析\实验一\2全文未清洗先评总分再转等级\016B_Models_Comparison_Full_Results_Updated.xlsx,分患者分析/实验一/2全文未清洗先评总分再转等级/016B_Models_Comparison_Full_Results_Updated.xlsx,分患者分析,8637,2026-03-18T01:13:16.139265+00:00,selected_in_zip,early event/full-text scoring or similarity result,3923f2d0dcf27695a820bd6e84d7950f0a8b1042fefce952a772efab911176f9
PDCH\分患者分析\实验一\2全文未清洗先评总分再转等级\017A_Models_Comparison_Full_Results_Updated.xlsx,分患者分析/实验一/2全文未清洗先评总分再转等级/017A_Models_Comparison_Full_Results_Updated.xlsx,分患者分析,9519,2026-03-18T01:13:16.347013+00:00,selected_in_zip,early event/full-text scoring or similarity result,c8468f70d3998d9c07d85b9d55b8629bf811857ef5ce48000bf587adb3d69b79
PDCH\分患者分析\实验一\2全文未清洗先评总分再转等级\017B_Models_Comparison_Full_Results_Updated.xlsx,分患者分析/实验一/2全文未清洗先评总分再转等级/017B_Models_Comparison_Full_Results_Updated.xlsx,分患者分析,7962,2026-03-18T01:13:16.533565+00:00,selected_in_zip,early event/full-text scoring or similarity result,6ab5ce7ee508527281b0956751b134cfe1b38764214434cc3b89a9ab8a20cae5
PDCH\分患者分析\实验一\2全文未清洗先评总分再转等级\018A_Models_Comparison_Full_Results_Updated.xlsx,分患者分析/实验一/2全文未清洗先评总分再转等级/018A_Models_Comparison_Full_Results_Updated.xlsx,分患者分析,8799,2026-03-18T01:13:16.715270+00:00,selected_in_zip,early event/full-text scoring or similarity result,5f7b36072736f7d9f61a043ad622cbeebdc3005a5fbbcaf4f482de584b636fb0
PDCH\分患者分析\实验一\2全文未清洗先评总分再转等级\018B_Models_Comparison_Full_Results_Updated.xlsx,分患者分析/实验一/2全文未清洗先评总分再转等级/018B_Models_Comparison_Full_Results_Updated.xlsx,分患者分析,9223,2026-03-18T01:13:16.898437+00:00,selected_in_zip,early event/full-text scoring or similarity result,23c0d19ed42f984ac834675575c20e2a389c810448491698a0bd5b08663b500c
PDCH\分患者分析\实验一\2全文未清洗先评总分再转等级\019A_Models_Comparison_Full_Results_Updated.xlsx,分患者分析/实验一/2全文未清洗先评总分再转等级/019A_Models_Comparison_Full_Results_Updated.xlsx,分患者分析,9883,2026-03-18T01:13:17.082043+00:00,selected_in_zip,early event/full-text scoring or similarity result,d38b89647ea9da1f3a92e5d0d3f784241049607e7bf390ccd48d20be7805f93b
PDCH\分患者分析\实验一\2全文未清洗先评总分再转等级\019B_Models_Comparison_Full_Results_Updated.xlsx,分患者分析/实验一/2全文未清洗先评总分再转等级/019B_Models_Comparison_Full_Results_Updated.xlsx,分患者分析,10316,2026-03-18T01:13:17.264629+00:00,selected_in_zip,early event/full-text scoring or similarity result,a6e43a4b762193609bf7b18b23e9efb4915b22b42ce85ea292198083e90d0cf4
PDCH\分患者分析\实验一\2全文未清洗先评总分再转等级\020A_Models_Comparison_Full_Results_Updated.xlsx,分患者分析/实验一/2全文未清洗先评总分再转等级/020A_Models_Comparison_Full_Results_Updated.xlsx,分患者分析,10174,2026-03-18T01:13:17.444437+00:00,selected_in_zip,early event/full-text scoring or similarity result,e7a3c9a7db450d4de04753e7549fcfe7d47c0e9fa45e411ed7b2d20b765aadef
PDCH\分患者分析\实验一\2全文未清洗先评总分再转等级\020B_Models_Comparison_Full_Results_Updated.xlsx,分患者分析/实验一/2全文未清洗先评总分再转等级/020B_Models_Comparison_Full_Results_Updated.xlsx,分患者分析,8669,2026-03-18T01:13:17.652979+00:00,selected_in_zip,early event/full-text scoring or similarity result,c4dab1519c9a4efcf60e0b6809c80192bdaa788277881587cb412d08b21c7bcc
PDCH\分患者分析\实验一\2全文未清洗先评总分再转等级\021A_Models_Comparison_Full_Results_Updated.xlsx,分患者分析/实验一/2全文未清洗先评总分再转等级/021A_Models_Comparison_Full_Results_Updated.xlsx,分患者分析,9062,2026-03-18T08:36:03.059886+00:00,selected_in_zip,early event/full-text scoring or similarity result,82c45ce4c8d6c8871b050e0686bf551e6a75291a3a3563d82abf4ad310ee8778
PDCH\分患者分析\实验一\2全文未清洗先评总分再转等级\021B_Models_Comparison_Full_Results_Updated.xlsx,分患者分析/实验一/2全文未清洗先评总分再转等级/021B_Models_Comparison_Full_Results_Updated.xlsx,分患者分析,9346,2026-03-18T08:36:03.168895+00:00,selected_in_zip,early event/full-text scoring or similarity result,0e5532d821942f9e4c0394338584d21ef7c0b97ce9f5d5824b2cda3339e9affe
PDCH\分患者分析\实验一\2全文未清洗先评总分再转等级\022A_Models_Comparison_Full_Results_Updated.xlsx,分患者分析/实验一/2全文未清洗先评总分再转等级/022A_Models_Comparison_Full_Results_Updated.xlsx,分患者分析,9598,2026-03-18T08:36:03.275720+00:00,selected_in_zip,early event/full-text scoring or similarity result,75225959434f9f2cee3c2270e33eecc5aaccc2f2097b9f8b8235916251b5e4c0
PDCH\分患者分析\实验一\2全文未清洗先评总分再转等级\022B_Models_Comparison_Full_Results_Updated.xlsx,分患者分析/实验一/2全文未清洗先评总分再转等级/022B_Models_Comparison_Full_Results_Updated.xlsx,分患者分析,8863,2026-03-18T08:36:03.386561+00:00,selected_in_zip,early event/full-text scoring or similarity result,1082b49d93327173278312f2f3a3505e4492e03b24246dfcec8c7fa40a941d78
PDCH\分患者分析\实验一\2全文未清洗先评总分再转等级\023A_Models_Comparison_Full_Results_Updated.xlsx,分患者分析/实验一/2全文未清洗先评总分再转等级/023A_Models_Comparison_Full_Results_Updated.xlsx,分患者分析,7756,2026-03-18T08:36:03.494785+00:00,selected_in_zip,early event/full-text scoring or similarity result,d5bcbb8a509e0ba93e28d7df1fa5f90fea56f84c6630075e4052f70cfa1ee60f
PDCH\分患者分析\实验一\2全文未清洗先评总分再转等级\023B_Models_Comparison_Full_Results_Updated.xlsx,分患者分析/实验一/2全文未清洗先评总分再转等级/023B_Models_Comparison_Full_Results_Updated.xlsx,分患者分析,9038,2026-03-18T08:36:03.602736+00:00,selected_in_zip,early event/full-text scoring or similarity result,b1e35cff74a9fa08e6b7eecb2a61d98f18dbf70b6a281555d8978ba7848434e9
PDCH\分患者分析\实验一\2全文未清洗先评总分再转等级\024A_Models_Comparison_Full_Results_Updated.xlsx,分患者分析/实验一/2全文未清洗先评总分再转等级/024A_Models_Comparison_Full_Results_Updated.xlsx,分患者分析,9956,2026-03-18T08:36:03.707279+00:00,selected_in_zip,early event/full-text scoring or similarity result,9dde7f2c5e499a6204b6089a867b30ab18cd9c847d8595809d9e8e5adc05b6d5
PDCH\分患者分析\实验一\2全文未清洗先评总分再转等级\024B_Models_Comparison_Full_Results_Updated.xlsx,分患者分析/实验一/2全文未清洗先评总分再转等级/024B_Models_Comparison_Full_Results_Updated.xlsx,分患者分析,8801,2026-03-18T08:36:03.807262+00:00,selected_in_zip,early event/full-text scoring or similarity result,f28effbbb14fd0b80c5ecb23873ce2285958233cf043f4b290f2dccf5cb2a70b
PDCH\分患者分析\实验一\2全文未清洗先评总分再转等级\025A_Models_Comparison_Full_Results_Updated.xlsx,分患者分析/实验一/2全文未清洗先评总分再转等级/025A_Models_Comparison_Full_Results_Updated.xlsx,分患者分析,9381,2026-03-18T08:36:03.915499+00:00,selected_in_zip,early event/full-text scoring or similarity result,fea410e5e98a2959d4f623603d3b7dd206ef18eb5253bb88938eda3e693405ef
PDCH\分患者分析\实验一\2全文未清洗先评总分再转等级\025B_Models_Comparison_Full_Results_Updated.xlsx,分患者分析/实验一/2全文未清洗先评总分再转等级/025B_Models_Comparison_Full_Results_Updated.xlsx,分患者分析,9355,2026-03-18T08:36:04.023861+00:00,selected_in_zip,early event/full-text scoring or similarity result,cc0cbcf1719038d3a7fe20f8f7b92e805b9b338e07027ecd633900924cc3d696
PDCH\分患者分析\实验一\2全文未清洗先评总分再转等级\026A_Models_Comparison_Full_Results_Updated.xlsx,分患者分析/实验一/2全文未清洗先评总分再转等级/026A_Models_Comparison_Full_Results_Updated.xlsx,分患者分析,9590,2026-03-18T08:36:04.135219+00:00,selected_in_zip,early event/full-text scoring or similarity result,892fe4b796df07dfa1a7d93b9ae67cc7f3e887a3378457901c73414d82616b4a
PDCH\分患者分析\实验一\2全文未清洗先评总分再转等级\026B_Models_Comparison_Full_Results_Updated.xlsx,分患者分析/实验一/2全文未清洗先评总分再转等级/026B_Models_Comparison_Full_Results_Updated.xlsx,分患者分析,9388,2026-03-18T08:36:04.242734+00:00,selected_in_zip,early event/full-text scoring or similarity result,67b126a9c8d34e07e287447c75d0e38782bb14b13085d56c707a2cd4854c240d
PDCH\分患者分析\实验一\2全文未清洗先评总分再转等级\027A_Models_Comparison_Full_Results_Updated.xlsx,分患者分析/实验一/2全文未清洗先评总分再转等级/027A_Models_Comparison_Full_Results_Updated.xlsx,分患者分析,8676,2026-03-18T08:36:04.351116+00:00,selected_in_zip,early event/full-text scoring or similarity result,7955737512bf731d4216571f0348e48750cab421d8b7cd8ec848ad4edb06107b
PDCH\分患者分析\实验一\2全文未清洗先评总分再转等级\027B_Models_Comparison_Full_Results_Updated.xlsx,分患者分析/实验一/2全文未清洗先评总分再转等级/027B_Models_Comparison_Full_Results_Updated.xlsx,分患者分析,9242,2026-03-18T08:36:04.450747+00:00,selected_in_zip,early event/full-text scoring or similarity result,c0e1067199b1dd4cb8240d1430d9b69de0f52afc4f3ad71fd3a5ae56b8f682f8
PDCH\分患者分析\实验一\2全文未清洗先评总分再转等级\028A_Models_Comparison_Full_Results_Updated.xlsx,分患者分析/实验一/2全文未清洗先评总分再转等级/028A_Models_Comparison_Full_Results_Updated.xlsx,分患者分析,8786,2026-03-18T08:36:04.556953+00:00,selected_in_zip,early event/full-text scoring or similarity result,5423479efbe595ba843d0e9b026c3275ecedb096c7427cc70575630f37815f05
PDCH\分患者分析\实验一\2全文未清洗先评总分再转等级\029A_Models_Comparison_Full_Results_Updated.xlsx,分患者分析/实验一/2全文未清洗先评总分再转等级/029A_Models_Comparison_Full_Results_Updated.xlsx,分患者分析,9125,2026-03-18T08:36:04.662097+00:00,selected_in_zip,early event/full-text scoring or similarity result,589697fed1c89dcf02159cab0ba31036d445d466bfca96d0b28de6064aedecb3
PDCH\分患者分析\实验一\2全文未清洗先评总分再转等级\030A_Models_Comparison_Full_Results_Updated.xlsx,分患者分析/实验一/2全文未清洗先评总分再转等级/030A_Models_Comparison_Full_Results_Updated.xlsx,分患者分析,9543,2026-03-18T08:36:04.760627+00:00,selected_in_zip,early event/full-text scoring or similarity result,e4758753d75e597720b2dbd2715ff10ced4af829e3f3c5b5bb4c77e97428af18
PDCH\分患者分析\实验一\2全文未清洗先评总分再转等级\031A_Models_Comparison_Full_Results_Updated.xlsx,分患者分析/实验一/2全文未清洗先评总分再转等级/031A_Models_Comparison_Full_Results_Updated.xlsx,分患者分析,10952,2026-03-18T08:36:04.867381+00:00,selected_in_zip,early event/full-text scoring or similarity result,4a0909c7cd0c73b612b46f714c289233d9d506acd7fa50c693bc5fb337748a04
PDCH\分患者分析\实验一\2全文未清洗先评总分再转等级\032A_Models_Comparison_Full_Results_Updated.xlsx,分患者分析/实验一/2全文未清洗先评总分再转等级/032A_Models_Comparison_Full_Results_Updated.xlsx,分患者分析,9961,2026-03-18T08:36:04.967217+00:00,selected_in_zip,early event/full-text scoring or similarity result,268aa2475514ecdfc20452cd12917b4ffe7d16f90e2227898b2ab85c1af5978d
PDCH\分患者分析\实验一\2全文未清洗先评总分再转等级\033A_Models_Comparison_Full_Results_Updated.xlsx,分患者分析/实验一/2全文未清洗先评总分再转等级/033A_Models_Comparison_Full_Results_Updated.xlsx,分患者分析,9025,2026-03-18T08:36:05.075866+00:00,selected_in_zip,early event/full-text scoring or similarity result,64ec66411359c78c518bf9b53da18175a5eb597d076bb85e80ac98708eb9fd66
PDCH\分患者分析\实验一\2全文未清洗先评总分再转等级\034A_Models_Comparison_Full_Results_Updated.xlsx,分患者分析/实验一/2全文未清洗先评总分再转等级/034A_Models_Comparison_Full_Results_Updated.xlsx,分患者分析,13234,2026-03-24T11:25:33.893740+00:00,selected_in_zip,early event/full-text scoring or similarity result,e39d04c2a5c0e8fa0c05534b056b50692b8ce9fd6b9957b59dca52af19737931
PDCH\分患者分析\实验一\2全文未清洗先评总分再转等级\035A_Models_Comparison_Full_Results_Updated.xlsx,分患者分析/实验一/2全文未清洗先评总分再转等级/035A_Models_Comparison_Full_Results_Updated.xlsx,分患者分析,9210,2026-03-18T08:36:05.284319+00:00,selected_in_zip,early event/full-text scoring or similarity result,a1179f7e5b2daed61a9eccea3953fd14b222f93d49911dfa06c22fcad113e79e
PDCH\分患者分析\实验一\2全文未清洗先评总分再转等级\036A_Models_Comparison_Full_Results_Updated.xlsx,分患者分析/实验一/2全文未清洗先评总分再转等级/036A_Models_Comparison_Full_Results_Updated.xlsx,分患者分析,8682,2026-03-18T08:36:05.384672+00:00,selected_in_zip,early event/full-text scoring or similarity result,b81436d2ac06f15179c32584c84360b8d5e44472bdc671987ff58d5856d2ee6b
PDCH\分患者分析\实验一\2全文未清洗先评总分再转等级\037A_Models_Comparison_Full_Results_Updated.xlsx,分患者分析/实验一/2全文未清洗先评总分再转等级/037A_Models_Comparison_Full_Results_Updated.xlsx,分患者分析,8600,2026-03-18T08:36:05.499448+00:00,selected_in_zip,early event/full-text scoring or similarity result,0e479906b94f73c22d5f095fa89d36608d78f94def6af874714879ebfb7af1cf
PDCH\分患者分析\实验一\2全文未清洗先评总分再转等级\038A_Models_Comparison_Full_Results_Updated.xlsx,分患者分析/实验一/2全文未清洗先评总分再转等级/038A_Models_Comparison_Full_Results_Updated.xlsx,分患者分析,9124,2026-03-18T08:36:05.603245+00:00,selected_in_zip,early event/full-text scoring or similarity result,8ec5ff56fe43731dd0ea4395e0fda60c25f8574506e6592307ef450b2b0ae088
PDCH\分患者分析\实验一\2全文未清洗先评总分再转等级\039A_Models_Comparison_Full_Results_Updated.xlsx,分患者分析/实验一/2全文未清洗先评总分再转等级/039A_Models_Comparison_Full_Results_Updated.xlsx,分患者分析,8941,2026-03-18T08:36:05.712331+00:00,selected_in_zip,early event/full-text scoring or similarity result,be7709d6890a588f284ad2a856043b031fc08dafd8fa49c0f365130744559170
PDCH\分患者分析\实验一\2全文未清洗先评总分再转等级\040A_Models_Comparison_Full_Results_Updated.xlsx,分患者分析/实验一/2全文未清洗先评总分再转等级/040A_Models_Comparison_Full_Results_Updated.xlsx,分患者分析,9941,2026-03-18T08:36:05.812875+00:00,selected_in_zip,early event/full-text scoring or similarity result,2bee55dbea7763213a5a01030ebdb61f8131572805e5f0694fc58f71aa38df46
PDCH\分患者分析\实验一\2全文未清洗先评总分再转等级\041A_Models_Comparison_Full_Results_Updated.xlsx,分患者分析/实验一/2全文未清洗先评总分再转等级/041A_Models_Comparison_Full_Results_Updated.xlsx,分患者分析,9501,2026-03-18T08:36:05.915573+00:00,selected_in_zip,early event/full-text scoring or similarity result,659495b5ad3a4462a3966dd58e21a7ed395e1e7d3925bf70fafbc410e9615353
PDCH\分患者分析\实验一\2全文未清洗先评总分再转等级\042A_Models_Comparison_Full_Results_Updated.xlsx,分患者分析/实验一/2全文未清洗先评总分再转等级/042A_Models_Comparison_Full_Results_Updated.xlsx,分患者分析,8532,2026-03-18T08:36:06.014992+00:00,selected_in_zip,early event/full-text scoring or similarity result,de0bddd74ce10c88cd9f4ce2ccab0c4252ad8c29f683358cca2ad09474aa8978
PDCH\分患者分析\实验一\2全文未清洗先评总分再转等级\043A_Models_Comparison_Full_Results_Updated.xlsx,分患者分析/实验一/2全文未清洗先评总分再转等级/043A_Models_Comparison_Full_Results_Updated.xlsx,分患者分析,7544,2026-03-18T08:36:06.120755+00:00,selected_in_zip,early event/full-text scoring or similarity result,6817012ef70c185d60b825cbabb176ee3e8dc1d2a503de6b6e3fe4acc47a9027
PDCH\分患者分析\实验一\2全文未清洗先评总分再转等级\044A_Models_Comparison_Full_Results_Updated.xlsx,分患者分析/实验一/2全文未清洗先评总分再转等级/044A_Models_Comparison_Full_Results_Updated.xlsx,分患者分析,8580,2026-03-18T08:36:06.239029+00:00,selected_in_zip,early event/full-text scoring or similarity result,08536c42bf3d0b4b91213d7a4c712e99c2d0bfb514c79d02d26ff9c6326ecb3a
PDCH\分患者分析\实验一\2全文未清洗先评总分再转等级\045A_Models_Comparison_Full_Results_Updated.xlsx,分患者分析/实验一/2全文未清洗先评总分再转等级/045A_Models_Comparison_Full_Results_Updated.xlsx,分患者分析,9790,2026-03-18T08:36:06.351944+00:00,selected_in_zip,early event/full-text scoring or similarity result,ed8f9e0eb51ac1afd1bfe7c7f5ed08ff1821d12f92feb37e29a4bdda5a50c641
PDCH\分患者分析\实验一\2全文未清洗先评总分再转等级\046A_Models_Comparison_Full_Results_Updated.xlsx,分患者分析/实验一/2全文未清洗先评总分再转等级/046A_Models_Comparison_Full_Results_Updated.xlsx,分患者分析,9035,2026-03-18T08:36:06.459837+00:00,selected_in_zip,early event/full-text scoring or similarity result,c4b6596907fda0a8a254d10865d987c8292f3dc099609a53fe1225e034ebb633
PDCH\分患者分析\实验一\2全文未清洗先评总分再转等级\047A_Models_Comparison_Full_Results_Updated.xlsx,分患者分析/实验一/2全文未清洗先评总分再转等级/047A_Models_Comparison_Full_Results_Updated.xlsx,分患者分析,8773,2026-03-18T08:36:06.560734+00:00,selected_in_zip,early event/full-text scoring or similarity result,b582db7e7c1d1d60bf9130c1a1b5c22e9f03a9d8d5e71aa9b8f3f9cd492990d3
PDCH\分患者分析\实验一\2全文未清洗先评总分再转等级\048A_Models_Comparison_Full_Results_Updated.xlsx,分患者分析/实验一/2全文未清洗先评总分再转等级/048A_Models_Comparison_Full_Results_Updated.xlsx,分患者分析,8184,2026-03-18T08:36:06.664401+00:00,selected_in_zip,early event/full-text scoring or similarity result,69e1e549ee934a3d668bd6397131b61b06c25be92a9d889d23bd251c013213bf
